Facility Location Problem Instance
Number of facilities: 40
Number of customers: 30
Grid size: 20x20
Facilities coordinates (x, y):
14, 10
18, 3
16, 12
7, 15
4, 9
9, 17
6, 3
5, 19
2, 13
0, 11
12, 0
15, 5
15, 8
4, 12
6, 16
13, 18
9, 13
9, 3
2, 2
14, 10
2, 0
10, 15
13, 3
10, 13
18, 7
10, 6
12, 2
1, 16
0, 16
16, 7
18, 2
5, 7
15, 17
12, 9
11, 14
16, 7
6, 18
9, 10
18, 4
18, 17
Customers coordinates (x, y):
11, 19
16, 11
10, 18
16, 6
14, 1
13, 9
6, 15
6, 5
3, 14
3, 16
12, 6
10, 5
1, 10
15, 7
12, 1
7, 12
11, 12
7, 5
9, 8
11, 8
1, 10
3, 6
7, 9
14, 5
18, 5
7, 15
6, 6
11, 19
7, 5
16, 12
Distances between facilities and customers:
Facility 0 to Customer 0: 9.49
Facility 0 to Customer 1: 2.24
Facility 0 to Customer 2: 8.94
Facility 0 to Customer 3: 4.47
Facility 0 to Customer 4: 9.00
Facility 0 to Customer 5: 1.41
Facility 0 to Customer 6: 9.43
Facility 0 to Customer 7: 9.43
Facility 0 to Customer 8: 11.70
Facility 0 to Customer 9: 12.53
Facility 0 to Customer 10: 4.47
Facility 0 to Customer 11: 6.40
Facility 0 to Customer 12: 13.00
Facility 0 to Customer 13: 3.16
Facility 0 to Customer 14: 9.22
Facility 0 to Customer 15: 7.28
Facility 0 to Customer 16: 3.61
Facility 0 to Customer 17: 8.60
Facility 0 to Customer 18: 5.39
Facility 0 to Customer 19: 3.61
Facility 0 to Customer 20: 13.00
Facility 0 to Customer 21: 11.70
Facility 0 to Customer 22: 7.07
Facility 0 to Customer 23: 5.00
Facility 0 to Customer 24: 6.40
Facility 0 to Customer 25: 8.60
Facility 0 to Customer 26: 8.94
Facility 0 to Customer 27: 9.49
Facility 0 to Customer 28: 8.60
Facility 0 to Customer 29: 2.83
Facility 1 to Customer 0: 17.46
Facility 1 to Customer 1: 8.25
Facility 1 to Customer 2: 17.00
Facility 1 to Customer 3: 3.61
Facility 1 to Customer 4: 4.47
Facility 1 to Customer 5: 7.81
Facility 1 to Customer 6: 16.97
Facility 1 to Customer 7: 12.17
Facility 1 to Customer 8: 18.60
Facility 1 to Customer 9: 19.85
Facility 1 to Customer 10: 6.71
Facility 1 to Customer 11: 8.25
Facility 1 to Customer 12: 18.38
Facility 1 to Customer 13: 5.00
Facility 1 to Customer 14: 6.32
Facility 1 to Customer 15: 14.21
Facility 1 to Customer 16: 11.40
Facility 1 to Customer 17: 11.18
Facility 1 to Customer 18: 10.30
Facility 1 to Customer 19: 8.60
Facility 1 to Customer 20: 18.38
Facility 1 to Customer 21: 15.30
Facility 1 to Customer 22: 12.53
Facility 1 to Customer 23: 4.47
Facility 1 to Customer 24: 2.00
Facility 1 to Customer 25: 16.28
Facility 1 to Customer 26: 12.37
Facility 1 to Customer 27: 17.46
Facility 1 to Customer 28: 11.18
Facility 1 to Customer 29: 9.22
Facility 2 to Customer 0: 8.60
Facility 2 to Customer 1: 1.00
Facility 2 to Customer 2: 8.49
Facility 2 to Customer 3: 6.00
Facility 2 to Customer 4: 11.18
Facility 2 to Customer 5: 4.24
Facility 2 to Customer 6: 10.44
Facility 2 to Customer 7: 12.21
Facility 2 to Customer 8: 13.15
Facility 2 to Customer 9: 13.60
Facility 2 to Customer 10: 7.21
Facility 2 to Customer 11: 9.22
Facility 2 to Customer 12: 15.13
Facility 2 to Customer 13: 5.10
Facility 2 to Customer 14: 11.70
Facility 2 to Customer 15: 9.00
Facility 2 to Customer 16: 5.00
Facility 2 to Customer 17: 11.40
Facility 2 to Customer 18: 8.06
Facility 2 to Customer 19: 6.40
Facility 2 to Customer 20: 15.13
Facility 2 to Customer 21: 14.32
Facility 2 to Customer 22: 9.49
Facility 2 to Customer 23: 7.28
Facility 2 to Customer 24: 7.28
Facility 2 to Customer 25: 9.49
Facility 2 to Customer 26: 11.66
Facility 2 to Customer 27: 8.60
Facility 2 to Customer 28: 11.40
Facility 2 to Customer 29: 0.00
Facility 3 to Customer 0: 5.66
Facility 3 to Customer 1: 9.85
Facility 3 to Customer 2: 4.24
Facility 3 to Customer 3: 12.73
Facility 3 to Customer 4: 15.65
Facility 3 to Customer 5: 8.49
Facility 3 to Customer 6: 1.00
Facility 3 to Customer 7: 10.05
Facility 3 to Customer 8: 4.12
Facility 3 to Customer 9: 4.12
Facility 3 to Customer 10: 10.30
Facility 3 to Customer 11: 10.44
Facility 3 to Customer 12: 7.81
Facility 3 to Customer 13: 11.31
Facility 3 to Customer 14: 14.87
Facility 3 to Customer 15: 3.00
Facility 3 to Customer 16: 5.00
Facility 3 to Customer 17: 10.00
Facility 3 to Customer 18: 7.28
Facility 3 to Customer 19: 8.06
Facility 3 to Customer 20: 7.81
Facility 3 to Customer 21: 9.85
Facility 3 to Customer 22: 6.00
Facility 3 to Customer 23: 12.21
Facility 3 to Customer 24: 14.87
Facility 3 to Customer 25: 0.00
Facility 3 to Customer 26: 9.06
Facility 3 to Customer 27: 5.66
Facility 3 to Customer 28: 10.00
Facility 3 to Customer 29: 9.49
Facility 4 to Customer 0: 12.21
Facility 4 to Customer 1: 12.17
Facility 4 to Customer 2: 10.82
Facility 4 to Customer 3: 12.37
Facility 4 to Customer 4: 12.81
Facility 4 to Customer 5: 9.00
Facility 4 to Customer 6: 6.32
Facility 4 to Customer 7: 4.47
Facility 4 to Customer 8: 5.10
Facility 4 to Customer 9: 7.07
Facility 4 to Customer 10: 8.54
Facility 4 to Customer 11: 7.21
Facility 4 to Customer 12: 3.16
Facility 4 to Customer 13: 11.18
Facility 4 to Customer 14: 11.31
Facility 4 to Customer 15: 4.24
Facility 4 to Customer 16: 7.62
Facility 4 to Customer 17: 5.00
Facility 4 to Customer 18: 5.10
Facility 4 to Customer 19: 7.07
Facility 4 to Customer 20: 3.16
Facility 4 to Customer 21: 3.16
Facility 4 to Customer 22: 3.00
Facility 4 to Customer 23: 10.77
Facility 4 to Customer 24: 14.56
Facility 4 to Customer 25: 6.71
Facility 4 to Customer 26: 3.61
Facility 4 to Customer 27: 12.21
Facility 4 to Customer 28: 5.00
Facility 4 to Customer 29: 12.37
Facility 5 to Customer 0: 2.83
Facility 5 to Customer 1: 9.22
Facility 5 to Customer 2: 1.41
Facility 5 to Customer 3: 13.04
Facility 5 to Customer 4: 16.76
Facility 5 to Customer 5: 8.94
Facility 5 to Customer 6: 3.61
Facility 5 to Customer 7: 12.37
Facility 5 to Customer 8: 6.71
Facility 5 to Customer 9: 6.08
Facility 5 to Customer 10: 11.40
Facility 5 to Customer 11: 12.04
Facility 5 to Customer 12: 10.63
Facility 5 to Customer 13: 11.66
Facility 5 to Customer 14: 16.28
Facility 5 to Customer 15: 5.39
Facility 5 to Customer 16: 5.39
Facility 5 to Customer 17: 12.17
Facility 5 to Customer 18: 9.00
Facility 5 to Customer 19: 9.22
Facility 5 to Customer 20: 10.63
Facility 5 to Customer 21: 12.53
Facility 5 to Customer 22: 8.25
Facility 5 to Customer 23: 13.00
Facility 5 to Customer 24: 15.00
Facility 5 to Customer 25: 2.83
Facility 5 to Customer 26: 11.40
Facility 5 to Customer 27: 2.83
Facility 5 to Customer 28: 12.17
Facility 5 to Customer 29: 8.60
Facility 6 to Customer 0: 16.76
Facility 6 to Customer 1: 12.81
Facility 6 to Customer 2: 15.52
Facility 6 to Customer 3: 10.44
Facility 6 to Customer 4: 8.25
Facility 6 to Customer 5: 9.22
Facility 6 to Customer 6: 12.00
Facility 6 to Customer 7: 2.00
Facility 6 to Customer 8: 11.40
Facility 6 to Customer 9: 13.34
Facility 6 to Customer 10: 6.71
Facility 6 to Customer 11: 4.47
Facility 6 to Customer 12: 8.60
Facility 6 to Customer 13: 9.85
Facility 6 to Customer 14: 6.32
Facility 6 to Customer 15: 9.06
Facility 6 to Customer 16: 10.30
Facility 6 to Customer 17: 2.24
Facility 6 to Customer 18: 5.83
Facility 6 to Customer 19: 7.07
Facility 6 to Customer 20: 8.60
Facility 6 to Customer 21: 4.24
Facility 6 to Customer 22: 6.08
Facility 6 to Customer 23: 8.25
Facility 6 to Customer 24: 12.17
Facility 6 to Customer 25: 12.04
Facility 6 to Customer 26: 3.00
Facility 6 to Customer 27: 16.76
Facility 6 to Customer 28: 2.24
Facility 6 to Customer 29: 13.45
Facility 7 to Customer 0: 6.00
Facility 7 to Customer 1: 13.60
Facility 7 to Customer 2: 5.10
Facility 7 to Customer 3: 17.03
Facility 7 to Customer 4: 20.12
Facility 7 to Customer 5: 12.81
Facility 7 to Customer 6: 4.12
Facility 7 to Customer 7: 14.04
Facility 7 to Customer 8: 5.39
Facility 7 to Customer 9: 3.61
Facility 7 to Customer 10: 14.76
Facility 7 to Customer 11: 14.87
Facility 7 to Customer 12: 9.85
Facility 7 to Customer 13: 15.62
Facility 7 to Customer 14: 19.31
Facility 7 to Customer 15: 7.28
Facility 7 to Customer 16: 9.22
Facility 7 to Customer 17: 14.14
Facility 7 to Customer 18: 11.70
Facility 7 to Customer 19: 12.53
Facility 7 to Customer 20: 9.85
Facility 7 to Customer 21: 13.15
Facility 7 to Customer 22: 10.20
Facility 7 to Customer 23: 16.64
Facility 7 to Customer 24: 19.10
Facility 7 to Customer 25: 4.47
Facility 7 to Customer 26: 13.04
Facility 7 to Customer 27: 6.00
Facility 7 to Customer 28: 14.14
Facility 7 to Customer 29: 13.04
Facility 8 to Customer 0: 10.82
Facility 8 to Customer 1: 14.14
Facility 8 to Customer 2: 9.43
Facility 8 to Customer 3: 15.65
Facility 8 to Customer 4: 16.97
Facility 8 to Customer 5: 11.70
Facility 8 to Customer 6: 4.47
Facility 8 to Customer 7: 8.94
Facility 8 to Customer 8: 1.41
Facility 8 to Customer 9: 3.16
Facility 8 to Customer 10: 12.21
Facility 8 to Customer 11: 11.31
Facility 8 to Customer 12: 3.16
Facility 8 to Customer 13: 14.32
Facility 8 to Customer 14: 15.62
Facility 8 to Customer 15: 5.10
Facility 8 to Customer 16: 9.06
Facility 8 to Customer 17: 9.43
Facility 8 to Customer 18: 8.60
Facility 8 to Customer 19: 10.30
Facility 8 to Customer 20: 3.16
Facility 8 to Customer 21: 7.07
Facility 8 to Customer 22: 6.40
Facility 8 to Customer 23: 14.42
Facility 8 to Customer 24: 17.89
Facility 8 to Customer 25: 5.39
Facility 8 to Customer 26: 8.06
Facility 8 to Customer 27: 10.82
Facility 8 to Customer 28: 9.43
Facility 8 to Customer 29: 14.04
Facility 9 to Customer 0: 13.60
Facility 9 to Customer 1: 16.00
Facility 9 to Customer 2: 12.21
Facility 9 to Customer 3: 16.76
Facility 9 to Customer 4: 17.20
Facility 9 to Customer 5: 13.15
Facility 9 to Customer 6: 7.21
Facility 9 to Customer 7: 8.49
Facility 9 to Customer 8: 4.24
Facility 9 to Customer 9: 5.83
Facility 9 to Customer 10: 13.00
Facility 9 to Customer 11: 11.66
Facility 9 to Customer 12: 1.41
Facility 9 to Customer 13: 15.52
Facility 9 to Customer 14: 15.62
