Facility Location Problem Instance
Number of facilities: 40
Number of customers: 30
Grid size: 20x20
Facilities coordinates (x, y):
18, 0
15, 4
7, 12
1, 16
2, 18
3, 12
5, 0
10, 3
0, 3
15, 9
18, 9
2, 1
18, 16
16, 7
3, 17
3, 17
1, 17
10, 18
5, 2
7, 5
7, 14
19, 12
8, 11
19, 12
11, 17
13, 2
12, 16
7, 13
5, 13
18, 18
16, 15
4, 12
4, 5
3, 15
15, 16
14, 18
5, 4
8, 6
4, 18
16, 10
Customers coordinates (x, y):
7, 17
9, 13
19, 18
18, 8
6, 9
0, 8
15, 12
6, 5
18, 11
7, 10
15, 4
13, 15
19, 6
14, 18
17, 0
15, 2
12, 1
14, 7
7, 2
6, 8
7, 6
8, 4
5, 19
1, 8
5, 1
10, 5
13, 2
2, 3
2, 8
9, 1
Distances between facilities and customers:
Facility 0 to Customer 0: 20.25
Facility 0 to Customer 1: 15.81
Facility 0 to Customer 2: 18.03
Facility 0 to Customer 3: 8.00
Facility 0 to Customer 4: 15.00
Facility 0 to Customer 5: 19.70
Facility 0 to Customer 6: 12.37
Facility 0 to Customer 7: 13.00
Facility 0 to Customer 8: 11.00
Facility 0 to Customer 9: 14.87
Facility 0 to Customer 10: 5.00
Facility 0 to Customer 11: 15.81
Facility 0 to Customer 12: 6.08
Facility 0 to Customer 13: 18.44
Facility 0 to Customer 14: 1.00
Facility 0 to Customer 15: 3.61
Facility 0 to Customer 16: 6.08
Facility 0 to Customer 17: 8.06
Facility 0 to Customer 18: 11.18
Facility 0 to Customer 19: 14.42
Facility 0 to Customer 20: 12.53
Facility 0 to Customer 21: 10.77
Facility 0 to Customer 22: 23.02
Facility 0 to Customer 23: 18.79
Facility 0 to Customer 24: 13.04
Facility 0 to Customer 25: 9.43
Facility 0 to Customer 26: 5.39
Facility 0 to Customer 27: 16.28
Facility 0 to Customer 28: 17.89
Facility 0 to Customer 29: 9.06
Facility 1 to Customer 0: 15.26
Facility 1 to Customer 1: 10.82
Facility 1 to Customer 2: 14.56
Facility 1 to Customer 3: 5.00
Facility 1 to Customer 4: 10.30
Facility 1 to Customer 5: 15.52
Facility 1 to Customer 6: 8.00
Facility 1 to Customer 7: 9.06
Facility 1 to Customer 8: 7.62
Facility 1 to Customer 9: 10.00
Facility 1 to Customer 10: 0.00
Facility 1 to Customer 11: 11.18
Facility 1 to Customer 12: 4.47
Facility 1 to Customer 13: 14.04
Facility 1 to Customer 14: 4.47
Facility 1 to Customer 15: 2.00
Facility 1 to Customer 16: 4.24
Facility 1 to Customer 17: 3.16
Facility 1 to Customer 18: 8.25
Facility 1 to Customer 19: 9.85
Facility 1 to Customer 20: 8.25
Facility 1 to Customer 21: 7.00
Facility 1 to Customer 22: 18.03
Facility 1 to Customer 23: 14.56
Facility 1 to Customer 24: 10.44
Facility 1 to Customer 25: 5.10
Facility 1 to Customer 26: 2.83
Facility 1 to Customer 27: 13.04
Facility 1 to Customer 28: 13.60
Facility 1 to Customer 29: 6.71
Facility 2 to Customer 0: 5.00
Facility 2 to Customer 1: 2.24
Facility 2 to Customer 2: 13.42
Facility 2 to Customer 3: 11.70
Facility 2 to Customer 4: 3.16
Facility 2 to Customer 5: 8.06
Facility 2 to Customer 6: 8.00
Facility 2 to Customer 7: 7.07
Facility 2 to Customer 8: 11.05
Facility 2 to Customer 9: 2.00
Facility 2 to Customer 10: 11.31
Facility 2 to Customer 11: 6.71
Facility 2 to Customer 12: 13.42
Facility 2 to Customer 13: 9.22
Facility 2 to Customer 14: 15.62
Facility 2 to Customer 15: 12.81
Facility 2 to Customer 16: 12.08
Facility 2 to Customer 17: 8.60
Facility 2 to Customer 18: 10.00
Facility 2 to Customer 19: 4.12
Facility 2 to Customer 20: 6.00
Facility 2 to Customer 21: 8.06
Facility 2 to Customer 22: 7.28
Facility 2 to Customer 23: 7.21
