Facility Location Problem Instance
Number of facilities: 5
Number of customers: 15
Grid size: 10x10
Facilities coordinates (x, y):
5, 8
7, 8
3, 1
0, 1
2, 2
Customers coordinates (x, y):
2, 8
3, 4
5, 9
8, 4
5, 5
5, 1
4, 3
9, 7
2, 9
8, 1
5, 0
6, 1
6, 2
2, 5
1, 9
Distances between facilities and customers:
Facility 0 to Customer 0: 3.00
Facility 0 to Customer 1: 4.47
Facility 0 to Customer 2: 1.00
Facility 0 to Customer 3: 5.00
Facility 0 to Customer 4: 3.00
Facility 0 to Customer 5: 7.00
Facility 0 to Customer 6: 5.10
Facility 0 to Customer 7: 4.12
Facility 0 to Customer 8: 3.16
Facility 0 to Customer 9: 7.62
Facility 0 to Customer 10: 8.00
Facility 0 to Customer 11: 7.07
Facility 0 to Customer 12: 6.08
Facility 0 to Customer 13: 4.24
Facility 0 to Customer 14: 4.12
Facility 1 to Customer 0: 5.00
Facility 1 to Customer 1: 5.66
Facility 1 to Customer 2: 2.24
Facility 1 to Customer 3: 4.12
Facility 1 to Customer 4: 3.61
Facility 1 to Customer 5: 7.28
Facility 1 to Customer 6: 5.83
Facility 1 to Customer 7: 2.24
Facility 1 to Customer 8: 5.10
Facility 1 to Customer 9: 7.07
Facility 1 to Customer 10: 8.25
Facility 1 to Customer 11: 7.07
Facility 1 to Customer 12: 6.08
Facility 1 to Customer 13: 5.83
Facility 1 to Customer 14: 6.08
Facility 2 to Customer 0: 7.07
Facility 2 to Customer 1: 3.00
Facility 2 to Customer 2: 8.25
Facility 2 to Customer 3: 5.83
Facility 2 to Customer 4: 4.47
Facility 2 to Customer 5: 2.00
Facility 2 to Customer 6: 2.24
Facility 2 to Customer 7: 8.49
Facility 2 to Customer 8: 8.06
Facility 2 to Customer 9: 5.00
Facility 2 to Customer 10: 2.24
Facility 2 to Customer 11: 3.00
Facility 2 to Customer 12: 3.16
Facility 2 to Customer 13: 4.12
Facility 2 to Customer 14: 8.25
Facility 3 to Customer 0: 7.28
Facility 3 to Customer 1: 4.24
Facility 3 to Customer 2: 9.43
Facility 3 to Customer 3: 8.54
Facility 3 to Customer 4: 6.40
Facility 3 to Customer 5: 5.00
Facility 3 to Customer 6: 4.47
Facility 3 to Customer 7: 10.82
Facility 3 to Customer 8: 8.25
Facility 3 to Customer 9: 8.00
Facility 3 to Customer 10: 5.10
Facility 3 to Customer 11: 6.00
Facility 3 to Customer 12: 6.08
Facility 3 to Customer 13: 4.47
Facility 3 to Customer 14: 8.06
Facility 4 to Customer 0: 6.00
Facility 4 to Customer 1: 2.24
Facility 4 to Customer 2: 7.62
Facility 4 to Customer 3: 6.32
Facility 4 to Customer 4: 4.24
Facility 4 to Customer 5: 3.16
Facility 4 to Customer 6: 2.24
Facility 4 to Customer 7: 8.60
Facility 4 to Customer 8: 7.00
Facility 4 to Customer 9: 6.08
Facility 4 to Customer 10: 3.61
Facility 4 to Customer 11: 4.12
Facility 4 to Customer 12: 4.00
Facility 4 to Customer 13: 3.00
Facility 4 to Customer 14: 7.07
Facilities fixed costs:
Facility 0: 18
Facility 1: 13
Facility 2: 14
Facility 3: 10
Facility 4: 17
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 8
Facility 0 to Customer 1: 9
Facility 0 to Customer 2: 8
Facility 0 to Customer 3: 2
