Facility Location Problem Instance
Number of facilities: 20
Number of customers: 35
Grid size: 900x900
Facilities coordinates (x, y):
20, 366
272, 529
127, 11
775, 77
661, 228
497, 355
467, 382
381, 525
619, 534
317, 128
436, 678
81, 182
829, 557
485, 619
602, 751
369, 880
130, 277
207, 330
632, 697
324, 318
Customers coordinates (x, y):
116, 75
744, 253
898, 799
192, 897
876, 318
800, 548
17, 809
310, 880
769, 701
566, 448
262, 286
356, 703
219, 750
53, 20
275, 899
579, 507
368, 839
612, 388
519, 686
581, 294
157, 527
405, 389
170, 425
56, 183
121, 832
418, 571
475, 121
826, 758
479, 661
437, 549
355, 236
627, 112
338, 253
355, 494
733, 71
Distances between facilities and customers:
Facility 0 to Customer 0: 306.43
Facility 0 to Customer 1: 732.77
Facility 0 to Customer 2: 978.97
Facility 0 to Customer 3: 558.16
Facility 0 to Customer 4: 857.34
Facility 0 to Customer 5: 800.95
Facility 0 to Customer 6: 443.01
Facility 0 to Customer 7: 590.17
Facility 0 to Customer 8: 820.50
Facility 0 to Customer 9: 552.12
Facility 0 to Customer 10: 254.88
Facility 0 to Customer 11: 475.88
Facility 0 to Customer 12: 432.50
Facility 0 to Customer 13: 347.57
Facility 0 to Customer 14: 590.86
Facility 0 to Customer 15: 576.51
Facility 0 to Customer 16: 587.22
Facility 0 to Customer 17: 592.41
Facility 0 to Customer 18: 592.79
Facility 0 to Customer 19: 565.60
Facility 0 to Customer 20: 211.40
Facility 0 to Customer 21: 385.69
Facility 0 to Customer 22: 161.19
Facility 0 to Customer 23: 186.51
Facility 0 to Customer 24: 476.82
Facility 0 to Customer 25: 447.69
Facility 0 to Customer 26: 516.77
Facility 0 to Customer 27: 896.27
Facility 0 to Customer 28: 545.62
Facility 0 to Customer 29: 455.39
Facility 0 to Customer 30: 359.34
Facility 0 to Customer 31: 658.00
Facility 0 to Customer 32: 337.48
Facility 0 to Customer 33: 358.62
Facility 0 to Customer 34: 771.62
Facility 1 to Customer 0: 480.05
Facility 1 to Customer 1: 546.77
Facility 1 to Customer 2: 681.74
Facility 1 to Customer 3: 376.60
Facility 1 to Customer 4: 639.79
Facility 1 to Customer 5: 528.34
Facility 1 to Customer 6: 378.71
Facility 1 to Customer 7: 353.05
Facility 1 to Customer 8: 525.92
Facility 1 to Customer 9: 304.95
Facility 1 to Customer 10: 243.21
Facility 1 to Customer 11: 193.21
Facility 1 to Customer 12: 227.27
Facility 1 to Customer 13: 554.11
Facility 1 to Customer 14: 370.01
Facility 1 to Customer 15: 307.79
Facility 1 to Customer 16: 324.52
Facility 1 to Customer 17: 368.08
Facility 1 to Customer 18: 292.67
Facility 1 to Customer 19: 388.21
Facility 1 to Customer 20: 115.02
Facility 1 to Customer 21: 193.10
Facility 1 to Customer 22: 145.67
Facility 1 to Customer 23: 407.89
Facility 1 to Customer 24: 338.54
Facility 1 to Customer 25: 151.92
Facility 1 to Customer 26: 455.71
Facility 1 to Customer 27: 599.46
Facility 1 to Customer 28: 245.51
Facility 1 to Customer 29: 166.21
Facility 1 to Customer 30: 304.53
Facility 1 to Customer 31: 547.64
Facility 1 to Customer 32: 283.78
Facility 1 to Customer 33: 90.08
Facility 1 to Customer 34: 649.83
Facility 2 to Customer 0: 64.94
Facility 2 to Customer 1: 662.76
Facility 2 to Customer 2: 1102.45
Facility 2 to Customer 3: 888.38
