Facility Location Problem Instance
Number of facilities: 20
Number of customers: 35
Grid size: 900x900
Facilities coordinates (x, y):
850, 290
1, 682
629, 115
529, 110
243, 475
171, 397
660, 557
888, 84
642, 709
640, 513
182, 592
661, 534
365, 290
613, 595
7, 168
523, 392
403, 854
127, 830
506, 779
574, 482
Customers coordinates (x, y):
582, 106
302, 760
562, 676
751, 851
244, 546
128, 115
819, 193
391, 112
641, 473
474, 886
659, 843
263, 571
460, 479
129, 37
285, 299
351, 847
599, 688
13, 898
64, 399
813, 621
813, 55
286, 790
535, 482
841, 891
526, 466
798, 364
887, 656
19, 625
65, 82
279, 731
273, 580
604, 594
511, 11
733, 407
238, 630
Distances between facilities and customers:
Facility 0 to Customer 0: 325.08
Facility 0 to Customer 1: 721.94
Facility 0 to Customer 2: 481.60
Facility 0 to Customer 3: 569.67
Facility 0 to Customer 4: 657.85
Facility 0 to Customer 5: 742.91
Facility 0 to Customer 6: 101.83
Facility 0 to Customer 7: 492.31
Facility 0 to Customer 8: 277.79
Facility 0 to Customer 9: 704.69
Facility 0 to Customer 10: 585.06
Facility 0 to Customer 11: 650.79
Facility 0 to Customer 12: 433.38
Facility 0 to Customer 13: 764.10
Facility 0 to Customer 14: 565.07
Facility 0 to Customer 15: 747.83
Facility 0 to Customer 16: 470.54
Facility 0 to Customer 17: 1034.52
Facility 0 to Customer 18: 793.52
Facility 0 to Customer 19: 333.06
Facility 0 to Customer 20: 237.89
Facility 0 to Customer 21: 753.72
Facility 0 to Customer 22: 368.90
Facility 0 to Customer 23: 601.07
Facility 0 to Customer 24: 368.72
Facility 0 to Customer 25: 90.44
Facility 0 to Customer 26: 367.87
Facility 0 to Customer 27: 895.98
Facility 0 to Customer 28: 812.09
Facility 0 to Customer 29: 721.47
Facility 0 to Customer 30: 645.78
Facility 0 to Customer 31: 391.07
Facility 0 to Customer 32: 439.05
Facility 0 to Customer 33: 165.46
Facility 0 to Customer 34: 700.10
Facility 1 to Customer 0: 818.13
Facility 1 to Customer 1: 310.94
Facility 1 to Customer 2: 561.03
Facility 1 to Customer 3: 768.80
Facility 1 to Customer 4: 278.47
Facility 1 to Customer 5: 581.05
Facility 1 to Customer 6: 953.02
Facility 1 to Customer 7: 690.65
Facility 1 to Customer 8: 673.26
Facility 1 to Customer 9: 515.12
Facility 1 to Customer 10: 677.41
Facility 1 to Customer 11: 284.54
Facility 1 to Customer 12: 501.89
Facility 1 to Customer 13: 657.58
Facility 1 to Customer 14: 476.81
Facility 1 to Customer 15: 386.94
Facility 1 to Customer 16: 598.03
Facility 1 to Customer 17: 216.33
Facility 1 to Customer 18: 289.93
Facility 1 to Customer 19: 814.29
Facility 1 to Customer 20: 1025.90
Facility 1 to Customer 21: 304.78
Facility 1 to Customer 22: 570.22
Facility 1 to Customer 23: 865.61
Facility 1 to Customer 24: 567.70
Facility 1 to Customer 25: 858.10
Facility 1 to Customer 26: 886.38
Facility 1 to Customer 27: 59.77
Facility 1 to Customer 28: 603.40
Facility 1 to Customer 29: 282.29
Facility 1 to Customer 30: 290.50
Facility 1 to Customer 31: 609.39
Facility 1 to Customer 32: 842.82
Facility 1 to Customer 33: 781.95
Facility 1 to Customer 34: 242.64
Facility 2 to Customer 0: 47.85
Facility 2 to Customer 1: 723.16
Facility 2 to Customer 2: 564.99
Facility 2 to Customer 3: 746.04
Facility 2 to Customer 4: 577.92
Facility 2 to Customer 5: 501.00
Facility 2 to Customer 6: 205.39
Facility 2 to Customer 7: 238.02
Facility 2 to Customer 8: 358.20
Facility 2 to Customer 9: 786.43
Facility 2 to Customer 10: 728.62
Facility 2 to Customer 11: 584.72
Facility 2 to Customer 12: 401.32
Facility 2 to Customer 13: 506.05
Facility 2 to Customer 14: 390.12
Facility 2 to Customer 15: 783.01
Facility 2 to Customer 16: 573.78
Facility 2 to Customer 17: 996.27
Facility 2 to Customer 18: 632.36
Facility 2 to Customer 19: 538.42
Facility 2 to Customer 20: 193.54
Facility 2 to Customer 21: 757.15
Facility 2 to Customer 22: 378.85
Facility 2 to Customer 23: 804.44
Facility 2 to Customer 24: 365.80
Facility 2 to Customer 25: 300.94
Facility 2 to Customer 26: 599.37
Facility 2 to Customer 27: 795.11
Facility 2 to Customer 28: 564.96
Facility 2 to Customer 29: 708.49
Facility 2 to Customer 30: 585.63
Facility 2 to Customer 31: 479.65
Facility 2 to Customer 32: 157.29
Facility 2 to Customer 33: 309.97
Facility 2 to Customer 34: 646.61
Facility 3 to Customer 0: 53.15
Facility 3 to Customer 1: 688.50
Facility 3 to Customer 2: 566.96
Facility 3 to Customer 3: 773.54
Facility 3 to Customer 4: 520.88
Facility 3 to Customer 5: 401.03
Facility 3 to Customer 6: 301.64
Facility 3 to Customer 7: 138.01
Facility 3 to Customer 8: 379.89
Facility 3 to Customer 9: 777.95
Facility 3 to Customer 10: 744.44
Facility 3 to Customer 11: 532.24
Facility 3 to Customer 12: 375.40
Facility 3 to Customer 13: 406.61
Facility 3 to Customer 14: 308.64
Facility 3 to Customer 15: 758.19
Facility 3 to Customer 16: 582.22
Facility 3 to Customer 17: 941.91
Facility 3 to Customer 18: 547.49
Facility 3 to Customer 19: 584.62
Facility 3 to Customer 20: 289.28
