Facility Location Problem Instance
Number of facilities: 20
Number of customers: 25
Grid size: 80x80
Facilities coordinates (x, y):
75, 15
2, 72
34, 16
19, 35
23, 61
41, 79
68, 68
1, 5
8, 12
63, 8
38, 28
67, 26
39, 23
61, 6
64, 57
42, 60
36, 39
30, 27
40, 38
27, 79
Customers coordinates (x, y):
7, 1
15, 77
39, 21
69, 15
55, 36
63, 42
10, 8
41, 5
26, 17
77, 76
3, 58
8, 44
56, 30
27, 56
60, 34
45, 52
21, 44
67, 15
21, 35
61, 53
62, 24
21, 38
15, 15
77, 16
5, 20
Distances between facilities and customers:
Facility 0 to Customer 0: 69.43
Facility 0 to Customer 1: 86.28
Facility 0 to Customer 2: 36.50
Facility 0 to Customer 3: 6.00
Facility 0 to Customer 4: 29.00
Facility 0 to Customer 5: 29.55
Facility 0 to Customer 6: 65.38
Facility 0 to Customer 7: 35.44
Facility 0 to Customer 8: 49.04
Facility 0 to Customer 9: 61.03
Facility 0 to Customer 10: 83.86
Facility 0 to Customer 11: 73.01
Facility 0 to Customer 12: 24.21
Facility 0 to Customer 13: 63.13
Facility 0 to Customer 14: 24.21
Facility 0 to Customer 15: 47.63
Facility 0 to Customer 16: 61.29
Facility 0 to Customer 17: 8.00
Facility 0 to Customer 18: 57.58
Facility 0 to Customer 19: 40.50
Facility 0 to Customer 20: 15.81
Facility 0 to Customer 21: 58.69
Facility 0 to Customer 22: 60.00
Facility 0 to Customer 23: 2.24
Facility 0 to Customer 24: 70.18
Facility 1 to Customer 0: 71.18
Facility 1 to Customer 1: 13.93
Facility 1 to Customer 2: 63.01
Facility 1 to Customer 3: 87.97
Facility 1 to Customer 4: 64.07
Facility 1 to Customer 5: 67.98
Facility 1 to Customer 6: 64.50
Facility 1 to Customer 7: 77.52
Facility 1 to Customer 8: 60.01
Facility 1 to Customer 9: 75.11
Facility 1 to Customer 10: 14.04
Facility 1 to Customer 11: 28.64
Facility 1 to Customer 12: 68.41
Facility 1 to Customer 13: 29.68
Facility 1 to Customer 14: 69.34
Facility 1 to Customer 15: 47.42
Facility 1 to Customer 16: 33.84
Facility 1 to Customer 17: 86.45
Facility 1 to Customer 18: 41.59
Facility 1 to Customer 19: 61.98
Facility 1 to Customer 20: 76.84
Facility 1 to Customer 21: 38.95
Facility 1 to Customer 22: 58.46
Facility 1 to Customer 23: 93.60
Facility 1 to Customer 24: 52.09
Facility 2 to Customer 0: 30.89
Facility 2 to Customer 1: 63.89
Facility 2 to Customer 2: 7.07
Facility 2 to Customer 3: 35.01
Facility 2 to Customer 4: 29.00
Facility 2 to Customer 5: 38.95
Facility 2 to Customer 6: 25.30
Facility 2 to Customer 7: 13.04
Facility 2 to Customer 8: 8.06
Facility 2 to Customer 9: 73.82
Facility 2 to Customer 10: 52.20
Facility 2 to Customer 11: 38.21
Facility 2 to Customer 12: 26.08
Facility 2 to Customer 13: 40.61
Facility 2 to Customer 14: 31.62
Facility 2 to Customer 15: 37.64
Facility 2 to Customer 16: 30.87
Facility 2 to Customer 17: 33.02
Facility 2 to Customer 18: 23.02
Facility 2 to Customer 19: 45.80
Facility 2 to Customer 20: 29.12
Facility 2 to Customer 21: 25.55
Facility 2 to Customer 22: 19.03
Facility 2 to Customer 23: 43.00
Facility 2 to Customer 24: 29.27
Facility 3 to Customer 0: 36.06
Facility 3 to Customer 1: 42.19
Facility 3 to Customer 2: 24.41
Facility 3 to Customer 3: 53.85
Facility 3 to Customer 4: 36.01
Facility 3 to Customer 5: 44.55
Facility 3 to Customer 6: 28.46
Facility 3 to Customer 7: 37.20
Facility 3 to Customer 8: 19.31
Facility 3 to Customer 9: 71.03
Facility 3 to Customer 10: 28.02
Facility 3 to Customer 11: 14.21
Facility 3 to Customer 12: 37.34
Facility 3 to Customer 13: 22.47
Facility 3 to Customer 14: 41.01
Facility 3 to Customer 15: 31.06
Facility 3 to Customer 16: 9.22
Facility 3 to Customer 17: 52.00
Facility 3 to Customer 18: 2.00
Facility 3 to Customer 19: 45.69
Facility 3 to Customer 20: 44.38
Facility 3 to Customer 21: 3.61
Facility 3 to Customer 22: 20.40
Facility 3 to Customer 23: 61.03
Facility 3 to Customer 24: 20.52
Facility 4 to Customer 0: 62.10
Facility 4 to Customer 1: 17.89
Facility 4 to Customer 2: 43.08
Facility 4 to Customer 3: 65.05
Facility 4 to Customer 4: 40.61
Facility 4 to Customer 5: 44.28
Facility 4 to Customer 6: 54.57
Facility 4 to Customer 7: 58.82
Facility 4 to Customer 8: 44.10
Facility 4 to Customer 9: 56.04
Facility 4 to Customer 10: 20.22
Facility 4 to Customer 11: 22.67
Facility 4 to Customer 12: 45.28
Facility 4 to Customer 13: 6.40
Facility 4 to Customer 14: 45.80
Facility 4 to Customer 15: 23.77
Facility 4 to Customer 16: 17.12
Facility 4 to Customer 17: 63.66
Facility 4 to Customer 18: 26.08
Facility 4 to Customer 19: 38.83
Facility 4 to Customer 20: 53.76
Facility 4 to Customer 21: 23.09
Facility 4 to Customer 22: 46.69
Facility 4 to Customer 23: 70.29
Facility 4 to Customer 24: 44.78
Facility 5 to Customer 0: 85.09
Facility 5 to Customer 1: 26.08
Facility 5 to Customer 2: 58.03
Facility 5 to Customer 3: 69.86
Facility 5 to Customer 4: 45.22
Facility 5 to Customer 5: 43.05
Facility 5 to Customer 6: 77.47
Facility 5 to Customer 7: 74.00
Facility 5 to Customer 8: 63.79
Facility 5 to Customer 9: 36.12
Facility 5 to Customer 10: 43.42
Facility 5 to Customer 11: 48.10
Facility 5 to Customer 12: 51.24
Facility 5 to Customer 13: 26.93
Facility 5 to Customer 14: 48.85
Facility 5 to Customer 15: 27.29
Facility 5 to Customer 16: 40.31
Facility 5 to Customer 17: 69.08
Facility 5 to Customer 18: 48.33
Facility 5 to Customer 19: 32.80
Facility 5 to Customer 20: 58.87
Facility 5 to Customer 21: 45.62
