Facility Location Problem Instance
Number of facilities: 12
Number of customers: 18
Grid size: 400x400
Facilities coordinates (x, y):
347, 306
26, 323
331, 171
33, 168
48, 285
347, 197
145, 129
370, 336
308, 76
170, 41
298, 339
72, 179
Customers coordinates (x, y):
158, 335
357, 339
200, 66
304, 362
43, 158
286, 192
329, 168
65, 343
359, 378
350, 269
47, 330
343, 216
260, 185
9, 185
158, 92
109, 174
392, 248
98, 115
Distances between facilities and customers:
Facility 0 to Customer 0: 191.21
Facility 0 to Customer 1: 34.48
Facility 0 to Customer 2: 281.44
Facility 0 to Customer 3: 70.60
Facility 0 to Customer 4: 338.11
Facility 0 to Customer 5: 129.29
Facility 0 to Customer 6: 139.17
Facility 0 to Customer 7: 284.42
Facility 0 to Customer 8: 72.99
Facility 0 to Customer 9: 37.12
Facility 0 to Customer 10: 300.96
Facility 0 to Customer 11: 90.09
Facility 0 to Customer 12: 149.03
Facility 0 to Customer 13: 359.01
Facility 0 to Customer 14: 285.51
Facility 0 to Customer 15: 272.15
Facility 0 to Customer 16: 73.41
Facility 0 to Customer 17: 313.82
Facility 1 to Customer 0: 132.54
Facility 1 to Customer 1: 331.39
Facility 1 to Customer 2: 310.36
Facility 1 to Customer 3: 280.72
Facility 1 to Customer 4: 165.87
Facility 1 to Customer 5: 291.14
Facility 1 to Customer 6: 340.34
Facility 1 to Customer 7: 43.83
Facility 1 to Customer 8: 337.51
Facility 1 to Customer 9: 328.47
Facility 1 to Customer 10: 22.14
Facility 1 to Customer 11: 334.57
Facility 1 to Customer 12: 271.66
Facility 1 to Customer 13: 139.04
Facility 1 to Customer 14: 266.05
Facility 1 to Customer 15: 170.56
Facility 1 to Customer 16: 373.61
Facility 1 to Customer 17: 220.11
Facility 2 to Customer 0: 238.38
Facility 2 to Customer 1: 170.00
Facility 2 to Customer 2: 167.89
Facility 2 to Customer 3: 192.90
Facility 2 to Customer 4: 288.29
Facility 2 to Customer 5: 49.66
Facility 2 to Customer 6: 3.61
Facility 2 to Customer 7: 316.76
Facility 2 to Customer 8: 208.89
Facility 2 to Customer 9: 99.82
Facility 2 to Customer 10: 325.48
Facility 2 to Customer 11: 46.57
Facility 2 to Customer 12: 72.37
Facility 2 to Customer 13: 322.30
Facility 2 to Customer 14: 190.18
Facility 2 to Customer 15: 222.02
Facility 2 to Customer 16: 98.23
Facility 2 to Customer 17: 239.64
Facility 3 to Customer 0: 208.60
Facility 3 to Customer 1: 366.36
Facility 3 to Customer 2: 195.69
Facility 3 to Customer 3: 333.28
Facility 3 to Customer 4: 14.14
Facility 3 to Customer 5: 254.14
Facility 3 to Customer 6: 296.00
Facility 3 to Customer 7: 177.90
Facility 3 to Customer 8: 387.78
Facility 3 to Customer 9: 332.70
Facility 3 to Customer 10: 162.60
Facility 3 to Customer 11: 313.69
Facility 3 to Customer 12: 227.64
Facility 3 to Customer 13: 29.41
Facility 3 to Customer 14: 146.29
Facility 3 to Customer 15: 76.24
Facility 3 to Customer 16: 367.81
Facility 3 to Customer 17: 83.87
Facility 4 to Customer 0: 120.83
Facility 4 to Customer 1: 313.68
Facility 4 to Customer 2: 266.58
Facility 4 to Customer 3: 267.33
Facility 4 to Customer 4: 127.10
Facility 4 to Customer 5: 255.52
Facility 4 to Customer 6: 304.38
Facility 4 to Customer 7: 60.44
Facility 4 to Customer 8: 324.61
Facility 4 to Customer 9: 302.42
Facility 4 to Customer 10: 45.01
Facility 4 to Customer 11: 302.96
Facility 4 to Customer 12: 234.40
Facility 4 to Customer 13: 107.34
Facility 4 to Customer 14: 222.15
Facility 4 to Customer 15: 126.66
Facility 4 to Customer 16: 345.98
Facility 4 to Customer 17: 177.20
Facility 5 to Customer 0: 234.02
Facility 5 to Customer 1: 142.35
Facility 5 to Customer 2: 196.90
Facility 5 to Customer 3: 170.51
Facility 5 to Customer 4: 306.49
Facility 5 to Customer 5: 61.20
Facility 5 to Customer 6: 34.13
Facility 5 to Customer 7: 317.55
Facility 5 to Customer 8: 181.40
Facility 5 to Customer 9: 72.06
Facility 5 to Customer 10: 328.16
Facility 5 to Customer 11: 19.42
Facility 5 to Customer 12: 87.82
Facility 5 to Customer 13: 338.21
Facility 5 to Customer 14: 216.21
Facility 5 to Customer 15: 239.11
Facility 5 to Customer 16: 68.01
Facility 5 to Customer 17: 262.15
Facility 6 to Customer 0: 206.41
Facility 6 to Customer 1: 298.40
Facility 6 to Customer 2: 83.63
Facility 6 to Customer 3: 282.08
Facility 6 to Customer 4: 106.04
Facility 6 to Customer 5: 154.43
Facility 6 to Customer 6: 188.09
Facility 6 to Customer 7: 228.46
Facility 6 to Customer 8: 328.32
Facility 6 to Customer 9: 248.24
Facility 6 to Customer 10: 223.62
Facility 6 to Customer 11: 216.27
Facility 6 to Customer 12: 127.91
Facility 6 to Customer 13: 147.08
Facility 6 to Customer 14: 39.22
Facility 6 to Customer 15: 57.63
Facility 6 to Customer 16: 274.17
Facility 6 to Customer 17: 49.04
Facility 7 to Customer 0: 212.00
Facility 7 to Customer 1: 13.34
Facility 7 to Customer 2: 319.06
Facility 7 to Customer 3: 70.94
Facility 7 to Customer 4: 372.31
Facility 7 to Customer 5: 166.71
Facility 7 to Customer 6: 172.93
Facility 7 to Customer 7: 305.08
Facility 7 to Customer 8: 43.42
Facility 7 to Customer 9: 69.92
Facility 7 to Customer 10: 323.06
Facility 7 to Customer 11: 123.00
Facility 7 to Customer 12: 186.82
Facility 7 to Customer 13: 391.31
Facility 7 to Customer 14: 323.23
Facility 7 to Customer 15: 307.19
Facility 7 to Customer 16: 90.71
Facility 7 to Customer 17: 350.46
Facility 8 to Customer 0: 299.30
Facility 8 to Customer 1: 267.53
Facility 8 to Customer 2: 108.46
Facility 8 to Customer 3: 286.03
Facility 8 to Customer 4: 277.40
Facility 8 to Customer 5: 118.07
Facility 8 to Customer 6: 94.37
Facility 8 to Customer 7: 361.02
Facility 8 to Customer 8: 306.28
Facility 8 to Customer 9: 197.52
Facility 8 to Customer 10: 364.19
Facility 8 to Customer 11: 144.31
Facility 8 to Customer 12: 119.10
Facility 8 to Customer 13: 318.25
Facility 8 to Customer 14: 150.85
Facility 8 to Customer 15: 221.82
Facility 8 to Customer 16: 191.42
Facility 8 to Customer 17: 213.59
Facility 9 to Customer 0: 294.24
Facility 9 to Customer 1: 351.81
Facility 9 to Customer 2: 39.05
Facility 9 to Customer 3: 347.85
Facility 9 to Customer 4: 172.68
Facility 9 to Customer 5: 190.41
Facility 9 to Customer 6: 203.49
Facility 9 to Customer 7: 319.73
Facility 9 to Customer 8: 386.38
Facility 9 to Customer 9: 290.49
Facility 9 to Customer 10: 314.09
Facility 9 to Customer 11: 246.08
Facility 9 to Customer 12: 169.81
Facility 9 to Customer 13: 216.00
Facility 9 to Customer 14: 52.39
Facility 9 to Customer 15: 146.32
Facility 9 to Customer 16: 303.53
Facility 9 to Customer 17: 103.25
Facility 10 to Customer 0: 140.06
Facility 10 to Customer 1: 59.00
Facility 10 to Customer 2: 290.06
Facility 10 to Customer 3: 23.77
Facility 10 to Customer 4: 312.71
Facility 10 to Customer 5: 147.49
Facility 10 to Customer 6: 173.79
Facility 10 to Customer 7: 233.03
Facility 10 to Customer 8: 72.40
Facility 10 to Customer 9: 87.20
Facility 10 to Customer 10: 251.16
Facility 10 to Customer 11: 130.97
Facility 10 to Customer 12: 158.62
Facility 10 to Customer 13: 327.47
Facility 10 to Customer 14: 283.92
Facility 10 to Customer 15: 250.89
Facility 10 to Customer 16: 130.83
Facility 10 to Customer 17: 300.29
Facility 11 to Customer 0: 178.13
Facility 11 to Customer 1: 326.84
Facility 11 to Customer 2: 170.74
Facility 11 to Customer 3: 295.49
Facility 11 to Customer 4: 35.81
Facility 11 to Customer 5: 214.39
Facility 11 to Customer 6: 257.24
Facility 11 to Customer 7: 164.15
Facility 11 to Customer 8: 349.24
Facility 11 to Customer 9: 292.21
Facility 11 to Customer 10: 153.06
Facility 11 to Customer 11: 273.51
Facility 11 to Customer 12: 188.10
Facility 11 to Customer 13: 63.29
Facility 11 to Customer 14: 122.33
Facility 11 to Customer 15: 37.34
Facility 11 to Customer 16: 327.35
Facility 11 to Customer 17: 69.08
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 11
Facility 0 to Customer 1: 30
Facility 0 to Customer 2: 30
Facility 0 to Customer 3: 23
Facility 0 to Customer 4: 13
Facility 0 to Customer 5: 24
Facility 0 to Customer 6: 20
Facility 0 to Customer 7: 21
Facility 0 to Customer 8: 26
Facility 0 to Customer 9: 17
Facility 0 to Customer 10: 16
Facility 0 to Customer 11: 14
Facility 0 to Customer 12: 5
Facility 0 to Customer 13: 36
Facility 0 to Customer 14: 34
Facility 0 to Customer 15: 12
Facility 0 to Customer 16: 25
Facility 0 to Customer 17: 26
Facility 1 to Customer 0: 22
Facility 1 to Customer 1: 6
Facility 1 to Customer 2: 13
Facility 1 to Customer 3: 7
Facility 1 to Customer 4: 30
Facility 1 to Customer 5: 25
Facility 1 to Customer 6: 34
Facility 1 to Customer 7: 32
Facility 1 to Customer 8: 30
Facility 1 to Customer 9: 38
Facility 1 to Customer 10: 12
Facility 1 to Customer 11: 14
Facility 1 to Customer 12: 18
Facility 1 to Customer 13: 19
Facility 1 to Customer 14: 21
Facility 1 to Customer 15: 22
Facility 1 to Customer 16: 36
Facility 1 to Customer 17: 27
Facility 2 to Customer 0: 27
Facility 2 to Customer 1: 39
Facility 2 to Customer 2: 19
Facility 2 to Customer 3: 28
Facility 2 to Customer 4: 32
Facility 2 to Customer 5: 20
