Facility Location Problem Instance
Number of facilities: 40
Number of customers: 30
Grid size: 20x20
Facilities coordinates (x, y):
0, 18
9, 0
4, 5
7, 1
4, 7
2, 3
2, 15
0, 11
9, 4
18, 0
13, 0
0, 6
3, 4
1, 0
17, 0
14, 5
3, 13
10, 4
4, 12
6, 12
15, 19
10, 15
13, 14
9, 19
8, 4
8, 9
2, 11
12, 9
18, 5
2, 6
14, 16
16, 2
14, 19
6, 2
7, 0
17, 10
15, 17
13, 15
9, 12
19, 19
Customers coordinates (x, y):
11, 18
0, 12
11, 4
3, 16
11, 5
17, 3
10, 18
10, 9
10, 14
15, 9
4, 16
5, 8
5, 14
9, 9
4, 14
4, 12
1, 3
19, 3
17, 12
11, 5
19, 3
17, 4
6, 15
19, 10
5, 5
3, 17
1, 11
16, 8
12, 18
4, 16
Distances between facilities and customers:
Facility 0 to Customer 0: 11.00
Facility 0 to Customer 1: 6.00
Facility 0 to Customer 2: 17.80
Facility 0 to Customer 3: 3.61
Facility 0 to Customer 4: 17.03
Facility 0 to Customer 5: 22.67
Facility 0 to Customer 6: 10.00
Facility 0 to Customer 7: 13.45
Facility 0 to Customer 8: 10.77
Facility 0 to Customer 9: 17.49
Facility 0 to Customer 10: 4.47
Facility 0 to Customer 11: 11.18
Facility 0 to Customer 12: 6.40
Facility 0 to Customer 13: 12.73
Facility 0 to Customer 14: 5.66
Facility 0 to Customer 15: 7.21
Facility 0 to Customer 16: 15.03
Facility 0 to Customer 17: 24.21
Facility 0 to Customer 18: 18.03
Facility 0 to Customer 19: 17.03
Facility 0 to Customer 20: 24.21
Facility 0 to Customer 21: 22.02
Facility 0 to Customer 22: 6.71
Facility 0 to Customer 23: 20.62
Facility 0 to Customer 24: 13.93
Facility 0 to Customer 25: 3.16
Facility 0 to Customer 26: 7.07
Facility 0 to Customer 27: 18.87
Facility 0 to Customer 28: 12.00
Facility 0 to Customer 29: 4.47
Facility 1 to Customer 0: 18.11
Facility 1 to Customer 1: 15.00
Facility 1 to Customer 2: 4.47
Facility 1 to Customer 3: 17.09
Facility 1 to Customer 4: 5.39
Facility 1 to Customer 5: 8.54
Facility 1 to Customer 6: 18.03
Facility 1 to Customer 7: 9.06
Facility 1 to Customer 8: 14.04
Facility 1 to Customer 9: 10.82
Facility 1 to Customer 10: 16.76
Facility 1 to Customer 11: 8.94
Facility 1 to Customer 12: 14.56
Facility 1 to Customer 13: 9.00
Facility 1 to Customer 14: 14.87
Facility 1 to Customer 15: 13.00
Facility 1 to Customer 16: 8.54
Facility 1 to Customer 17: 10.44
Facility 1 to Customer 18: 14.42
Facility 1 to Customer 19: 5.39
Facility 1 to Customer 20: 10.44
Facility 1 to Customer 21: 8.94
Facility 1 to Customer 22: 15.30
Facility 1 to Customer 23: 14.14
Facility 1 to Customer 24: 6.40
Facility 1 to Customer 25: 18.03
Facility 1 to Customer 26: 13.60
Facility 1 to Customer 27: 10.63
Facility 1 to Customer 28: 18.25
Facility 1 to Customer 29: 16.76
Facility 2 to Customer 0: 14.76
Facility 2 to Customer 1: 8.06
Facility 2 to Customer 2: 7.07
Facility 2 to Customer 3: 11.05
Facility 2 to Customer 4: 7.00
Facility 2 to Customer 5: 13.15
Facility 2 to Customer 6: 14.32
Facility 2 to Customer 7: 7.21
Facility 2 to Customer 8: 10.82
Facility 2 to Customer 9: 11.70
Facility 2 to Customer 10: 11.00
Facility 2 to Customer 11: 3.16
Facility 2 to Customer 12: 9.06
Facility 2 to Customer 13: 6.40
Facility 2 to Customer 14: 9.00
Facility 2 to Customer 15: 7.00
Facility 2 to Customer 16: 3.61
Facility 2 to Customer 17: 15.13
Facility 2 to Customer 18: 14.76
Facility 2 to Customer 19: 7.00
Facility 2 to Customer 20: 15.13
Facility 2 to Customer 21: 13.04
Facility 2 to Customer 22: 10.20
Facility 2 to Customer 23: 15.81
Facility 2 to Customer 24: 1.00
Facility 2 to Customer 25: 12.04
Facility 2 to Customer 26: 6.71
Facility 2 to Customer 27: 12.37
Facility 2 to Customer 28: 15.26
Facility 2 to Customer 29: 11.00
Facility 3 to Customer 0: 17.46
Facility 3 to Customer 1: 13.04
Facility 3 to Customer 2: 5.00
Facility 3 to Customer 3: 15.52
Facility 3 to Customer 4: 5.66
Facility 3 to Customer 5: 10.20
Facility 3 to Customer 6: 17.26
Facility 3 to Customer 7: 8.54
Facility 3 to Customer 8: 13.34
Facility 3 to Customer 9: 11.31
Facility 3 to Customer 10: 15.30
Facility 3 to Customer 11: 7.28
Facility 3 to Customer 12: 13.15
Facility 3 to Customer 13: 8.25
Facility 3 to Customer 14: 13.34
Facility 3 to Customer 15: 11.40
Facility 3 to Customer 16: 6.32
Facility 3 to Customer 17: 12.17
Facility 3 to Customer 18: 14.87
Facility 3 to Customer 19: 5.66
Facility 3 to Customer 20: 12.17
Facility 3 to Customer 21: 10.44
Facility 3 to Customer 22: 14.04
Facility 3 to Customer 23: 15.00
Facility 3 to Customer 24: 4.47
Facility 3 to Customer 25: 16.49
Facility 3 to Customer 26: 11.66
Facility 3 to Customer 27: 11.40
Facility 3 to Customer 28: 17.72
Facility 3 to Customer 29: 15.30
Facility 4 to Customer 0: 13.04
Facility 4 to Customer 1: 6.40
Facility 4 to Customer 2: 7.62
Facility 4 to Customer 3: 9.06
Facility 4 to Customer 4: 7.28
Facility 4 to Customer 5: 13.60
Facility 4 to Customer 6: 12.53
Facility 4 to Customer 7: 6.32
Facility 4 to Customer 8: 9.22
Facility 4 to Customer 9: 11.18
Facility 4 to Customer 10: 9.00
Facility 4 to Customer 11: 1.41
Facility 4 to Customer 12: 7.07
