Facility Location Problem Instance
Number of facilities: 40
Number of customers: 30
Grid size: 20x20
Facilities coordinates (x, y):
13, 2
10, 1
9, 11
3, 18
9, 8
6, 18
15, 14
19, 0
10, 5
14, 13
13, 14
18, 16
3, 19
5, 13
16, 5
7, 7
12, 7
4, 14
3, 19
7, 2
3, 4
0, 10
1, 2
18, 0
3, 18
1, 19
4, 6
5, 1
6, 18
5, 18
1, 14
8, 6
4, 7
5, 0
18, 14
16, 15
5, 19
4, 12
5, 3
11, 9
Customers coordinates (x, y):
2, 2
2, 7
19, 7
11, 10
1, 0
3, 14
8, 4
19, 10
18, 17
4, 15
4, 10
5, 11
16, 4
12, 19
12, 19
9, 10
19, 15
13, 13
4, 17
0, 13
18, 16
0, 2
6, 16
12, 15
13, 9
5, 2
9, 11
10, 13
14, 8
12, 3
Distances between facilities and customers:
Facility 0 to Customer 0: 11.00
Facility 0 to Customer 1: 12.08
Facility 0 to Customer 2: 7.81
Facility 0 to Customer 3: 8.25
Facility 0 to Customer 4: 12.17
Facility 0 to Customer 5: 15.62
Facility 0 to Customer 6: 5.39
Facility 0 to Customer 7: 10.00
Facility 0 to Customer 8: 15.81
Facility 0 to Customer 9: 15.81
Facility 0 to Customer 10: 12.04
Facility 0 to Customer 11: 12.04
Facility 0 to Customer 12: 3.61
Facility 0 to Customer 13: 17.03
Facility 0 to Customer 14: 17.03
Facility 0 to Customer 15: 8.94
Facility 0 to Customer 16: 14.32
Facility 0 to Customer 17: 11.00
Facility 0 to Customer 18: 17.49
Facility 0 to Customer 19: 17.03
Facility 0 to Customer 20: 14.87
Facility 0 to Customer 21: 13.00
Facility 0 to Customer 22: 15.65
Facility 0 to Customer 23: 13.04
Facility 0 to Customer 24: 7.00
Facility 0 to Customer 25: 8.00
Facility 0 to Customer 26: 9.85
Facility 0 to Customer 27: 11.40
Facility 0 to Customer 28: 6.08
Facility 0 to Customer 29: 1.41
Facility 1 to Customer 0: 8.06
Facility 1 to Customer 1: 10.00
Facility 1 to Customer 2: 10.82
Facility 1 to Customer 3: 9.06
Facility 1 to Customer 4: 9.06
Facility 1 to Customer 5: 14.76
Facility 1 to Customer 6: 3.61
Facility 1 to Customer 7: 12.73
Facility 1 to Customer 8: 17.89
Facility 1 to Customer 9: 15.23
Facility 1 to Customer 10: 10.82
Facility 1 to Customer 11: 11.18
Facility 1 to Customer 12: 6.71
Facility 1 to Customer 13: 18.11
Facility 1 to Customer 14: 18.11
Facility 1 to Customer 15: 9.06
Facility 1 to Customer 16: 16.64
Facility 1 to Customer 17: 12.37
Facility 1 to Customer 18: 17.09
Facility 1 to Customer 19: 15.62
Facility 1 to Customer 20: 17.00
Facility 1 to Customer 21: 10.05
Facility 1 to Customer 22: 15.52
Facility 1 to Customer 23: 14.14
Facility 1 to Customer 24: 8.54
Facility 1 to Customer 25: 5.10
Facility 1 to Customer 26: 10.05
Facility 1 to Customer 27: 12.00
Facility 1 to Customer 28: 8.06
Facility 1 to Customer 29: 2.83
Facility 2 to Customer 0: 11.40
Facility 2 to Customer 1: 8.06
Facility 2 to Customer 2: 10.77
Facility 2 to Customer 3: 2.24
Facility 2 to Customer 4: 13.60
Facility 2 to Customer 5: 6.71
Facility 2 to Customer 6: 7.07
Facility 2 to Customer 7: 10.05
Facility 2 to Customer 8: 10.82
Facility 2 to Customer 9: 6.40
Facility 2 to Customer 10: 5.10
Facility 2 to Customer 11: 4.00
Facility 2 to Customer 12: 9.90
Facility 2 to Customer 13: 8.54
Facility 2 to Customer 14: 8.54
Facility 2 to Customer 15: 1.00
Facility 2 to Customer 16: 10.77
Facility 2 to Customer 17: 4.47
