Facility Location Problem Instance
Number of facilities: 40
Number of customers: 30
Grid size: 20x20
Facilities coordinates (x, y):
12, 17
12, 1
8, 19
0, 10
14, 8
13, 0
11, 16
5, 7
18, 10
19, 16
16, 19
5, 19
1, 9
13, 15
6, 19
18, 7
7, 18
2, 14
0, 1
3, 10
4, 6
2, 1
9, 17
3, 0
13, 16
0, 3
0, 17
15, 0
7, 17
1, 15
4, 7
9, 6
6, 1
7, 12
5, 0
11, 16
5, 12
2, 12
12, 14
17, 16
Customers coordinates (x, y):
12, 0
2, 18
12, 10
1, 11
19, 11
10, 9
2, 3
18, 19
3, 11
11, 5
3, 7
2, 7
6, 8
17, 13
0, 14
3, 0
8, 3
3, 1
4, 13
12, 12
17, 5
1, 5
8, 18
12, 14
11, 1
3, 15
12, 18
13, 7
2, 0
9, 13
Distances between facilities and customers:
Facility 0 to Customer 0: 17.00
Facility 0 to Customer 1: 10.05
Facility 0 to Customer 2: 7.00
Facility 0 to Customer 3: 12.53
Facility 0 to Customer 4: 9.22
Facility 0 to Customer 5: 8.25
Facility 0 to Customer 6: 17.20
Facility 0 to Customer 7: 6.32
Facility 0 to Customer 8: 10.82
Facility 0 to Customer 9: 12.04
Facility 0 to Customer 10: 13.45
Facility 0 to Customer 11: 14.14
Facility 0 to Customer 12: 10.82
Facility 0 to Customer 13: 6.40
Facility 0 to Customer 14: 12.37
Facility 0 to Customer 15: 19.24
Facility 0 to Customer 16: 14.56
Facility 0 to Customer 17: 18.36
Facility 0 to Customer 18: 8.94
Facility 0 to Customer 19: 5.00
Facility 0 to Customer 20: 13.00
Facility 0 to Customer 21: 16.28
Facility 0 to Customer 22: 4.12
Facility 0 to Customer 23: 3.00
Facility 0 to Customer 24: 16.03
Facility 0 to Customer 25: 9.22
Facility 0 to Customer 26: 1.00
Facility 0 to Customer 27: 10.05
Facility 0 to Customer 28: 19.72
Facility 0 to Customer 29: 5.00
Facility 1 to Customer 0: 1.00
Facility 1 to Customer 1: 19.72
Facility 1 to Customer 2: 9.00
Facility 1 to Customer 3: 14.87
Facility 1 to Customer 4: 12.21
Facility 1 to Customer 5: 8.25
Facility 1 to Customer 6: 10.20
Facility 1 to Customer 7: 18.97
Facility 1 to Customer 8: 13.45
Facility 1 to Customer 9: 4.12
Facility 1 to Customer 10: 10.82
Facility 1 to Customer 11: 11.66
Facility 1 to Customer 12: 9.22
Facility 1 to Customer 13: 13.00
Facility 1 to Customer 14: 17.69
Facility 1 to Customer 15: 9.06
Facility 1 to Customer 16: 4.47
Facility 1 to Customer 17: 9.00
Facility 1 to Customer 18: 14.42
Facility 1 to Customer 19: 11.00
Facility 1 to Customer 20: 6.40
Facility 1 to Customer 21: 11.70
Facility 1 to Customer 22: 17.46
Facility 1 to Customer 23: 13.00
Facility 1 to Customer 24: 1.00
Facility 1 to Customer 25: 16.64
Facility 1 to Customer 26: 17.00
Facility 1 to Customer 27: 6.08
Facility 1 to Customer 28: 10.05
Facility 1 to Customer 29: 12.37
Facility 2 to Customer 0: 19.42
Facility 2 to Customer 1: 6.08
Facility 2 to Customer 2: 9.85
Facility 2 to Customer 3: 10.63
Facility 2 to Customer 4: 13.60
Facility 2 to Customer 5: 10.20
Facility 2 to Customer 6: 17.09
Facility 2 to Customer 7: 10.00
Facility 2 to Customer 8: 9.43
Facility 2 to Customer 9: 14.32
Facility 2 to Customer 10: 13.00
Facility 2 to Customer 11: 13.42
Facility 2 to Customer 12: 11.18
Facility 2 to Customer 13: 10.82
Facility 2 to Customer 14: 9.43
Facility 2 to Customer 15: 19.65
Facility 2 to Customer 16: 16.00
Facility 2 to Customer 17: 18.68
Facility 2 to Customer 18: 7.21
Facility 2 to Customer 19: 8.06
Facility 2 to Customer 20: 16.64
Facility 2 to Customer 21: 15.65
Facility 2 to Customer 22: 1.00
Facility 2 to Customer 23: 6.40
Facility 2 to Customer 24: 18.25
Facility 2 to Customer 25: 6.40
Facility 2 to Customer 26: 4.12
Facility 2 to Customer 27: 13.00
Facility 2 to Customer 28: 19.92
Facility 2 to Customer 29: 6.08
Facility 3 to Customer 0: 15.62
Facility 3 to Customer 1: 8.25
Facility 3 to Customer 2: 12.00
Facility 3 to Customer 3: 1.41
Facility 3 to Customer 4: 19.03
Facility 3 to Customer 5: 10.05
Facility 3 to Customer 6: 7.28
Facility 3 to Customer 7: 20.12
Facility 3 to Customer 8: 3.16
Facility 3 to Customer 9: 12.08
Facility 3 to Customer 10: 4.24
Facility 3 to Customer 11: 3.61
Facility 3 to Customer 12: 6.32
Facility 3 to Customer 13: 17.26
Facility 3 to Customer 14: 4.00
Facility 3 to Customer 15: 10.44
Facility 3 to Customer 16: 10.63
Facility 3 to Customer 17: 9.49
Facility 3 to Customer 18: 5.00
Facility 3 to Customer 19: 12.17
Facility 3 to Customer 20: 17.72
Facility 3 to Customer 21: 5.10
Facility 3 to Customer 22: 11.31
Facility 3 to Customer 23: 12.65
Facility 3 to Customer 24: 14.21
Facility 3 to Customer 25: 5.83
Facility 3 to Customer 26: 14.42
Facility 3 to Customer 27: 13.34
Facility 3 to Customer 28: 10.20
Facility 3 to Customer 29: 9.49
Facility 4 to Customer 0: 8.25
Facility 4 to Customer 1: 15.62
Facility 4 to Customer 2: 2.83
Facility 4 to Customer 3: 13.34
Facility 4 to Customer 4: 5.83
Facility 4 to Customer 5: 4.12
Facility 4 to Customer 6: 13.00
Facility 4 to Customer 7: 11.70
Facility 4 to Customer 8: 11.40
Facility 4 to Customer 9: 4.24
Facility 4 to Customer 10: 11.05
Facility 4 to Customer 11: 12.04
Facility 4 to Customer 12: 8.00
Facility 4 to Customer 13: 5.83
Facility 4 to Customer 14: 15.23
Facility 4 to Customer 15: 13.60
Facility 4 to Customer 16: 7.81
Facility 4 to Customer 17: 13.04
Facility 4 to Customer 18: 11.18
Facility 4 to Customer 19: 4.47
Facility 4 to Customer 20: 4.24
Facility 4 to Customer 21: 13.34
Facility 4 to Customer 22: 11.66
Facility 4 to Customer 23: 6.32
Facility 4 to Customer 24: 7.62
Facility 4 to Customer 25: 13.04
Facility 4 to Customer 26: 10.20
Facility 4 to Customer 27: 1.41
Facility 4 to Customer 28: 14.42
Facility 4 to Customer 29: 7.07
Facility 5 to Customer 0: 1.00
Facility 5 to Customer 1: 21.10
Facility 5 to Customer 2: 10.05
Facility 5 to Customer 3: 16.28
Facility 5 to Customer 4: 12.53
Facility 5 to Customer 5: 9.49
Facility 5 to Customer 6: 11.40
Facility 5 to Customer 7: 19.65
Facility 5 to Customer 8: 14.87
Facility 5 to Customer 9: 5.39
Facility 5 to Customer 10: 12.21
Facility 5 to Customer 11: 13.04
Facility 5 to Customer 12: 10.63
Facility 5 to Customer 13: 13.60
Facility 5 to Customer 14: 19.10
Facility 5 to Customer 15: 10.00
Facility 5 to Customer 16: 5.83
Facility 5 to Customer 17: 10.05
Facility 5 to Customer 18: 15.81
Facility 5 to Customer 19: 12.04
Facility 5 to Customer 20: 6.40
Facility 5 to Customer 21: 13.00
Facility 5 to Customer 22: 18.68
Facility 5 to Customer 23: 14.04
Facility 5 to Customer 24: 2.24
Facility 5 to Customer 25: 18.03
Facility 5 to Customer 26: 18.03
Facility 5 to Customer 27: 7.00
Facility 5 to Customer 28: 11.00
Facility 5 to Customer 29: 13.60
Facility 6 to Customer 0: 16.03
Facility 6 to Customer 1: 9.22
Facility 6 to Customer 2: 6.08
Facility 6 to Customer 3: 11.18
Facility 6 to Customer 4: 9.43
Facility 6 to Customer 5: 7.07
Facility 6 to Customer 6: 15.81
Facility 6 to Customer 7: 7.62
Facility 6 to Customer 8: 9.43
Facility 6 to Customer 9: 11.00
Facility 6 to Customer 10: 12.04
Facility 6 to Customer 11: 12.73
Facility 6 to Customer 12: 9.43
Facility 6 to Customer 13: 6.71
Facility 6 to Customer 14: 11.18
Facility 6 to Customer 15: 17.89
Facility 6 to Customer 16: 13.34
Facility 6 to Customer 17: 17.00
Facility 6 to Customer 18: 7.62
Facility 6 to Customer 19: 4.12
Facility 6 to Customer 20: 12.53
Facility 6 to Customer 21: 14.87
Facility 6 to Customer 22: 3.61
Facility 6 to Customer 23: 2.24
Facility 6 to Customer 24: 15.00
Facility 6 to Customer 25: 8.06
Facility 6 to Customer 26: 2.24
Facility 6 to Customer 27: 9.22
Facility 6 to Customer 28: 18.36
Facility 6 to Customer 29: 3.61
Facility 7 to Customer 0: 9.90
