Facility Location Problem Instance
Number of facilities: 14
Number of customers: 22
Grid size: 600x600
Facilities coordinates (x, y):
339, 579
97, 540
43, 235
216, 580
486, 277
47, 76
287, 556
577, 33
183, 322
16, 212
147, 407
78, 306
166, 577
246, 580
Customers coordinates (x, y):
398, 553
339, 393
143, 80
512, 354
54, 100
447, 237
77, 348
406, 334
30, 279
461, 502
233, 364
566, 384
442, 190
599, 389
87, 302
252, 75
84, 274
157, 389
157, 398
324, 369
109, 93
5, 315
Distances between facilities and customers:
Facility 0 to Customer 0: 64.47
Facility 0 to Customer 1: 186.00
Facility 0 to Customer 2: 536.11
Facility 0 to Customer 3: 283.82
Facility 0 to Customer 4: 557.37
Facility 0 to Customer 5: 358.65
Facility 0 to Customer 6: 349.29
Facility 0 to Customer 7: 254.00
Facility 0 to Customer 8: 430.68
Facility 0 to Customer 9: 144.27
Facility 0 to Customer 10: 239.71
Facility 0 to Customer 11: 299.26
Facility 0 to Customer 12: 402.41
Facility 0 to Customer 13: 322.02
Facility 0 to Customer 14: 374.48
Facility 0 to Customer 15: 511.45
Facility 0 to Customer 16: 397.56
Facility 0 to Customer 17: 263.10
Facility 0 to Customer 18: 256.68
Facility 0 to Customer 19: 210.54
Facility 0 to Customer 20: 537.68
Facility 0 to Customer 21: 425.74
Facility 1 to Customer 0: 301.28
Facility 1 to Customer 1: 283.15
Facility 1 to Customer 2: 462.29
Facility 1 to Customer 3: 454.78
Facility 1 to Customer 4: 442.10
Facility 1 to Customer 5: 462.94
Facility 1 to Customer 6: 193.04
Facility 1 to Customer 7: 371.37
Facility 1 to Customer 8: 269.46
Facility 1 to Customer 9: 365.98
Facility 1 to Customer 10: 222.42
Facility 1 to Customer 11: 494.26
Facility 1 to Customer 12: 491.45
Facility 1 to Customer 13: 524.22
Facility 1 to Customer 14: 238.21
Facility 1 to Customer 15: 490.15
Facility 1 to Customer 16: 266.32
Facility 1 to Customer 17: 162.48
Facility 1 to Customer 18: 154.16
Facility 1 to Customer 19: 284.20
Facility 1 to Customer 20: 447.16
Facility 1 to Customer 21: 243.08
Facility 2 to Customer 0: 476.60
Facility 2 to Customer 1: 335.53
Facility 2 to Customer 2: 184.46
Facility 2 to Customer 3: 483.86
Facility 2 to Customer 4: 135.45
Facility 2 to Customer 5: 404.00
Facility 2 to Customer 6: 118.00
Facility 2 to Customer 7: 376.26
Facility 2 to Customer 8: 45.88
Facility 2 to Customer 9: 496.00
Facility 2 to Customer 10: 229.65
Facility 2 to Customer 11: 543.81
Facility 2 to Customer 12: 401.53
Facility 2 to Customer 13: 576.93
Facility 2 to Customer 14: 80.16
Facility 2 to Customer 15: 263.21
Facility 2 to Customer 16: 56.59
Facility 2 to Customer 17: 191.60
Facility 2 to Customer 18: 198.91
Facility 2 to Customer 19: 311.31
Facility 2 to Customer 20: 156.59
Facility 2 to Customer 21: 88.57
Facility 3 to Customer 0: 183.99
Facility 3 to Customer 1: 223.83
Facility 3 to Customer 2: 505.30
Facility 3 to Customer 3: 372.41
Facility 3 to Customer 4: 506.60
Facility 3 to Customer 5: 413.53
Facility 3 to Customer 6: 270.45
Facility 3 to Customer 7: 310.83
Facility 3 to Customer 8: 353.83
Facility 3 to Customer 9: 257.12
Facility 3 to Customer 10: 216.67
Facility 3 to Customer 11: 401.14
Facility 3 to Customer 12: 450.75
Facility 3 to Customer 13: 427.98
Facility 3 to Customer 14: 306.47
Facility 3 to Customer 15: 506.28
Facility 3 to Customer 16: 333.26
Facility 3 to Customer 17: 199.90
Facility 3 to Customer 18: 191.32
Facility 3 to Customer 19: 237.03
Facility 3 to Customer 20: 498.62
Facility 3 to Customer 21: 338.74
Facility 4 to Customer 0: 289.69
Facility 4 to Customer 1: 187.26
Facility 4 to Customer 2: 395.55
Facility 4 to Customer 3: 81.27
Facility 4 to Customer 4: 466.85
Facility 4 to Customer 5: 55.87
Facility 4 to Customer 6: 415.12
Facility 4 to Customer 7: 98.23
Facility 4 to Customer 8: 456.00
Facility 4 to Customer 9: 226.38
Facility 4 to Customer 10: 267.54
Facility 4 to Customer 11: 133.60
Facility 4 to Customer 12: 97.49
Facility 4 to Customer 13: 159.10
Facility 4 to Customer 14: 399.78
Facility 4 to Customer 15: 309.13
Facility 4 to Customer 16: 402.01
Facility 4 to Customer 17: 347.54
Facility 4 to Customer 18: 350.55
Facility 4 to Customer 19: 186.30
Facility 4 to Customer 20: 419.51
Facility 4 to Customer 21: 482.50
Facility 5 to Customer 0: 592.22
Facility 5 to Customer 1: 430.99
Facility 5 to Customer 2: 96.08
Facility 5 to Customer 3: 541.76
Facility 5 to Customer 4: 25.00
Facility 5 to Customer 5: 431.19
Facility 5 to Customer 6: 273.65
Facility 5 to Customer 7: 442.09
Facility 5 to Customer 8: 203.71
Facility 5 to Customer 9: 594.03
Facility 5 to Customer 10: 342.84
Facility 5 to Customer 11: 603.51
Facility 5 to Customer 12: 411.12
Facility 5 to Customer 13: 634.57
Facility 5 to Customer 14: 229.51
Facility 5 to Customer 15: 205.00
Facility 5 to Customer 16: 201.43
Facility 5 to Customer 17: 331.77
Facility 5 to Customer 18: 340.27
Facility 5 to Customer 19: 403.21
