Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
44, 99
105, 147
129, 107
109, 99
3, 2
143, 53
51, 84
79, 114
48, 144
132, 121
71, 13
94, 16
123, 98
92, 71
106, 62
131, 4
61, 21
34, 61
4, 108
59, 20
57, 20
131, 21
4, 145
142, 12
56, 143
62, 26
141, 115
1, 97
92, 145
0, 0
89, 3
103, 14
88, 67
94, 16
85, 148
74, 64
9, 72
92, 101
141, 136
49, 126
96, 18
105, 37
73, 27
109, 57
93, 118
88, 77
10, 80
107, 106
52, 40
136, 142
61, 38
29, 130
49, 28
84, 78
77, 131
115, 39
74, 140
21, 104
2, 86
40, 65
Customers coordinates (x, y):
38, 96
45, 2
26, 132
98, 26
23, 106
36, 48
95, 115
49, 146
90, 137
1, 43
28, 99
108, 32
110, 141
94, 0
126, 48
25, 22
138, 41
113, 57
5, 1
49, 111
105, 65
63, 111
52, 136
124, 17
88, 124
7, 26
91, 11
4, 22
36, 124
67, 117
55, 112
50, 69
38, 61
142, 136
65, 94
101, 125
63, 73
12, 3
82, 71
100, 136
101, 138
90, 74
49, 7
70, 49
73, 92
116, 115
48, 112
22, 1
94, 139
70, 71
70, 131
123, 76
121, 43
23, 129
69, 123
23, 149
135, 50
17, 115
108, 72
108, 128
118, 18
56, 2
17, 56
23, 90
41, 49
3, 40
81, 67
118, 97
103, 114
8, 6
17, 22
73, 137
139, 1
32, 50
31, 120
131, 124
112, 118
89, 89
125, 51
5, 72
92, 124
6, 53
75, 48
119, 36
124, 98
41, 38
64, 62
93, 132
12, 79
147, 133
30, 140
110, 52
39, 46
148, 19
10, 18
78, 101
130, 4
89, 21
47, 50
46, 29
28, 37
116, 141
122, 120
76, 37
120, 115
11, 97
139, 45
18, 131
42, 17
0, 34
54, 20
27, 62
108, 57
47, 63
133, 132
97, 92
42, 109
117, 7
78, 43
93, 133
67, 73
4, 120
25, 18
1, 146
18, 45
29, 88
118, 133
96, 2
112, 92
29, 99
Distances between facilities and customers:
Facility 0 to Customer 0: 6.71
Facility 0 to Customer 1: 97.01
Facility 0 to Customer 2: 37.59
Facility 0 to Customer 3: 90.80
Facility 0 to Customer 4: 22.14
Facility 0 to Customer 5: 51.62
Facility 0 to Customer 6: 53.45
Facility 0 to Customer 7: 47.27
Facility 0 to Customer 8: 59.67
Facility 0 to Customer 9: 70.60
Facility 0 to Customer 10: 16.00
Facility 0 to Customer 11: 92.66
Facility 0 to Customer 12: 78.23
Facility 0 to Customer 13: 110.91
Facility 0 to Customer 14: 96.57
Facility 0 to Customer 15: 79.31
Facility 0 to Customer 16: 110.45
Facility 0 to Customer 17: 80.78
Facility 0 to Customer 18: 105.48
Facility 0 to Customer 19: 13.00
Facility 0 to Customer 20: 69.84
Facility 0 to Customer 21: 22.47
Facility 0 to Customer 22: 37.85
Facility 0 to Customer 23: 114.56
Facility 0 to Customer 24: 50.61
Facility 0 to Customer 25: 81.84
Facility 0 to Customer 26: 99.76
Facility 0 to Customer 27: 86.77
Facility 0 to Customer 28: 26.25
Facility 0 to Customer 29: 29.21
Facility 0 to Customer 30: 17.03
Facility 0 to Customer 31: 30.59
Facility 0 to Customer 32: 38.47
Facility 0 to Customer 33: 104.75
Facility 0 to Customer 34: 21.59
Facility 0 to Customer 35: 62.65
Facility 0 to Customer 36: 32.20
Facility 0 to Customer 37: 101.19
Facility 0 to Customer 38: 47.20
Facility 0 to Customer 39: 67.12
Facility 0 to Customer 40: 69.07
