Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
137, 129
71, 138
117, 3
110, 85
54, 134
28, 37
121, 39
59, 2
58, 130
78, 80
10, 1
114, 123
126, 38
93, 31
25, 99
136, 109
116, 108
13, 99
85, 94
38, 79
54, 18
80, 145
51, 60
108, 53
128, 14
140, 46
116, 2
130, 62
23, 147
66, 45
77, 128
78, 138
101, 43
65, 23
46, 84
107, 42
25, 129
138, 100
55, 149
33, 2
64, 34
112, 134
20, 64
63, 22
78, 139
114, 55
126, 76
87, 78
34, 54
86, 45
143, 73
22, 34
0, 58
17, 79
100, 137
81, 125
24, 31
20, 77
117, 69
38, 119
Customers coordinates (x, y):
145, 73
142, 17
76, 20
66, 78
120, 138
44, 72
106, 148
52, 72
35, 139
125, 140
81, 114
42, 140
37, 111
44, 48
31, 74
51, 23
84, 77
116, 15
137, 137
64, 32
109, 81
90, 125
58, 108
54, 2
135, 56
9, 13
81, 8
94, 75
99, 37
115, 131
23, 118
83, 65
140, 11
20, 90
19, 47
90, 11
49, 46
62, 72
103, 56
116, 127
4, 1
137, 46
51, 127
65, 143
21, 147
15, 43
50, 58
2, 76
74, 136
22, 141
74, 6
50, 91
27, 100
26, 126
44, 3
74, 101
67, 128
78, 100
25, 49
4, 0
21, 67
63, 78
71, 25
55, 42
109, 96
34, 128
10, 130
124, 34
36, 148
78, 25
53, 77
46, 26
88, 89
42, 128
73, 114
108, 22
53, 11
29, 40
91, 13
81, 114
9, 127
86, 141
91, 55
89, 119
26, 117
70, 4
39, 134
29, 44
69, 41
67, 86
97, 71
4, 106
29, 119
108, 22
84, 82
135, 131
126, 10
95, 14
21, 131
8, 53
55, 132
21, 126
20, 143
50, 136
146, 142
120, 87
45, 67
73, 124
16, 20
25, 10
141, 84
92, 103
136, 54
37, 74
44, 130
16, 128
53, 34
21, 124
23, 92
117, 70
86, 56
86, 130
63, 53
37, 103
27, 127
21, 114
76, 76
101, 23
31, 11
141, 13
Distances between facilities and customers:
Facility 0 to Customer 0: 56.57
Facility 0 to Customer 1: 112.11
Facility 0 to Customer 2: 124.91
Facility 0 to Customer 3: 87.42
Facility 0 to Customer 4: 19.24
Facility 0 to Customer 5: 109.08
Facility 0 to Customer 6: 36.36
Facility 0 to Customer 7: 102.34
Facility 0 to Customer 8: 102.49
Facility 0 to Customer 9: 16.28
Facility 0 to Customer 10: 57.97
Facility 0 to Customer 11: 95.63
Facility 0 to Customer 12: 101.61
Facility 0 to Customer 13: 123.33
Facility 0 to Customer 14: 119.42
Facility 0 to Customer 15: 136.50
Facility 0 to Customer 16: 74.25
Facility 0 to Customer 17: 115.92
Facility 0 to Customer 18: 8.00
Facility 0 to Customer 19: 121.40
Facility 0 to Customer 20: 55.57
Facility 0 to Customer 21: 47.17
Facility 0 to Customer 22: 81.74
Facility 0 to Customer 23: 151.72
Facility 0 to Customer 24: 73.03
Facility 0 to Customer 25: 172.74
Facility 0 to Customer 26: 133.33
Facility 0 to Customer 27: 69.03
Facility 0 to Customer 28: 99.54
Facility 0 to Customer 29: 22.09
Facility 0 to Customer 30: 114.53
Facility 0 to Customer 31: 83.74
Facility 0 to Customer 32: 118.04
Facility 0 to Customer 33: 123.33
Facility 0 to Customer 34: 143.69
Facility 0 to Customer 35: 127.02
Facility 0 to Customer 36: 120.97
Facility 0 to Customer 37: 94.20
Facility 0 to Customer 38: 80.53
Facility 0 to Customer 39: 21.10
Facility 0 to Customer 40: 184.59
Facility 0 to Customer 41: 83.00
Facility 0 to Customer 42: 86.02
Facility 0 to Customer 43: 73.35
Facility 0 to Customer 44: 117.39
Facility 0 to Customer 45: 149.26
Facility 0 to Customer 46: 112.29
Facility 0 to Customer 47: 145.03
Facility 0 to Customer 48: 63.39
Facility 0 to Customer 49: 115.62
