Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
100, 56
56, 147
28, 75
91, 32
130, 25
116, 84
52, 11
97, 62
26, 108
127, 1
100, 100
27, 138
108, 134
25, 51
113, 65
66, 139
112, 52
130, 104
85, 2
108, 87
148, 95
3, 110
13, 82
104, 19
79, 61
108, 18
4, 131
45, 26
137, 93
29, 18
133, 52
50, 99
50, 32
46, 111
142, 62
99, 1
116, 63
13, 39
104, 144
25, 0
83, 25
45, 31
113, 80
97, 52
29, 132
3, 45
109, 60
44, 22
131, 43
85, 20
65, 25
101, 123
106, 90
62, 129
79, 49
74, 126
66, 52
131, 125
9, 125
55, 85
Customers coordinates (x, y):
142, 122
66, 69
109, 8
91, 76
7, 38
0, 89
18, 117
49, 77
114, 81
131, 100
8, 38
58, 91
37, 131
132, 149
30, 84
77, 123
56, 60
36, 129
39, 79
85, 80
26, 141
142, 66
7, 110
80, 59
108, 31
86, 41
99, 66
56, 118
40, 104
105, 61
131, 94
6, 93
89, 41
18, 112
119, 0
53, 51
122, 75
48, 137
127, 100
74, 64
142, 92
66, 49
38, 97
69, 47
18, 78
93, 119
140, 71
72, 75
124, 144
7, 6
52, 10
141, 142
67, 118
120, 50
31, 118
45, 115
76, 52
95, 139
95, 76
19, 132
93, 141
18, 43
49, 97
144, 132
78, 9
88, 146
115, 83
69, 79
112, 21
110, 19
26, 92
98, 1
115, 66
131, 21
126, 107
50, 94
56, 32
74, 93
39, 63
28, 27
125, 104
129, 116
135, 1
138, 3
137, 5
130, 61
98, 12
80, 53
123, 48
84, 147
88, 140
100, 107
71, 61
107, 17
47, 78
21, 103
33, 41
142, 13
44, 77
86, 85
139, 52
13, 44
147, 122
97, 86
55, 12
143, 11
32, 61
104, 38
22, 34
67, 95
27, 56
51, 98
41, 125
145, 106
1, 35
75, 17
112, 49
9, 23
95, 58
77, 35
66, 67
50, 106
74, 52
38, 27
12, 149
118, 126
47, 72
119, 57
142, 21
141, 110
Distances between facilities and customers:
Facility 0 to Customer 0: 78.23
Facility 0 to Customer 1: 36.40
Facility 0 to Customer 2: 48.84
Facility 0 to Customer 3: 21.93
Facility 0 to Customer 4: 94.73
Facility 0 to Customer 5: 105.30
Facility 0 to Customer 6: 102.20
Facility 0 to Customer 7: 55.15
Facility 0 to Customer 8: 28.65
Facility 0 to Customer 9: 53.82
Facility 0 to Customer 10: 93.74
Facility 0 to Customer 11: 54.67
Facility 0 to Customer 12: 97.95
Facility 0 to Customer 13: 98.35
Facility 0 to Customer 14: 75.39
Facility 0 to Customer 15: 70.84
Facility 0 to Customer 16: 44.18
Facility 0 to Customer 17: 97.08
Facility 0 to Customer 18: 65.19
Facility 0 to Customer 19: 28.30
Facility 0 to Customer 20: 112.70
Facility 0 to Customer 21: 43.17
Facility 0 to Customer 22: 107.54
Facility 0 to Customer 23: 20.22
Facility 0 to Customer 24: 26.25
Facility 0 to Customer 25: 20.52
Facility 0 to Customer 26: 10.05
Facility 0 to Customer 27: 76.03
Facility 0 to Customer 28: 76.84
Facility 0 to Customer 29: 7.07
Facility 0 to Customer 30: 49.04
Facility 0 to Customer 31: 101.02
Facility 0 to Customer 32: 18.60
Facility 0 to Customer 33: 99.30
Facility 0 to Customer 34: 59.14
Facility 0 to Customer 35: 47.27
Facility 0 to Customer 36: 29.07
Facility 0 to Customer 37: 96.25
Facility 0 to Customer 38: 51.62
Facility 0 to Customer 39: 27.20
Facility 0 to Customer 40: 55.32
Facility 0 to Customer 41: 34.71
Facility 0 to Customer 42: 74.33
Facility 0 to Customer 43: 32.28
Facility 0 to Customer 44: 84.90
Facility 0 to Customer 45: 63.39
Facility 0 to Customer 46: 42.72
Facility 0 to Customer 47: 33.84
Facility 0 to Customer 48: 91.21
Facility 0 to Customer 49: 105.59
Facility 0 to Customer 50: 66.48
Facility 0 to Customer 51: 95.27
Facility 0 to Customer 52: 70.24
Facility 0 to Customer 53: 20.88
Facility 0 to Customer 54: 92.76
Facility 0 to Customer 55: 80.66
Facility 0 to Customer 56: 24.33
Facility 0 to Customer 57: 83.15
Facility 0 to Customer 58: 20.62
Facility 0 to Customer 59: 111.07
Facility 0 to Customer 60: 85.29
Facility 0 to Customer 61: 83.02
Facility 0 to Customer 62: 65.44
Facility 0 to Customer 63: 87.82
Facility 0 to Customer 64: 51.89
Facility 0 to Customer 65: 90.80
Facility 0 to Customer 66: 30.89
Facility 0 to Customer 67: 38.60
Facility 0 to Customer 68: 37.00
Facility 0 to Customer 69: 38.33
Facility 0 to Customer 70: 82.29
Facility 0 to Customer 71: 55.04
Facility 0 to Customer 72: 18.03
Facility 0 to Customer 73: 46.75
Facility 0 to Customer 74: 57.25
Facility 0 to Customer 75: 62.80
Facility 0 to Customer 76: 50.12
Facility 0 to Customer 77: 45.22
Facility 0 to Customer 78: 61.40
Facility 0 to Customer 79: 77.62
Facility 0 to Customer 80: 54.12
Facility 0 to Customer 81: 66.64
Facility 0 to Customer 82: 65.19
Facility 0 to Customer 83: 65.22
Facility 0 to Customer 84: 63.01
Facility 0 to Customer 85: 30.41
Facility 0 to Customer 86: 44.05
Facility 0 to Customer 87: 20.22
Facility 0 to Customer 88: 24.35
Facility 0 to Customer 89: 92.40
Facility 0 to Customer 90: 84.85
Facility 0 to Customer 91: 51.00
Facility 0 to Customer 92: 29.43
Facility 0 to Customer 93: 39.62
Facility 0 to Customer 94: 57.38
Facility 0 to Customer 95: 91.92
Facility 0 to Customer 96: 68.66
Facility 0 to Customer 97: 60.11
Facility 0 to Customer 98: 59.81
Facility 0 to Customer 99: 32.20
Facility 0 to Customer 100: 39.20
Facility 0 to Customer 101: 87.82
Facility 0 to Customer 102: 81.02
Facility 0 to Customer 103: 30.15
Facility 0 to Customer 104: 62.94
Facility 0 to Customer 105: 62.24
Facility 0 to Customer 106: 68.18
Facility 0 to Customer 107: 18.44
Facility 0 to Customer 108: 81.04
Facility 0 to Customer 109: 51.09
Facility 0 to Customer 110: 73.00
Facility 0 to Customer 111: 64.54
Facility 0 to Customer 112: 90.79
Facility 0 to Customer 113: 67.27
Facility 0 to Customer 114: 101.20
Facility 0 to Customer 115: 46.32
Facility 0 to Customer 116: 13.89
Facility 0 to Customer 117: 96.80
Facility 0 to Customer 118: 5.39
Facility 0 to Customer 119: 31.14
Facility 0 to Customer 120: 35.74
Facility 0 to Customer 121: 70.71
Facility 0 to Customer 122: 26.31
Facility 0 to Customer 123: 68.45
Facility 0 to Customer 124: 128.04
Facility 0 to Customer 125: 72.28
Facility 0 to Customer 126: 55.36
Facility 0 to Customer 127: 19.03
Facility 0 to Customer 128: 54.67
Facility 0 to Customer 129: 67.80
Facility 1 to Customer 0: 89.56
Facility 1 to Customer 1: 78.64
Facility 1 to Customer 2: 148.76
Facility 1 to Customer 3: 79.16
Facility 1 to Customer 4: 119.51
Facility 1 to Customer 5: 80.62
Facility 1 to Customer 6: 48.41
Facility 1 to Customer 7: 70.35
Facility 1 to Customer 8: 87.86
Facility 1 to Customer 9: 88.51
Facility 1 to Customer 10: 119.10
Facility 1 to Customer 11: 56.04
Facility 1 to Customer 12: 24.84
Facility 1 to Customer 13: 76.03
Facility 1 to Customer 14: 68.15
Facility 1 to Customer 15: 31.89
Facility 1 to Customer 16: 87.00
Facility 1 to Customer 17: 26.91
Facility 1 to Customer 18: 70.09
Facility 1 to Customer 19: 73.01
Facility 1 to Customer 20: 30.59
Facility 1 to Customer 21: 118.14
Facility 1 to Customer 22: 61.40
Facility 1 to Customer 23: 91.21
Facility 1 to Customer 24: 127.12
Facility 1 to Customer 25: 110.16
Facility 1 to Customer 26: 91.71
Facility 1 to Customer 27: 29.00
Facility 1 to Customer 28: 45.88
Facility 1 to Customer 29: 98.98
Facility 1 to Customer 30: 91.84
Facility 1 to Customer 31: 73.59
Facility 1 to Customer 32: 111.02
Facility 1 to Customer 33: 51.66
Facility 1 to Customer 34: 159.93
Facility 1 to Customer 35: 96.05
Facility 1 to Customer 36: 97.67
Facility 1 to Customer 37: 12.81
Facility 1 to Customer 38: 85.15
Facility 1 to Customer 39: 84.93
Facility 1 to Customer 40: 102.08
Facility 1 to Customer 41: 98.51
Facility 1 to Customer 42: 53.14
Facility 1 to Customer 43: 100.84
Facility 1 to Customer 44: 78.77
Facility 1 to Customer 45: 46.40
Facility 1 to Customer 46: 113.28
Facility 1 to Customer 47: 73.76
Facility 1 to Customer 48: 68.07
Facility 1 to Customer 49: 149.27
Facility 1 to Customer 50: 137.06
Facility 1 to Customer 51: 85.15
Facility 1 to Customer 52: 31.02
Facility 1 to Customer 53: 116.21
Facility 1 to Customer 54: 38.29
Facility 1 to Customer 55: 33.84
Facility 1 to Customer 56: 97.08
Facility 1 to Customer 57: 39.81
Facility 1 to Customer 58: 81.01
Facility 1 to Customer 59: 39.92
Facility 1 to Customer 60: 37.48
Facility 1 to Customer 61: 110.72
Facility 1 to Customer 62: 50.49
Facility 1 to Customer 63: 89.27
Facility 1 to Customer 64: 139.74
Facility 1 to Customer 65: 32.02
Facility 1 to Customer 66: 87.05
Facility 1 to Customer 67: 69.23
Facility 1 to Customer 68: 137.88
Facility 1 to Customer 69: 138.92
Facility 1 to Customer 70: 62.65
Facility 1 to Customer 71: 151.92
Facility 1 to Customer 72: 100.21
Facility 1 to Customer 73: 146.63
Facility 1 to Customer 74: 80.62
Facility 1 to Customer 75: 53.34
