Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
136, 113
23, 147
72, 68
138, 43
32, 118
46, 33
84, 107
114, 129
138, 56
30, 6
74, 119
137, 8
15, 37
107, 5
10, 54
87, 32
147, 119
8, 48
8, 104
123, 81
129, 138
7, 92
84, 5
125, 65
124, 102
119, 115
38, 57
43, 7
23, 86
4, 103
90, 89
53, 146
65, 139
4, 24
29, 135
86, 112
120, 64
105, 29
11, 147
95, 91
44, 81
74, 149
91, 117
128, 57
70, 72
14, 127
25, 113
42, 106
97, 129
129, 5
81, 13
53, 40
54, 0
144, 3
74, 145
93, 57
1, 129
78, 33
41, 126
28, 126
Customers coordinates (x, y):
31, 125
25, 63
49, 118
146, 85
118, 116
25, 129
118, 95
139, 60
88, 18
118, 71
67, 52
78, 58
67, 65
50, 14
24, 119
132, 0
15, 87
146, 40
86, 67
26, 29
68, 30
23, 2
82, 80
87, 52
77, 68
12, 41
0, 146
122, 74
79, 52
62, 105
28, 143
4, 111
44, 57
37, 50
117, 79
138, 143
33, 45
71, 1
139, 46
53, 125
112, 116
137, 72
40, 54
125, 68
66, 112
66, 19
122, 113
116, 100
13, 48
90, 115
25, 42
75, 114
58, 62
5, 149
134, 35
33, 58
115, 101
32, 141
39, 130
106, 99
64, 64
94, 139
25, 134
116, 149
45, 87
66, 108
143, 86
144, 115
52, 79
130, 76
38, 48
24, 80
9, 27
101, 104
57, 26
68, 73
15, 73
119, 4
61, 104
95, 5
91, 145
57, 81
141, 79
4, 103
32, 96
38, 133
44, 27
1, 45
101, 96
13, 115
26, 149
143, 125
48, 0
87, 131
55, 51
128, 144
35, 101
83, 81
138, 67
74, 60
87, 67
39, 55
57, 127
121, 96
10, 92
26, 86
93, 72
74, 9
148, 0
101, 149
32, 31
27, 104
109, 10
95, 49
98, 0
19, 120
142, 72
104, 32
119, 122
82, 13
75, 97
147, 38
4, 35
42, 1
137, 112
43, 20
52, 50
126, 57
16, 134
143, 53
Distances between facilities and customers:
Facility 0 to Customer 0: 105.68
Facility 0 to Customer 1: 121.74
Facility 0 to Customer 2: 87.14
Facility 0 to Customer 3: 29.73
Facility 0 to Customer 4: 18.25
Facility 0 to Customer 5: 112.15
Facility 0 to Customer 6: 25.46
Facility 0 to Customer 7: 53.08
Facility 0 to Customer 8: 106.44
Facility 0 to Customer 9: 45.69
Facility 0 to Customer 10: 92.10
Facility 0 to Customer 11: 79.93
Facility 0 to Customer 12: 84.05
Facility 0 to Customer 13: 131.14
Facility 0 to Customer 14: 112.16
Facility 0 to Customer 15: 113.07
Facility 0 to Customer 16: 123.76
Facility 0 to Customer 17: 73.68
Facility 0 to Customer 18: 67.94
Facility 0 to Customer 19: 138.41
