Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
140, 116
136, 80
100, 69
132, 18
35, 94
45, 26
112, 62
36, 9
132, 112
132, 40
34, 79
24, 90
98, 91
104, 110
53, 74
109, 92
144, 117
23, 30
1, 58
106, 55
37, 18
103, 139
66, 60
16, 88
13, 26
93, 99
137, 63
8, 143
10, 81
84, 42
124, 65
104, 31
119, 106
57, 144
99, 108
145, 134
134, 100
106, 127
124, 85
64, 30
15, 104
43, 149
14, 68
68, 26
137, 0
83, 108
145, 32
28, 106
52, 131
32, 110
52, 16
50, 118
24, 36
104, 144
18, 31
51, 126
11, 101
69, 81
128, 15
109, 20
Customers coordinates (x, y):
102, 46
28, 102
115, 131
23, 17
140, 118
95, 50
27, 39
38, 53
46, 107
56, 48
96, 107
129, 38
82, 124
113, 104
93, 122
24, 0
22, 14
140, 87
23, 12
34, 98
148, 82
125, 30
103, 91
27, 70
8, 94
89, 82
28, 57
20, 106
87, 131
128, 129
131, 99
0, 56
17, 133
22, 16
83, 147
58, 24
21, 66
113, 58
20, 124
70, 136
110, 24
79, 62
19, 43
30, 64
123, 9
9, 46
108, 49
122, 3
115, 78
52, 91
6, 64
119, 122
33, 10
20, 102
88, 103
120, 133
105, 27
2, 35
8, 116
23, 111
45, 141
146, 8
112, 133
11, 30
86, 113
144, 89
85, 125
141, 23
96, 123
139, 143
108, 126
145, 79
49, 17
137, 121
58, 143
33, 68
52, 62
141, 65
39, 80
135, 62
70, 35
41, 45
16, 92
33, 79
74, 49
76, 112
92, 65
80, 31
14, 69
114, 105
81, 93
107, 27
125, 28
72, 56
73, 7
22, 26
42, 79
79, 88
16, 139
147, 57
28, 2
53, 134
64, 3
40, 121
76, 108
17, 141
55, 98
2, 52
22, 33
7, 71
68, 79
125, 72
120, 62
42, 95
97, 142
56, 29
30, 131
115, 127
1, 88
119, 143
119, 25
119, 73
28, 105
32, 14
1, 121
66, 146
22, 18
1, 39
64, 148
22, 58
Distances between facilities and customers:
Facility 0 to Customer 0: 79.65
Facility 0 to Customer 1: 112.87
Facility 0 to Customer 2: 29.15
Facility 0 to Customer 3: 153.26
Facility 0 to Customer 4: 2.00
Facility 0 to Customer 5: 79.88
Facility 0 to Customer 6: 136.74
Facility 0 to Customer 7: 119.89
Facility 0 to Customer 8: 94.43
Facility 0 to Customer 9: 108.07
Facility 0 to Customer 10: 44.91
Facility 0 to Customer 11: 78.77
Facility 0 to Customer 12: 58.55
Facility 0 to Customer 13: 29.55
Facility 0 to Customer 14: 47.38
Facility 0 to Customer 15: 164.05
Facility 0 to Customer 16: 155.97
Facility 0 to Customer 17: 29.00
Facility 0 to Customer 18: 156.54
Facility 0 to Customer 19: 107.52
Facility 0 to Customer 20: 34.93
Facility 0 to Customer 21: 87.30
Facility 0 to Customer 22: 44.65
Facility 0 to Customer 23: 122.00
Facility 0 to Customer 24: 133.82
