Facility Location Problem Instance
Number of facilities: 14
Number of customers: 22
Grid size: 600x600
Facilities coordinates (x, y):
141, 588
392, 433
190, 498
550, 177
568, 170
501, 295
143, 191
322, 461
54, 367
9, 496
139, 199
393, 575
517, 506
418, 503
Customers coordinates (x, y):
425, 454
500, 171
84, 578
31, 225
299, 33
281, 230
550, 295
172, 468
579, 507
562, 523
115, 586
116, 274
556, 375
555, 42
451, 559
223, 435
104, 253
304, 33
460, 269
356, 89
449, 120
242, 214
Distances between facilities and customers:
Facility 0 to Customer 0: 314.03
Facility 0 to Customer 1: 550.25
Facility 0 to Customer 2: 57.87
Facility 0 to Customer 3: 379.30
Facility 0 to Customer 4: 577.05
Facility 0 to Customer 5: 384.40
Facility 0 to Customer 6: 503.12
Facility 0 to Customer 7: 123.94
Facility 0 to Customer 8: 445.43
Facility 0 to Customer 9: 425.99
Facility 0 to Customer 10: 26.08
Facility 0 to Customer 11: 314.99
Facility 0 to Customer 12: 466.47
Facility 0 to Customer 13: 685.21
Facility 0 to Customer 14: 311.35
Facility 0 to Customer 15: 173.59
Facility 0 to Customer 16: 337.04
Facility 0 to Customer 17: 578.44
Facility 0 to Customer 18: 451.13
Facility 0 to Customer 19: 543.35
Facility 0 to Customer 20: 560.26
Facility 0 to Customer 21: 387.40
Facility 1 to Customer 0: 39.12
Facility 1 to Customer 1: 283.39
Facility 1 to Customer 2: 340.42
Facility 1 to Customer 3: 416.64
Facility 1 to Customer 4: 410.67
Facility 1 to Customer 5: 231.37
Facility 1 to Customer 6: 209.78
Facility 1 to Customer 7: 222.77
Facility 1 to Customer 8: 201.11
Facility 1 to Customer 9: 192.35
Facility 1 to Customer 10: 316.45
Facility 1 to Customer 11: 318.52
Facility 1 to Customer 12: 173.95
Facility 1 to Customer 13: 423.62
Facility 1 to Customer 14: 139.13
Facility 1 to Customer 15: 169.01
Facility 1 to Customer 16: 339.62
Facility 1 to Customer 17: 409.57
Facility 1 to Customer 18: 177.54
Facility 1 to Customer 19: 345.88
Facility 1 to Customer 20: 318.15
Facility 1 to Customer 21: 265.44
Facility 2 to Customer 0: 239.08
Facility 2 to Customer 1: 450.59
Facility 2 to Customer 2: 132.80
Facility 2 to Customer 3: 315.93
Facility 2 to Customer 4: 477.60
Facility 2 to Customer 5: 283.03
Facility 2 to Customer 6: 413.29
Facility 2 to Customer 7: 34.99
Facility 2 to Customer 8: 389.10
Facility 2 to Customer 9: 372.84
Facility 2 to Customer 10: 115.62
Facility 2 to Customer 11: 235.91
Facility 2 to Customer 12: 386.12
Facility 2 to Customer 13: 584.09
Facility 2 to Customer 14: 268.03
Facility 2 to Customer 15: 71.12
Facility 2 to Customer 16: 259.66
Facility 2 to Customer 17: 478.77
Facility 2 to Customer 18: 354.04
Facility 2 to Customer 19: 441.40
Facility 2 to Customer 20: 458.22
Facility 2 to Customer 21: 288.72
Facility 3 to Customer 0: 303.90
Facility 3 to Customer 1: 50.36
Facility 3 to Customer 2: 614.78
Facility 3 to Customer 3: 521.21
Facility 3 to Customer 4: 289.37
Facility 3 to Customer 5: 274.17
Facility 3 to Customer 6: 118.00
Facility 3 to Customer 7: 477.04
Facility 3 to Customer 8: 331.27
Facility 3 to Customer 9: 346.21
Facility 3 to Customer 10: 597.08
Facility 3 to Customer 11: 444.71
Facility 3 to Customer 12: 198.09
Facility 3 to Customer 13: 135.09
Facility 3 to Customer 14: 394.62
Facility 3 to Customer 15: 416.52
Facility 3 to Customer 16: 452.43
Facility 3 to Customer 17: 285.05
Facility 3 to Customer 18: 128.70
Facility 3 to Customer 19: 213.03
Facility 3 to Customer 20: 115.97
Facility 3 to Customer 21: 310.21
Facility 4 to Customer 0: 317.97
Facility 4 to Customer 1: 68.01
Facility 4 to Customer 2: 633.02
Facility 4 to Customer 3: 539.81
Facility 4 to Customer 4: 301.88
Facility 4 to Customer 5: 293.20
Facility 4 to Customer 6: 126.29
Facility 4 to Customer 7: 495.60
Facility 4 to Customer 8: 337.18
Facility 4 to Customer 9: 353.05
Facility 4 to Customer 10: 615.03
Facility 4 to Customer 11: 463.81
Facility 4 to Customer 12: 205.35
Facility 4 to Customer 13: 128.66
Facility 4 to Customer 14: 406.21
Facility 4 to Customer 15: 435.03
Facility 4 to Customer 16: 471.37
Facility 4 to Customer 17: 297.43
Facility 4 to Customer 18: 146.51
Facility 4 to Customer 19: 226.95
Facility 4 to Customer 20: 129.08
Facility 4 to Customer 21: 328.96
Facility 5 to Customer 0: 176.23
Facility 5 to Customer 1: 124.00
Facility 5 to Customer 2: 503.96
Facility 5 to Customer 3: 475.18
Facility 5 to Customer 4: 330.83
Facility 5 to Customer 5: 229.40
Facility 5 to Customer 6: 49.00
Facility 5 to Customer 7: 371.71
Facility 5 to Customer 8: 225.89
Facility 5 to Customer 9: 236.02
Facility 5 to Customer 10: 483.40
Facility 5 to Customer 11: 385.57
Facility 5 to Customer 12: 97.08
Facility 5 to Customer 13: 258.70
Facility 5 to Customer 14: 268.69
Facility 5 to Customer 15: 311.26
Facility 5 to Customer 16: 399.22
Facility 5 to Customer 17: 327.80
Facility 5 to Customer 18: 48.55
Facility 5 to Customer 19: 251.91
Facility 5 to Customer 20: 182.56
Facility 5 to Customer 21: 271.37
Facility 6 to Customer 0: 385.61
Facility 6 to Customer 1: 357.56
Facility 6 to Customer 2: 391.47
Facility 6 to Customer 3: 117.05
Facility 6 to Customer 4: 222.04
Facility 6 to Customer 5: 143.41
Facility 6 to Customer 6: 420.08
Facility 6 to Customer 7: 278.51
Facility 6 to Customer 8: 538.47
Facility 6 to Customer 9: 534.59
Facility 6 to Customer 10: 395.99
Facility 6 to Customer 11: 87.28
Facility 6 to Customer 12: 452.13
Facility 6 to Customer 13: 438.12
Facility 6 to Customer 14: 479.88
Facility 6 to Customer 15: 256.78
Facility 6 to Customer 16: 73.25
Facility 6 to Customer 17: 225.58
Facility 6 to Customer 18: 326.46
Facility 6 to Customer 19: 236.16
Facility 6 to Customer 20: 314.13
Facility 6 to Customer 21: 101.64
Facility 7 to Customer 0: 103.24
Facility 7 to Customer 1: 340.27
Facility 7 to Customer 2: 265.20
Facility 7 to Customer 3: 374.67
Facility 7 to Customer 4: 428.62
Facility 7 to Customer 5: 234.61
Facility 7 to Customer 6: 282.03
Facility 7 to Customer 7: 150.16
Facility 7 to Customer 8: 261.08
Facility 7 to Customer 9: 247.88
Facility 7 to Customer 10: 241.81
Facility 7 to Customer 11: 278.22
Facility 7 to Customer 12: 249.30
Facility 7 to Customer 13: 479.43
Facility 7 to Customer 14: 162.00
Facility 7 to Customer 15: 102.36
Facility 7 to Customer 16: 301.31
Facility 7 to Customer 17: 428.38
Facility 7 to Customer 18: 236.45
Facility 7 to Customer 19: 373.55
Facility 7 to Customer 20: 363.88
Facility 7 to Customer 21: 259.63
Facility 8 to Customer 0: 381.06
Facility 8 to Customer 1: 487.17
Facility 8 to Customer 2: 213.12
Facility 8 to Customer 3: 143.85
Facility 8 to Customer 4: 414.22
Facility 8 to Customer 5: 265.14
Facility 8 to Customer 6: 501.20
Facility 8 to Customer 7: 155.32
Facility 8 to Customer 8: 543.35
Facility 8 to Customer 9: 531.41
Facility 8 to Customer 10: 227.34
Facility 8 to Customer 11: 111.77
Facility 8 to Customer 12: 502.06
Facility 8 to Customer 13: 597.18
Facility 8 to Customer 14: 440.99
Facility 8 to Customer 15: 182.17
Facility 8 to Customer 16: 124.48
Facility 8 to Customer 17: 417.20
Facility 8 to Customer 18: 417.66
Facility 8 to Customer 19: 410.47
Facility 8 to Customer 20: 465.87
Facility 8 to Customer 21: 242.39
Facility 9 to Customer 0: 418.11
Facility 9 to Customer 1: 588.82
Facility 9 to Customer 2: 111.13
Facility 9 to Customer 3: 271.89
Facility 9 to Customer 4: 546.32
