Facility Location Problem Instance
Number of facilities: 60
Number of customers: 130
Grid size: 150x150
Facilities coordinates (x, y):
82, 21
14, 129
72, 99
117, 23
106, 117
13, 97
144, 68
19, 29
12, 98
74, 131
76, 10
102, 73
7, 13
0, 35
139, 140
21, 44
31, 21
79, 38
92, 45
47, 91
65, 48
70, 22
113, 92
147, 126
50, 61
60, 30
36, 81
56, 131
149, 75
87, 117
18, 18
114, 98
117, 115
59, 83
23, 86
73, 28
79, 51
26, 117
31, 54
71, 66
61, 20
114, 42
43, 3
84, 78
16, 69
88, 13
21, 29
75, 141
135, 38
57, 55
1, 47
37, 87
94, 39
12, 140
17, 143
58, 116
0, 103
24, 16
42, 108
20, 62
Customers coordinates (x, y):
101, 91
43, 123
84, 121
77, 140
136, 38
5, 8
24, 70
106, 146
99, 61
33, 63
58, 19
149, 39
31, 50
79, 26
47, 122
7, 96
57, 83
69, 90
80, 120
98, 19
93, 0
16, 115
68, 74
75, 124
25, 54
146, 60
114, 112
128, 9
46, 33
50, 130
100, 131
92, 20
131, 26
64, 87
76, 99
145, 85
75, 31
79, 116
136, 48
101, 148
53, 56
87, 22
116, 3
122, 29
149, 14
118, 66
46, 60
142, 116
144, 110
23, 51
140, 116
57, 103
34, 67
114, 10
11, 30
70, 57
14, 96
31, 52
149, 24
75, 80
105, 7
71, 51
56, 88
119, 123
19, 52
62, 33
9, 94
70, 67
11, 16
120, 64
66, 127
121, 49
118, 134
81, 115
80, 144
98, 46
66, 69
81, 136
141, 98
58, 103
105, 10
103, 33
131, 59
54, 132
36, 77
134, 12
90, 121
106, 149
80, 0
21, 6
19, 23
3, 27
92, 140
46, 61
74, 137
128, 60
9, 138
2, 101
134, 91
131, 111
89, 75
66, 113
110, 69
58, 44
142, 94
50, 71
120, 72
97, 33
120, 92
51, 144
13, 84
10, 6
140, 35
84, 97
91, 99
95, 96
32, 85
119, 8
97, 80
86, 72
14, 75
9, 47
140, 24
89, 107
146, 127
13, 120
97, 133
95, 71
125, 53
89, 17
Distances between facilities and customers:
Facility 0 to Customer 0: 72.53
Facility 0 to Customer 1: 109.20
Facility 0 to Customer 2: 100.02
Facility 0 to Customer 3: 119.10
Facility 0 to Customer 4: 56.61
Facility 0 to Customer 5: 78.09
Facility 0 to Customer 6: 75.93
Facility 0 to Customer 7: 127.28
Facility 0 to Customer 8: 43.46
Facility 0 to Customer 9: 64.54
Facility 0 to Customer 10: 24.08
Facility 0 to Customer 11: 69.38
Facility 0 to Customer 12: 58.67
Facility 0 to Customer 13: 5.83
Facility 0 to Customer 14: 106.89
Facility 0 to Customer 15: 106.07
Facility 0 to Customer 16: 66.85
Facility 0 to Customer 17: 70.21
Facility 0 to Customer 18: 99.02
Facility 0 to Customer 19: 16.12
Facility 0 to Customer 20: 23.71
Facility 0 to Customer 21: 114.86
Facility 0 to Customer 22: 54.82
Facility 0 to Customer 23: 103.24
Facility 0 to Customer 24: 65.86
Facility 0 to Customer 25: 74.95
Facility 0 to Customer 26: 96.46
Facility 0 to Customer 27: 47.54
Facility 0 to Customer 28: 37.95
Facility 0 to Customer 29: 113.60
Facility 0 to Customer 30: 111.46
Facility 0 to Customer 31: 10.05
Facility 0 to Customer 32: 49.25
Facility 0 to Customer 33: 68.41
Facility 0 to Customer 34: 78.23
Facility 0 to Customer 35: 89.81
Facility 0 to Customer 36: 12.21
Facility 0 to Customer 37: 95.05
Facility 0 to Customer 38: 60.37
Facility 0 to Customer 39: 128.41
Facility 0 to Customer 40: 45.45
Facility 0 to Customer 41: 5.10
Facility 0 to Customer 42: 38.47
Facility 0 to Customer 43: 40.79
Facility 0 to Customer 44: 67.36
Facility 0 to Customer 45: 57.63
Facility 0 to Customer 46: 53.08
Facility 0 to Customer 47: 112.36
Facility 0 to Customer 48: 108.47
Facility 0 to Customer 49: 66.19
Facility 0 to Customer 50: 111.31
Facility 0 to Customer 51: 85.73
Facility 0 to Customer 52: 66.48
Facility 0 to Customer 53: 33.84
Facility 0 to Customer 54: 71.57
Facility 0 to Customer 55: 37.95
Facility 0 to Customer 56: 101.24
Facility 0 to Customer 57: 59.68
Facility 0 to Customer 58: 67.07
Facility 0 to Customer 59: 59.41
Facility 0 to Customer 60: 26.93
Facility 0 to Customer 61: 31.95
Facility 0 to Customer 62: 71.87
Facility 0 to Customer 63: 108.50
Facility 0 to Customer 64: 70.21
Facility 0 to Customer 65: 23.32
Facility 0 to Customer 66: 103.24
Facility 0 to Customer 67: 47.54
Facility 0 to Customer 68: 71.18
Facility 0 to Customer 69: 57.38
Facility 0 to Customer 70: 107.20
Facility 0 to Customer 71: 48.01
Facility 0 to Customer 72: 118.60
Facility 0 to Customer 73: 94.01
Facility 0 to Customer 74: 123.02
Facility 0 to Customer 75: 29.68
Facility 0 to Customer 76: 50.60
Facility 0 to Customer 77: 115.00
Facility 0 to Customer 78: 97.01
Facility 0 to Customer 79: 85.44
Facility 0 to Customer 80: 25.50
Facility 0 to Customer 81: 24.19
Facility 0 to Customer 82: 62.01
Facility 0 to Customer 83: 114.48
Facility 0 to Customer 84: 72.47
Facility 0 to Customer 85: 52.77
Facility 0 to Customer 86: 100.32
Facility 0 to Customer 87: 130.23
Facility 0 to Customer 88: 21.10
Facility 0 to Customer 89: 62.82
Facility 0 to Customer 90: 63.03
Facility 0 to Customer 91: 79.23
Facility 0 to Customer 92: 119.42
Facility 0 to Customer 93: 53.81
Facility 0 to Customer 94: 116.28
Facility 0 to Customer 95: 60.31
Facility 0 to Customer 96: 137.91
Facility 0 to Customer 97: 113.14
Facility 0 to Customer 98: 87.20
Facility 0 to Customer 99: 102.47
Facility 0 to Customer 100: 54.45
Facility 0 to Customer 101: 93.38
Facility 0 to Customer 102: 55.57
Facility 0 to Customer 103: 33.24
Facility 0 to Customer 104: 94.49
Facility 0 to Customer 105: 59.36
Facility 0 to Customer 106: 63.60
Facility 0 to Customer 107: 19.21
Facility 0 to Customer 108: 80.53
Facility 0 to Customer 109: 126.85
Facility 0 to Customer 110: 93.43
Facility 0 to Customer 111: 73.55
Facility 0 to Customer 112: 59.67
Facility 0 to Customer 113: 76.03
Facility 0 to Customer 114: 78.52
Facility 0 to Customer 115: 76.12
Facility 0 to Customer 116: 81.22
Facility 0 to Customer 117: 39.22
Facility 0 to Customer 118: 60.88
Facility 0 to Customer 119: 51.16
Facility 0 to Customer 120: 86.83
Facility 0 to Customer 121: 77.49
Facility 0 to Customer 122: 58.08
Facility 0 to Customer 123: 86.28
Facility 0 to Customer 124: 123.82
Facility 0 to Customer 125: 120.67
Facility 0 to Customer 126: 113.00
Facility 0 to Customer 127: 51.66
Facility 0 to Customer 128: 53.60
Facility 0 to Customer 129: 8.06
Facility 1 to Customer 0: 94.94
Facility 1 to Customer 1: 29.61
Facility 1 to Customer 2: 70.46
Facility 1 to Customer 3: 63.95
Facility 1 to Customer 4: 152.20
Facility 1 to Customer 5: 121.33
Facility 1 to Customer 6: 59.84
Facility 1 to Customer 7: 93.56
Facility 1 to Customer 8: 108.85
Facility 1 to Customer 9: 68.68
Facility 1 to Customer 10: 118.47
Facility 1 to Customer 11: 162.25
Facility 1 to Customer 12: 80.81
Facility 1 to Customer 13: 121.79
Facility 1 to Customer 14: 33.73
Facility 1 to Customer 15: 33.73
Facility 1 to Customer 16: 62.97
Facility 1 to Customer 17: 67.42
