Facility Location Problem Instance
Number of facilities: 20
Number of customers: 25
Grid size: 80x80
Facilities coordinates (x, y):
56, 46
17, 61
49, 77
0, 63
12, 40
49, 22
9, 21
10, 56
46, 61
13, 67
18, 73
25, 49
40, 32
39, 75
1, 17
37, 0
71, 10
2, 34
1, 73
35, 48
Customers coordinates (x, y):
12, 43
73, 75
13, 26
56, 9
3, 14
59, 37
36, 55
73, 72
72, 30
57, 47
4, 13
0, 55
13, 21
63, 53
53, 20
11, 78
36, 53
74, 51
34, 62
27, 11
77, 29
48, 42
67, 51
54, 55
13, 28
Distances between facilities and customers:
Facility 0 to Customer 0: 44.10
Facility 0 to Customer 1: 33.62
Facility 0 to Customer 2: 47.42
Facility 0 to Customer 3: 37.00
Facility 0 to Customer 4: 61.91
Facility 0 to Customer 5: 9.49
Facility 0 to Customer 6: 21.93
Facility 0 to Customer 7: 31.06
Facility 0 to Customer 8: 22.63
Facility 0 to Customer 9: 1.41
Facility 0 to Customer 10: 61.59
Facility 0 to Customer 11: 56.72
Facility 0 to Customer 12: 49.74
Facility 0 to Customer 13: 9.90
Facility 0 to Customer 14: 26.17
Facility 0 to Customer 15: 55.22
Facility 0 to Customer 16: 21.19
Facility 0 to Customer 17: 18.68
Facility 0 to Customer 18: 27.20
Facility 0 to Customer 19: 45.45
Facility 0 to Customer 20: 27.02
Facility 0 to Customer 21: 8.94
Facility 0 to Customer 22: 12.08
Facility 0 to Customer 23: 9.22
Facility 0 to Customer 24: 46.62
Facility 1 to Customer 0: 18.68
Facility 1 to Customer 1: 57.72
Facility 1 to Customer 2: 35.23
Facility 1 to Customer 3: 65.00
Facility 1 to Customer 4: 49.04
Facility 1 to Customer 5: 48.37
Facility 1 to Customer 6: 19.92
Facility 1 to Customer 7: 57.07
Facility 1 to Customer 8: 63.13
Facility 1 to Customer 9: 42.38
Facility 1 to Customer 10: 49.73
Facility 1 to Customer 11: 18.03
Facility 1 to Customer 12: 40.20
Facility 1 to Customer 13: 46.69
Facility 1 to Customer 14: 54.56
Facility 1 to Customer 15: 18.03
Facility 1 to Customer 16: 20.62
Facility 1 to Customer 17: 57.87
Facility 1 to Customer 18: 17.03
Facility 1 to Customer 19: 50.99
Facility 1 to Customer 20: 68.00
