Facility Location Problem Instance
Number of facilities: 16
Number of customers: 25
Grid size: 700x700
Facilities coordinates (x, y):
513, 552
482, 257
172, 70
487, 208
138, 122
303, 295
226, 245
163, 343
603, 453
222, 548
220, 623
489, 623
519, 303
265, 349
476, 551
280, 42
Customers coordinates (x, y):
182, 395
619, 662
614, 244
111, 296
294, 561
345, 494
216, 133
262, 127
632, 217
482, 522
533, 51
590, 132
252, 248
323, 150
391, 81
228, 152
409, 349
408, 491
76, 584
573, 643
315, 181
485, 1
126, 53
264, 329
222, 661
Distances between facilities and customers:
Facility 0 to Customer 0: 366.35
Facility 0 to Customer 1: 152.76
Facility 0 to Customer 2: 324.14
Facility 0 to Customer 3: 476.59
Facility 0 to Customer 4: 219.18
Facility 0 to Customer 5: 177.73
Facility 0 to Customer 6: 513.59
Facility 0 to Customer 7: 493.58
Facility 0 to Customer 8: 355.51
Facility 0 to Customer 9: 43.14
Facility 0 to Customer 10: 501.40
Facility 0 to Customer 11: 427.00
Facility 0 to Customer 12: 400.67
Facility 0 to Customer 13: 444.64
Facility 0 to Customer 14: 486.54
Facility 0 to Customer 15: 491.15
Facility 0 to Customer 16: 228.09
Facility 0 to Customer 17: 121.43
Facility 0 to Customer 18: 438.17
Facility 0 to Customer 19: 109.00
Facility 0 to Customer 20: 420.53
Facility 0 to Customer 21: 551.71
Facility 0 to Customer 22: 631.48
Facility 0 to Customer 23: 334.26
Facility 0 to Customer 24: 310.74
Facility 1 to Customer 0: 330.22
Facility 1 to Customer 1: 427.54
Facility 1 to Customer 2: 132.64
Facility 1 to Customer 3: 373.04
Facility 1 to Customer 4: 357.44
Facility 1 to Customer 5: 273.75
Facility 1 to Customer 6: 293.48
Facility 1 to Customer 7: 255.54
Facility 1 to Customer 8: 155.24
Facility 1 to Customer 9: 265.00
Facility 1 to Customer 10: 212.22
Facility 1 to Customer 11: 165.19
Facility 1 to Customer 12: 230.18
Facility 1 to Customer 13: 191.65
Facility 1 to Customer 14: 198.13
Facility 1 to Customer 15: 274.85
Facility 1 to Customer 16: 117.44
Facility 1 to Customer 17: 245.42
Facility 1 to Customer 18: 521.31
Facility 1 to Customer 19: 396.58
Facility 1 to Customer 20: 183.48
Facility 1 to Customer 21: 256.02
Facility 1 to Customer 22: 410.31
Facility 1 to Customer 23: 229.58
Facility 1 to Customer 24: 480.43
Facility 2 to Customer 0: 325.15
Facility 2 to Customer 1: 741.80
Facility 2 to Customer 2: 475.02
Facility 2 to Customer 3: 234.09
Facility 2 to Customer 4: 505.93
Facility 2 to Customer 5: 457.94
Facility 2 to Customer 6: 76.84
Facility 2 to Customer 7: 106.53
Facility 2 to Customer 8: 482.92
Facility 2 to Customer 9: 548.09
Facility 2 to Customer 10: 361.50
Facility 2 to Customer 11: 422.57
Facility 2 to Customer 12: 195.15
Facility 2 to Customer 13: 170.88
Facility 2 to Customer 14: 219.28
Facility 2 to Customer 15: 99.30
Facility 2 to Customer 16: 366.07
Facility 2 to Customer 17: 482.64
Facility 2 to Customer 18: 522.89
Facility 2 to Customer 19: 699.38
Facility 2 to Customer 20: 181.02
Facility 2 to Customer 21: 320.52
Facility 2 to Customer 22: 49.04
Facility 2 to Customer 23: 274.85
Facility 2 to Customer 24: 593.11
Facility 3 to Customer 0: 357.76
Facility 3 to Customer 1: 472.80
Facility 3 to Customer 2: 132.00
Facility 3 to Customer 3: 386.16
Facility 3 to Customer 4: 402.32
Facility 3 to Customer 5: 319.31
Facility 3 to Customer 6: 281.19
Facility 3 to Customer 7: 239.14
Facility 3 to Customer 8: 145.28
Facility 3 to Customer 9: 314.04
Facility 3 to Customer 10: 163.60
Facility 3 to Customer 11: 128.00
Facility 3 to Customer 12: 238.38
Facility 3 to Customer 13: 173.95
Facility 3 to Customer 14: 159.20
Facility 3 to Customer 15: 264.98
Facility 3 to Customer 16: 161.14
Facility 3 to Customer 17: 293.82
Facility 3 to Customer 18: 557.04
Facility 3 to Customer 19: 443.42
Facility 3 to Customer 20: 174.11
Facility 3 to Customer 21: 207.01
Facility 3 to Customer 22: 392.87
Facility 3 to Customer 23: 253.71
Facility 3 to Customer 24: 524.82
Facility 4 to Customer 0: 276.52
Facility 4 to Customer 1: 723.16
Facility 4 to Customer 2: 491.39
Facility 4 to Customer 3: 176.08
Facility 4 to Customer 4: 465.89
Facility 4 to Customer 5: 425.71
Facility 4 to Customer 6: 78.77
Facility 4 to Customer 7: 124.10
Facility 4 to Customer 8: 503.05
Facility 4 to Customer 9: 527.58
Facility 4 to Customer 10: 401.33
Facility 4 to Customer 11: 452.11
Facility 4 to Customer 12: 169.92
Facility 4 to Customer 13: 187.11
Facility 4 to Customer 14: 256.30
Facility 4 to Customer 15: 94.87
Facility 4 to Customer 16: 353.51
Facility 4 to Customer 17: 457.23
Facility 4 to Customer 18: 466.14
Facility 4 to Customer 19: 678.72
Facility 4 to Customer 20: 186.57
Facility 4 to Customer 21: 367.49
Facility 4 to Customer 22: 70.04
Facility 4 to Customer 23: 242.33
Facility 4 to Customer 24: 545.51
Facility 5 to Customer 0: 156.97
