Facility Location Problem Instance
Number of facilities: 9
Number of customers: 10
Grid size: 100x100
Facilities coordinates (x, y):
51, 2
41, 21
58, 46
11, 55
13, 31
55, 51
10, 50
39, 43
28, 42
Customers coordinates (x, y):
21, 9
14, 24
44, 44
18, 30
13, 18
32, 25
22, 19
9, 22
63, 59
57, 41
Distances between facilities and customers:
Facility 0 to Customer 0: 30.81
Facility 0 to Customer 1: 43.05
Facility 0 to Customer 2: 42.58
Facility 0 to Customer 3: 43.28
Facility 0 to Customer 4: 41.23
Facility 0 to Customer 5: 29.83
Facility 0 to Customer 6: 33.62
Facility 0 to Customer 7: 46.52
Facility 0 to Customer 8: 58.25
Facility 0 to Customer 9: 39.46
Facility 1 to Customer 0: 23.32
Facility 1 to Customer 1: 27.17
Facility 1 to Customer 2: 23.19
Facility 1 to Customer 3: 24.70
Facility 1 to Customer 4: 28.16
Facility 1 to Customer 5: 9.85
Facility 1 to Customer 6: 19.10
Facility 1 to Customer 7: 32.02
Facility 1 to Customer 8: 43.91
Facility 1 to Customer 9: 25.61
Facility 2 to Customer 0: 52.33
Facility 2 to Customer 1: 49.19
Facility 2 to Customer 2: 14.14
Facility 2 to Customer 3: 43.08
Facility 2 to Customer 4: 53.00
Facility 2 to Customer 5: 33.42
Facility 2 to Customer 6: 45.00
Facility 2 to Customer 7: 54.56
Facility 2 to Customer 8: 13.93
Facility 2 to Customer 9: 5.10
Facility 3 to Customer 0: 47.07
Facility 3 to Customer 1: 31.14
Facility 3 to Customer 2: 34.79
Facility 3 to Customer 3: 25.96
Facility 3 to Customer 4: 37.05
Facility 3 to Customer 5: 36.62
Facility 3 to Customer 6: 37.64
Facility 3 to Customer 7: 33.06
Facility 3 to Customer 8: 52.15
Facility 3 to Customer 9: 48.08
Facility 4 to Customer 0: 23.41
Facility 4 to Customer 1: 7.07
Facility 4 to Customer 2: 33.62
Facility 4 to Customer 3: 5.10
Facility 4 to Customer 4: 13.00
Facility 4 to Customer 5: 19.92
Facility 4 to Customer 6: 15.00
Facility 4 to Customer 7: 9.85
Facility 4 to Customer 8: 57.31
Facility 4 to Customer 9: 45.12
Facility 5 to Customer 0: 54.04
Facility 5 to Customer 1: 49.09
Facility 5 to Customer 2: 13.04
Facility 5 to Customer 3: 42.54
Facility 5 to Customer 4: 53.41
Facility 5 to Customer 5: 34.71
Facility 5 to Customer 6: 45.97
