Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
21, 55
6, 55
54, 28
6, 33
58, 29
0, 46
9, 26
55, 41
Customers coordinates (x, y):
9, 4
30, 50
16, 21
39, 44
25, 41
5, 54
21, 54
43, 54
34, 24
Distances between facilities and customers:
Facility 0 to Customer 0: 52.39
Facility 0 to Customer 1: 10.30
Facility 0 to Customer 2: 34.37
Facility 0 to Customer 3: 21.10
Facility 0 to Customer 4: 14.56
Facility 0 to Customer 5: 16.03
Facility 0 to Customer 6: 1.00
Facility 0 to Customer 7: 22.02
Facility 0 to Customer 8: 33.62
Facility 1 to Customer 0: 51.09
Facility 1 to Customer 1: 24.52
Facility 1 to Customer 2: 35.44
Facility 1 to Customer 3: 34.79
Facility 1 to Customer 4: 23.60
Facility 1 to Customer 5: 1.41
Facility 1 to Customer 6: 15.03
Facility 1 to Customer 7: 37.01
Facility 1 to Customer 8: 41.77
Facility 2 to Customer 0: 51.00
Facility 2 to Customer 1: 32.56
Facility 2 to Customer 2: 38.64
Facility 2 to Customer 3: 21.93
Facility 2 to Customer 4: 31.78
Facility 2 to Customer 5: 55.47
Facility 2 to Customer 6: 42.01
Facility 2 to Customer 7: 28.23
Facility 2 to Customer 8: 20.40
Facility 3 to Customer 0: 29.15
Facility 3 to Customer 1: 29.41
Facility 3 to Customer 2: 15.62
Facility 3 to Customer 3: 34.79
Facility 3 to Customer 4: 20.62
Facility 3 to Customer 5: 21.02
Facility 3 to Customer 6: 25.81
Facility 3 to Customer 7: 42.54
Facility 3 to Customer 8: 29.41
Facility 4 to Customer 0: 55.01
Facility 4 to Customer 1: 35.00
Facility 4 to Customer 2: 42.76
Facility 4 to Customer 3: 24.21
Facility 4 to Customer 4: 35.11
Facility 4 to Customer 5: 58.60
Facility 4 to Customer 6: 44.65
Facility 4 to Customer 7: 29.15
Facility 4 to Customer 8: 24.52
Facility 5 to Customer 0: 42.95
Facility 5 to Customer 1: 30.27
Facility 5 to Customer 2: 29.68
Facility 5 to Customer 3: 39.05
