Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
31, 35
48, 15
44, 30
41, 45
31, 28
1, 5
18, 14
Customers coordinates (x, y):
25, 44
15, 19
42, 37
23, 30
35, 33
22, 27
47, 35
21, 22
Distances between facilities and customers:
Facility 0 to Customer 0: 10.82
Facility 0 to Customer 1: 22.63
Facility 0 to Customer 2: 11.18
Facility 0 to Customer 3: 9.43
Facility 0 to Customer 4: 4.47
Facility 0 to Customer 5: 12.04
Facility 0 to Customer 6: 16.00
Facility 0 to Customer 7: 16.40
Facility 1 to Customer 0: 37.01
Facility 1 to Customer 1: 33.24
Facility 1 to Customer 2: 22.80
Facility 1 to Customer 3: 29.15
Facility 1 to Customer 4: 22.20
Facility 1 to Customer 5: 28.64
Facility 1 to Customer 6: 20.02
Facility 1 to Customer 7: 27.89
Facility 2 to Customer 0: 23.60
Facility 2 to Customer 1: 31.02
Facility 2 to Customer 2: 7.28
Facility 2 to Customer 3: 21.00
Facility 2 to Customer 4: 9.49
Facility 2 to Customer 5: 22.20
Facility 2 to Customer 6: 5.83
Facility 2 to Customer 7: 24.35
Facility 3 to Customer 0: 16.03
Facility 3 to Customer 1: 36.77
Facility 3 to Customer 2: 8.06
Facility 3 to Customer 3: 23.43
Facility 3 to Customer 4: 13.42
Facility 3 to Customer 5: 26.17
Facility 3 to Customer 6: 11.66
Facility 3 to Customer 7: 30.48
Facility 4 to Customer 0: 17.09
Facility 4 to Customer 1: 18.36
Facility 4 to Customer 2: 14.21
Facility 4 to Customer 3: 8.25
Facility 4 to Customer 4: 6.40
Facility 4 to Customer 5: 9.06
Facility 4 to Customer 6: 17.46
Facility 4 to Customer 7: 11.66
Facility 5 to Customer 0: 45.79
Facility 5 to Customer 1: 19.80
Facility 5 to Customer 2: 52.01
Facility 5 to Customer 3: 33.30
Facility 5 to Customer 4: 44.05
Facility 5 to Customer 5: 30.41
Facility 5 to Customer 6: 54.92
Facility 5 to Customer 7: 26.25
Facility 6 to Customer 0: 30.81
Facility 6 to Customer 1: 5.83
Facility 6 to Customer 2: 33.24
Facility 6 to Customer 3: 16.76
Facility 6 to Customer 4: 25.50
Facility 6 to Customer 5: 13.60
Facility 6 to Customer 6: 35.81
Facility 6 to Customer 7: 8.54
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 23
Facility 0 to Customer 1: 13
Facility 0 to Customer 2: 7
Facility 0 to Customer 3: 13
Facility 0 to Customer 4: 18
Facility 0 to Customer 5: 23
Facility 0 to Customer 6: 11
Facility 0 to Customer 7: 20
Facility 1 to Customer 0: 20
Facility 1 to Customer 1: 5
Facility 1 to Customer 2: 8
Facility 1 to Customer 3: 8
Facility 1 to Customer 4: 11
Facility 1 to Customer 5: 12
Facility 1 to Customer 6: 21
Facility 1 to Customer 7: 9
Facility 2 to Customer 0: 11
Facility 2 to Customer 1: 24
Facility 2 to Customer 2: 24
Facility 2 to Customer 3: 8
Facility 2 to Customer 4: 10
Facility 2 to Customer 5: 11
Facility 2 to Customer 6: 22
Facility 2 to Customer 7: 9
Facility 3 to Customer 0: 24
Facility 3 to Customer 1: 7
Facility 3 to Customer 2: 11
Facility 3 to Customer 3: 18
Facility 3 to Customer 4: 11
Facility 3 to Customer 5: 9
Facility 3 to Customer 6: 9
Facility 3 to Customer 7: 6
Facility 4 to Customer 0: 10
Facility 4 to Customer 1: 19
Facility 4 to Customer 2: 14
Facility 4 to Customer 3: 11
Facility 4 to Customer 4: 9
Facility 4 to Customer 5: 5
Facility 4 to Customer 6: 17
Facility 4 to Customer 7: 22
Facility 5 to Customer 0: 17
Facility 5 to Customer 1: 22
Facility 5 to Customer 2: 9
Facility 5 to Customer 3: 17
Facility 5 to Customer 4: 8
Facility 5 to Customer 5: 21
Facility 5 to Customer 6: 7
Facility 5 to Customer 7: 21
Facility 6 to Customer 0: 15
Facility 6 to Customer 1: 24
Facility 6 to Customer 2: 8
Facility 6 to Customer 3: 6
Facility 6 to Customer 4: 24
Facility 6 to Customer 5: 20
Facility 6 to Customer 6: 22
Facility 6 to Customer 7: 12
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 12
Facility 0 to Customer 1: 18
Facility 0 to Customer 2: 29
Facility 0 to Customer 3: 15
Facility 0 to Customer 4: 19
Facility 0 to Customer 5: 30
Facility 0 to Customer 6: 19
Facility 0 to Customer 7: 22
Facility 1 to Customer 0: 26
Facility 1 to Customer 1: 18
Facility 1 to Customer 2: 26
Facility 1 to Customer 3: 33
Facility 1 to Customer 4: 18
Facility 1 to Customer 5: 18
Facility 1 to Customer 6: 10
Facility 1 to Customer 7: 11
Facility 2 to Customer 0: 25
Facility 2 to Customer 1: 10
Facility 2 to Customer 2: 19
Facility 2 to Customer 3: 27
