Facility Location Problem Instance
Number of facilities: 6
Number of customers: 7
Grid size: 100x100
Facilities coordinates (x, y):
27, 0
33, 34
43, 42
12, 23
27, 4
42, 21
Customers coordinates (x, y):
39, 20
42, 7
19, 32
19, 42
26, 20
25, 44
18, 35
Distances between facilities and customers:
Facility 0 to Customer 0: 23.32
Facility 0 to Customer 1: 16.55
Facility 0 to Customer 2: 32.98
Facility 0 to Customer 3: 42.76
Facility 0 to Customer 4: 20.02
Facility 0 to Customer 5: 44.05
Facility 0 to Customer 6: 36.14
Facility 1 to Customer 0: 15.23
Facility 1 to Customer 1: 28.46
Facility 1 to Customer 2: 14.14
Facility 1 to Customer 3: 16.12
Facility 1 to Customer 4: 15.65
Facility 1 to Customer 5: 12.81
Facility 1 to Customer 6: 15.03
Facility 2 to Customer 0: 22.36
Facility 2 to Customer 1: 35.01
Facility 2 to Customer 2: 26.00
Facility 2 to Customer 3: 24.00
Facility 2 to Customer 4: 27.80
Facility 2 to Customer 5: 18.11
Facility 2 to Customer 6: 25.96
Facility 3 to Customer 0: 27.17
Facility 3 to Customer 1: 34.00
Facility 3 to Customer 2: 11.40
Facility 3 to Customer 3: 20.25
Facility 3 to Customer 4: 14.32
Facility 3 to Customer 5: 24.70
Facility 3 to Customer 6: 13.42
Facility 4 to Customer 0: 20.00
Facility 4 to Customer 1: 15.30
Facility 4 to Customer 2: 29.12
Facility 4 to Customer 3: 38.83
Facility 4 to Customer 4: 16.03
Facility 4 to Customer 5: 40.05
Facility 4 to Customer 6: 32.28
Facility 5 to Customer 0: 3.16
Facility 5 to Customer 1: 14.00
Facility 5 to Customer 2: 25.50
Facility 5 to Customer 3: 31.14
Facility 5 to Customer 4: 16.03
Facility 5 to Customer 5: 28.60
Facility 5 to Customer 6: 27.78
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 16
Facility 0 to Customer 1: 17
Facility 0 to Customer 2: 11
Facility 0 to Customer 3: 14
Facility 0 to Customer 4: 17
Facility 0 to Customer 5: 21
Facility 0 to Customer 6: 18
Facility 1 to Customer 0: 6
Facility 1 to Customer 1: 15
Facility 1 to Customer 2: 5
Facility 1 to Customer 3: 23
Facility 1 to Customer 4: 8
Facility 1 to Customer 5: 23
Facility 1 to Customer 6: 15
Facility 2 to Customer 0: 12
Facility 2 to Customer 1: 15
Facility 2 to Customer 2: 8
Facility 2 to Customer 3: 21
Facility 2 to Customer 4: 11
Facility 2 to Customer 5: 12
Facility 2 to Customer 6: 7
Facility 3 to Customer 0: 6
Facility 3 to Customer 1: 19
Facility 3 to Customer 2: 9
Facility 3 to Customer 3: 5
Facility 3 to Customer 4: 8
Facility 3 to Customer 5: 19
Facility 3 to Customer 6: 24
Facility 4 to Customer 0: 23
Facility 4 to Customer 1: 7
Facility 4 to Customer 2: 24
Facility 4 to Customer 3: 15
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 17
Facility 4 to Customer 6: 15
Facility 5 to Customer 0: 6
Facility 5 to Customer 1: 13
Facility 5 to Customer 2: 6
Facility 5 to Customer 3: 13
Facility 5 to Customer 4: 13
Facility 5 to Customer 5: 12
Facility 5 to Customer 6: 21
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 10
Facility 0 to Customer 1: 34
Facility 0 to Customer 2: 20
Facility 0 to Customer 3: 17
Facility 0 to Customer 4: 19
Facility 0 to Customer 5: 34
Facility 0 to Customer 6: 16
Facility 1 to Customer 0: 12
Facility 1 to Customer 1: 12
Facility 1 to Customer 2: 27
Facility 1 to Customer 3: 14
Facility 1 to Customer 4: 21
Facility 1 to Customer 5: 21
Facility 1 to Customer 6: 28
Facility 2 to Customer 0: 15
Facility 2 to Customer 1: 11
Facility 2 to Customer 2: 21
Facility 2 to Customer 3: 28
Facility 2 to Customer 4: 14
Facility 2 to Customer 5: 21
Facility 2 to Customer 6: 26
Facility 3 to Customer 0: 26
Facility 3 to Customer 1: 19
Facility 3 to Customer 2: 34
Facility 3 to Customer 3: 32
Facility 3 to Customer 4: 26
Facility 3 to Customer 5: 24
Facility 3 to Customer 6: 21
Facility 4 to Customer 0: 25
Facility 4 to Customer 1: 33
Facility 4 to Customer 2: 28
Facility 4 to Customer 3: 17
Facility 4 to Customer 4: 30
Facility 4 to Customer 5: 26
Facility 4 to Customer 6: 32
Facility 5 to Customer 0: 14
Facility 5 to Customer 1: 31
Facility 5 to Customer 2: 25
Facility 5 to Customer 3: 15
Facility 5 to Customer 4: 17
Facility 5 to Customer 5: 34
Facility 5 to Customer 6: 27
Facility capacities:
Facility 0: 16
Facility 1: 19
Facility 2: 13
Facility 3: 17
Facility 4: 19
Facility 5: 14
Small drone payload capacity: 7
Large drone payload capacity: 16
Small drone max range: 43
Large drone max range: 102
