Facility Location Problem Instance
Number of facilities: 6
Number of customers: 7
Grid size: 100x100
Facilities coordinates (x, y):
16, 5
30, 1
34, 3
22, 14
41, 4
41, 2
Customers coordinates (x, y):
1, 15
12, 1
39, 9
15, 8
30, 42
7, 36
13, 29
Distances between facilities and customers:
Facility 0 to Customer 0: 18.03
Facility 0 to Customer 1: 5.66
Facility 0 to Customer 2: 23.35
Facility 0 to Customer 3: 3.16
Facility 0 to Customer 4: 39.56
Facility 0 to Customer 5: 32.28
Facility 0 to Customer 6: 24.19
Facility 1 to Customer 0: 32.20
Facility 1 to Customer 1: 18.00
Facility 1 to Customer 2: 12.04
Facility 1 to Customer 3: 16.55
Facility 1 to Customer 4: 41.00
Facility 1 to Customer 5: 41.88
Facility 1 to Customer 6: 32.76
Facility 2 to Customer 0: 35.11
Facility 2 to Customer 1: 22.09
Facility 2 to Customer 2: 7.81
Facility 2 to Customer 3: 19.65
Facility 2 to Customer 4: 39.20
Facility 2 to Customer 5: 42.64
Facility 2 to Customer 6: 33.42
Facility 3 to Customer 0: 21.02
Facility 3 to Customer 1: 16.40
Facility 3 to Customer 2: 17.72
Facility 3 to Customer 3: 9.22
Facility 3 to Customer 4: 29.12
Facility 3 to Customer 5: 26.63
Facility 3 to Customer 6: 17.49
Facility 4 to Customer 0: 41.48
Facility 4 to Customer 1: 29.15
Facility 4 to Customer 2: 5.39
Facility 4 to Customer 3: 26.31
Facility 4 to Customer 4: 39.56
Facility 4 to Customer 5: 46.69
Facility 4 to Customer 6: 37.54
Facility 5 to Customer 0: 42.06
Facility 5 to Customer 1: 29.02
Facility 5 to Customer 2: 7.28
Facility 5 to Customer 3: 26.68
Facility 5 to Customer 4: 41.48
Facility 5 to Customer 5: 48.08
Facility 5 to Customer 6: 38.90
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 21
Facility 0 to Customer 1: 21
Facility 0 to Customer 2: 16
Facility 0 to Customer 3: 19
Facility 0 to Customer 4: 19
Facility 0 to Customer 5: 10
Facility 0 to Customer 6: 16
Facility 1 to Customer 0: 24
Facility 1 to Customer 1: 22
Facility 1 to Customer 2: 18
Facility 1 to Customer 3: 6
Facility 1 to Customer 4: 13
Facility 1 to Customer 5: 9
Facility 1 to Customer 6: 24
Facility 2 to Customer 0: 5
Facility 2 to Customer 1: 7
Facility 2 to Customer 2: 10
Facility 2 to Customer 3: 9
Facility 2 to Customer 4: 9
Facility 2 to Customer 5: 5
Facility 2 to Customer 6: 21
Facility 3 to Customer 0: 23
Facility 3 to Customer 1: 18
Facility 3 to Customer 2: 16
Facility 3 to Customer 3: 14
Facility 3 to Customer 4: 24
Facility 3 to Customer 5: 22
Facility 3 to Customer 6: 15
Facility 4 to Customer 0: 6
Facility 4 to Customer 1: 22
Facility 4 to Customer 2: 11
Facility 4 to Customer 3: 19
Facility 4 to Customer 4: 15
Facility 4 to Customer 5: 22
Facility 4 to Customer 6: 16
Facility 5 to Customer 0: 10
Facility 5 to Customer 1: 24
Facility 5 to Customer 2: 17
Facility 5 to Customer 3: 24
Facility 5 to Customer 4: 20
Facility 5 to Customer 5: 22
Facility 5 to Customer 6: 14
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 32
Facility 0 to Customer 1: 17
Facility 0 to Customer 2: 27
Facility 0 to Customer 3: 30
Facility 0 to Customer 4: 10
Facility 0 to Customer 5: 32
Facility 0 to Customer 6: 17
Facility 1 to Customer 0: 15
Facility 1 to Customer 1: 14
Facility 1 to Customer 2: 24
Facility 1 to Customer 3: 31
Facility 1 to Customer 4: 24
Facility 1 to Customer 5: 11
Facility 1 to Customer 6: 10
Facility 2 to Customer 0: 32
Facility 2 to Customer 1: 32
Facility 2 to Customer 2: 20
Facility 2 to Customer 3: 19
Facility 2 to Customer 4: 27
Facility 2 to Customer 5: 27
Facility 2 to Customer 6: 26
Facility 3 to Customer 0: 17
Facility 3 to Customer 1: 24
Facility 3 to Customer 2: 17
Facility 3 to Customer 3: 26
Facility 3 to Customer 4: 21
Facility 3 to Customer 5: 17
Facility 3 to Customer 6: 34
Facility 4 to Customer 0: 23
Facility 4 to Customer 1: 13
Facility 4 to Customer 2: 10
Facility 4 to Customer 3: 10
Facility 4 to Customer 4: 28
Facility 4 to Customer 5: 25
Facility 4 to Customer 6: 23
Facility 5 to Customer 0: 30
Facility 5 to Customer 1: 25
Facility 5 to Customer 2: 14
Facility 5 to Customer 3: 18
Facility 5 to Customer 4: 11
Facility 5 to Customer 5: 27
Facility 5 to Customer 6: 15
Facility capacities:
Facility 0: 13
Facility 1: 5
Facility 2: 13
Facility 3: 20
Facility 4: 17
Facility 5: 13
Small drone payload capacity: 16
Large drone payload capacity: 18
Small drone max range: 41
Large drone max range: 70
