Facility Location Problem Instance
Number of facilities: 10
Number of customers: 11
Grid size: 100x100
Facilities coordinates (x, y):
20, 34
57, 65
18, 55
11, 28
57, 44
3, 53
6, 50
64, 47
30, 49
10, 47
Customers coordinates (x, y):
28, 3
40, 12
42, 18
17, 4
36, 60
17, 60
57, 0
10, 2
32, 27
19, 70
67, 54
Distances between facilities and customers:
Facility 0 to Customer 0: 32.02
Facility 0 to Customer 1: 29.73
Facility 0 to Customer 2: 27.20
Facility 0 to Customer 3: 30.15
Facility 0 to Customer 4: 30.53
Facility 0 to Customer 5: 26.17
Facility 0 to Customer 6: 50.25
Facility 0 to Customer 7: 33.53
Facility 0 to Customer 8: 13.89
Facility 0 to Customer 9: 36.01
Facility 0 to Customer 10: 51.08
Facility 1 to Customer 0: 68.45
Facility 1 to Customer 1: 55.66
Facility 1 to Customer 2: 49.34
Facility 1 to Customer 3: 72.95
Facility 1 to Customer 4: 21.59
Facility 1 to Customer 5: 40.31
Facility 1 to Customer 6: 65.00
Facility 1 to Customer 7: 78.60
Facility 1 to Customer 8: 45.49
Facility 1 to Customer 9: 38.33
Facility 1 to Customer 10: 14.87
Facility 2 to Customer 0: 52.95
Facility 2 to Customer 1: 48.30
Facility 2 to Customer 2: 44.10
Facility 2 to Customer 3: 51.01
Facility 2 to Customer 4: 18.68
Facility 2 to Customer 5: 5.10
Facility 2 to Customer 6: 67.42
Facility 2 to Customer 7: 53.60
Facility 2 to Customer 8: 31.30
Facility 2 to Customer 9: 15.03
Facility 2 to Customer 10: 49.01
Facility 3 to Customer 0: 30.23
Facility 3 to Customer 1: 33.12
Facility 3 to Customer 2: 32.57
Facility 3 to Customer 3: 24.74
Facility 3 to Customer 4: 40.61
Facility 3 to Customer 5: 32.56
Facility 3 to Customer 6: 53.85
Facility 3 to Customer 7: 26.02
Facility 3 to Customer 8: 21.02
Facility 3 to Customer 9: 42.76
Facility 3 to Customer 10: 61.74
Facility 4 to Customer 0: 50.22
Facility 4 to Customer 1: 36.24
Facility 4 to Customer 2: 30.02
Facility 4 to Customer 3: 56.57
Facility 4 to Customer 4: 26.40
Facility 4 to Customer 5: 43.08
Facility 4 to Customer 6: 44.00
Facility 4 to Customer 7: 63.03
Facility 4 to Customer 8: 30.23
Facility 4 to Customer 9: 46.04
Facility 4 to Customer 10: 14.14
Facility 5 to Customer 0: 55.90
Facility 5 to Customer 1: 55.23
Facility 5 to Customer 2: 52.40
Facility 5 to Customer 3: 50.96
Facility 5 to Customer 4: 33.73
Facility 5 to Customer 5: 15.65
Facility 5 to Customer 6: 75.66
Facility 5 to Customer 7: 51.48
Facility 5 to Customer 8: 38.95
Facility 5 to Customer 9: 23.35
Facility 5 to Customer 10: 64.01
Facility 6 to Customer 0: 51.89
Facility 6 to Customer 1: 50.99
Facility 6 to Customer 2: 48.17
Facility 6 to Customer 3: 47.30
Facility 6 to Customer 4: 31.62
Facility 6 to Customer 5: 14.87
Facility 6 to Customer 6: 71.42
Facility 6 to Customer 7: 48.17
Facility 6 to Customer 8: 34.71
Facility 6 to Customer 9: 23.85
Facility 6 to Customer 10: 61.13
Facility 7 to Customer 0: 56.85
Facility 7 to Customer 1: 42.44
Facility 7 to Customer 2: 36.40
Facility 7 to Customer 3: 63.70
Facility 7 to Customer 4: 30.87
Facility 7 to Customer 5: 48.76
Facility 7 to Customer 6: 47.52
Facility 7 to Customer 7: 70.29
Facility 7 to Customer 8: 37.74
Facility 7 to Customer 9: 50.54
Facility 7 to Customer 10: 7.62
Facility 8 to Customer 0: 46.04
Facility 8 to Customer 1: 38.33
Facility 8 to Customer 2: 33.24
Facility 8 to Customer 3: 46.84
Facility 8 to Customer 4: 12.53
Facility 8 to Customer 5: 17.03
Facility 8 to Customer 6: 55.95
Facility 8 to Customer 7: 51.08
Facility 8 to Customer 8: 22.09
Facility 8 to Customer 9: 23.71
Facility 8 to Customer 10: 37.34
Facility 9 to Customer 0: 47.54
Facility 9 to Customer 1: 46.10
Facility 9 to Customer 2: 43.19
Facility 9 to Customer 3: 43.57
Facility 9 to Customer 4: 29.07
Facility 9 to Customer 5: 14.76
Facility 9 to Customer 6: 66.47
Facility 9 to Customer 7: 45.00
Facility 9 to Customer 8: 29.73
Facility 9 to Customer 9: 24.70
Facility 9 to Customer 10: 57.43
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 5
Facility 0 to Customer 1: 13
Facility 0 to Customer 2: 13
Facility 0 to Customer 3: 11
Facility 0 to Customer 4: 7
Facility 0 to Customer 5: 22
Facility 0 to Customer 6: 15
Facility 0 to Customer 7: 11
Facility 0 to Customer 8: 13
Facility 0 to Customer 9: 5
Facility 0 to Customer 10: 18
Facility 1 to Customer 0: 24
Facility 1 to Customer 1: 10
Facility 1 to Customer 2: 11
Facility 1 to Customer 3: 14
Facility 1 to Customer 4: 11
Facility 1 to Customer 5: 6
Facility 1 to Customer 6: 8
Facility 1 to Customer 7: 21
Facility 1 to Customer 8: 5
Facility 1 to Customer 9: 14
Facility 1 to Customer 10: 23
Facility 2 to Customer 0: 19
Facility 2 to Customer 1: 14
Facility 2 to Customer 2: 23
Facility 2 to Customer 3: 16
Facility 2 to Customer 4: 20
Facility 2 to Customer 5: 13
Facility 2 to Customer 6: 19
Facility 2 to Customer 7: 21
Facility 2 to Customer 8: 18
Facility 2 to Customer 9: 22
Facility 2 to Customer 10: 6
Facility 3 to Customer 0: 8
Facility 3 to Customer 1: 22
Facility 3 to Customer 2: 11
Facility 3 to Customer 3: 17
Facility 3 to Customer 4: 19
Facility 3 to Customer 5: 5
Facility 3 to Customer 6: 15
Facility 3 to Customer 7: 14
Facility 3 to Customer 8: 9
Facility 3 to Customer 9: 20
Facility 3 to Customer 10: 15
Facility 4 to Customer 0: 10
Facility 4 to Customer 1: 13
Facility 4 to Customer 2: 17
Facility 4 to Customer 3: 12
Facility 4 to Customer 4: 18
Facility 4 to Customer 5: 5
Facility 4 to Customer 6: 21
Facility 4 to Customer 7: 9
Facility 4 to Customer 8: 6
Facility 4 to Customer 9: 13
Facility 4 to Customer 10: 8
Facility 5 to Customer 0: 21
Facility 5 to Customer 1: 21
Facility 5 to Customer 2: 22
Facility 5 to Customer 3: 20
Facility 5 to Customer 4: 12
Facility 5 to Customer 5: 15
Facility 5 to Customer 6: 22
Facility 5 to Customer 7: 14
Facility 5 to Customer 8: 17
Facility 5 to Customer 9: 21
Facility 5 to Customer 10: 22
Facility 6 to Customer 0: 14
Facility 6 to Customer 1: 20
Facility 6 to Customer 2: 24
Facility 6 to Customer 3: 9
Facility 6 to Customer 4: 17
Facility 6 to Customer 5: 22
Facility 6 to Customer 6: 21
Facility 6 to Customer 7: 13
Facility 6 to Customer 8: 18
Facility 6 to Customer 9: 21
Facility 6 to Customer 10: 8
Facility 7 to Customer 0: 22
Facility 7 to Customer 1: 24
Facility 7 to Customer 2: 19
Facility 7 to Customer 3: 15
Facility 7 to Customer 4: 16
Facility 7 to Customer 5: 13
Facility 7 to Customer 6: 17
Facility 7 to Customer 7: 19
Facility 7 to Customer 8: 19
Facility 7 to Customer 9: 9
Facility 7 to Customer 10: 23
Facility 8 to Customer 0: 24
Facility 8 to Customer 1: 18
Facility 8 to Customer 2: 21
Facility 8 to Customer 3: 22
Facility 8 to Customer 4: 7
Facility 8 to Customer 5: 6
Facility 8 to Customer 6: 5
Facility 8 to Customer 7: 14
Facility 8 to Customer 8: 23
Facility 8 to Customer 9: 21
Facility 8 to Customer 10: 16
Facility 9 to Customer 0: 5
Facility 9 to Customer 1: 16
Facility 9 to Customer 2: 21
Facility 9 to Customer 3: 7
Facility 9 to Customer 4: 15
Facility 9 to Customer 5: 21
Facility 9 to Customer 6: 7
Facility 9 to Customer 7: 12
Facility 9 to Customer 8: 24
Facility 9 to Customer 9: 8
Facility 9 to Customer 10: 11
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 23
Facility 0 to Customer 1: 23
Facility 0 to Customer 2: 13
Facility 0 to Customer 3: 25
Facility 0 to Customer 4: 33
Facility 0 to Customer 5: 31
Facility 0 to Customer 6: 10
Facility 0 to Customer 7: 26
Facility 0 to Customer 8: 34
Facility 0 to Customer 9: 19
Facility 0 to Customer 10: 31
Facility 1 to Customer 0: 25
Facility 1 to Customer 1: 25
Facility 1 to Customer 2: 17
Facility 1 to Customer 3: 16
Facility 1 to Customer 4: 15
Facility 1 to Customer 5: 25
Facility 1 to Customer 6: 29
Facility 1 to Customer 7: 25
Facility 1 to Customer 8: 16
Facility 1 to Customer 9: 18
Facility 1 to Customer 10: 23
Facility 2 to Customer 0: 20
Facility 2 to Customer 1: 23
Facility 2 to Customer 2: 16
Facility 2 to Customer 3: 10
Facility 2 to Customer 4: 34
Facility 2 to Customer 5: 22
Facility 2 to Customer 6: 29
Facility 2 to Customer 7: 12
Facility 2 to Customer 8: 29
Facility 2 to Customer 9: 13
Facility 2 to Customer 10: 20
Facility 3 to Customer 0: 11
Facility 3 to Customer 1: 23
Facility 3 to Customer 2: 21
Facility 3 to Customer 3: 26
Facility 3 to Customer 4: 21
Facility 3 to Customer 5: 21
Facility 3 to Customer 6: 10
Facility 3 to Customer 7: 22
