Facility Location Problem Instance
Number of facilities: 12
Number of customers: 13
Grid size: 100x100
Facilities coordinates (x, y):
3, 28
37, 4
35, 28
68, 36
21, 58
72, 63
70, 65
14, 73
14, 34
69, 46
69, 5
56, 69
Customers coordinates (x, y):
27, 54
13, 83
31, 38
4, 57
33, 44
11, 56
15, 30
26, 75
88, 44
78, 80
54, 21
78, 17
26, 26
Distances between facilities and customers:
Facility 0 to Customer 0: 35.38
Facility 0 to Customer 1: 55.90
Facility 0 to Customer 2: 29.73
Facility 0 to Customer 3: 29.02
Facility 0 to Customer 4: 34.00
Facility 0 to Customer 5: 29.12
Facility 0 to Customer 6: 12.17
Facility 0 to Customer 7: 52.33
Facility 0 to Customer 8: 86.49
Facility 0 to Customer 9: 91.26
Facility 0 to Customer 10: 51.48
Facility 0 to Customer 11: 75.80
Facility 0 to Customer 12: 23.09
Facility 1 to Customer 0: 50.99
Facility 1 to Customer 1: 82.57
Facility 1 to Customer 2: 34.53
Facility 1 to Customer 3: 62.43
Facility 1 to Customer 4: 40.20
Facility 1 to Customer 5: 58.14
Facility 1 to Customer 6: 34.06
Facility 1 to Customer 7: 71.85
Facility 1 to Customer 8: 64.82
Facility 1 to Customer 9: 86.35
Facility 1 to Customer 10: 24.04
Facility 1 to Customer 11: 43.01
Facility 1 to Customer 12: 24.60
Facility 2 to Customer 0: 27.20
Facility 2 to Customer 1: 59.24
Facility 2 to Customer 2: 10.77
Facility 2 to Customer 3: 42.45
Facility 2 to Customer 4: 16.12
Facility 2 to Customer 5: 36.88
Facility 2 to Customer 6: 20.10
Facility 2 to Customer 7: 47.85
Facility 2 to Customer 8: 55.36
Facility 2 to Customer 9: 67.48
Facility 2 to Customer 10: 20.25
Facility 2 to Customer 11: 44.38
Facility 2 to Customer 12: 9.22
Facility 3 to Customer 0: 44.78
Facility 3 to Customer 1: 72.35
Facility 3 to Customer 2: 37.05
Facility 3 to Customer 3: 67.36
Facility 3 to Customer 4: 35.90
Facility 3 to Customer 5: 60.41
Facility 3 to Customer 6: 53.34
Facility 3 to Customer 7: 57.31
Facility 3 to Customer 8: 21.54
Facility 3 to Customer 9: 45.12
Facility 3 to Customer 10: 20.52
Facility 3 to Customer 11: 21.47
Facility 3 to Customer 12: 43.17
Facility 4 to Customer 0: 7.21
Facility 4 to Customer 1: 26.25
Facility 4 to Customer 2: 22.36
Facility 4 to Customer 3: 17.03
Facility 4 to Customer 4: 18.44
Facility 4 to Customer 5: 10.20
Facility 4 to Customer 6: 28.64
Facility 4 to Customer 7: 17.72
Facility 4 to Customer 8: 68.45
Facility 4 to Customer 9: 61.10
Facility 4 to Customer 10: 49.58
Facility 4 to Customer 11: 70.21
Facility 4 to Customer 12: 32.39
Facility 5 to Customer 0: 45.89
Facility 5 to Customer 1: 62.30
Facility 5 to Customer 2: 48.02
Facility 5 to Customer 3: 68.26
Facility 5 to Customer 4: 43.38
Facility 5 to Customer 5: 61.40
Facility 5 to Customer 6: 65.86
Facility 5 to Customer 7: 47.54
Facility 5 to Customer 8: 24.84
Facility 5 to Customer 9: 18.03
Facility 5 to Customer 10: 45.69
Facility 5 to Customer 11: 46.39
Facility 5 to Customer 12: 59.03
Facility 6 to Customer 0: 44.38
Facility 6 to Customer 1: 59.77
Facility 6 to Customer 2: 47.43
Facility 6 to Customer 3: 66.48
Facility 6 to Customer 4: 42.54
Facility 6 to Customer 5: 59.68
Facility 6 to Customer 6: 65.19
Facility 6 to Customer 7: 45.12
Facility 6 to Customer 8: 27.66
Facility 6 to Customer 9: 17.00
Facility 6 to Customer 10: 46.82
Facility 6 to Customer 11: 48.66
Facility 6 to Customer 12: 58.80
Facility 7 to Customer 0: 23.02
Facility 7 to Customer 1: 10.05
Facility 7 to Customer 2: 38.91
Facility 7 to Customer 3: 18.87
Facility 7 to Customer 4: 34.67
Facility 7 to Customer 5: 17.26
Facility 7 to Customer 6: 43.01
Facility 7 to Customer 7: 12.17
Facility 7 to Customer 8: 79.48
Facility 7 to Customer 9: 64.38
Facility 7 to Customer 10: 65.60
Facility 7 to Customer 11: 85.04
Facility 7 to Customer 12: 48.51
Facility 8 to Customer 0: 23.85
Facility 8 to Customer 1: 49.01
Facility 8 to Customer 2: 17.46
Facility 8 to Customer 3: 25.08
Facility 8 to Customer 4: 21.47
Facility 8 to Customer 5: 22.20
Facility 8 to Customer 6: 4.12
Facility 8 to Customer 7: 42.72
Facility 8 to Customer 8: 74.67
Facility 8 to Customer 9: 78.82
Facility 8 to Customer 10: 42.06
Facility 8 to Customer 11: 66.22
Facility 8 to Customer 12: 14.42
Facility 9 to Customer 0: 42.76
Facility 9 to Customer 1: 67.12
Facility 9 to Customer 2: 38.83
Facility 9 to Customer 3: 65.92
Facility 9 to Customer 4: 36.06
Facility 9 to Customer 5: 58.86
Facility 9 to Customer 6: 56.32
Facility 9 to Customer 7: 51.87
Facility 9 to Customer 8: 19.10
Facility 9 to Customer 9: 35.17
Facility 9 to Customer 10: 29.15
Facility 9 to Customer 11: 30.36
Facility 9 to Customer 12: 47.42
Facility 10 to Customer 0: 64.54
Facility 10 to Customer 1: 96.02
Facility 10 to Customer 2: 50.33
Facility 10 to Customer 3: 83.24
Facility 10 to Customer 4: 53.08
Facility 10 to Customer 5: 77.23
Facility 10 to Customer 6: 59.51
Facility 10 to Customer 7: 82.15
Facility 10 to Customer 8: 43.38
Facility 10 to Customer 9: 75.54
Facility 10 to Customer 10: 21.93
Facility 10 to Customer 11: 15.00
Facility 10 to Customer 12: 47.85
Facility 11 to Customer 0: 32.65
Facility 11 to Customer 1: 45.22
Facility 11 to Customer 2: 39.82
Facility 11 to Customer 3: 53.37
Facility 11 to Customer 4: 33.97
Facility 11 to Customer 5: 46.84
Facility 11 to Customer 6: 56.59
Facility 11 to Customer 7: 30.59
Facility 11 to Customer 8: 40.61
Facility 11 to Customer 9: 24.60
Facility 11 to Customer 10: 48.04
Facility 11 to Customer 11: 56.46
Facility 11 to Customer 12: 52.43
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 13
Facility 0 to Customer 1: 8
Facility 0 to Customer 2: 21
Facility 0 to Customer 3: 6
Facility 0 to Customer 4: 20
Facility 0 to Customer 5: 18
Facility 0 to Customer 6: 12
Facility 0 to Customer 7: 18
Facility 0 to Customer 8: 6
Facility 0 to Customer 9: 20
Facility 0 to Customer 10: 8
Facility 0 to Customer 11: 5
Facility 0 to Customer 12: 24
Facility 1 to Customer 0: 18
Facility 1 to Customer 1: 12
Facility 1 to Customer 2: 7
Facility 1 to Customer 3: 9
Facility 1 to Customer 4: 10
Facility 1 to Customer 5: 12
Facility 1 to Customer 6: 10
Facility 1 to Customer 7: 10
Facility 1 to Customer 8: 8
Facility 1 to Customer 9: 11
Facility 1 to Customer 10: 23
Facility 1 to Customer 11: 11
Facility 1 to Customer 12: 7
Facility 2 to Customer 0: 12
Facility 2 to Customer 1: 5
Facility 2 to Customer 2: 5
Facility 2 to Customer 3: 18
Facility 2 to Customer 4: 10
Facility 2 to Customer 5: 14
Facility 2 to Customer 6: 18
Facility 2 to Customer 7: 8
Facility 2 to Customer 8: 10
Facility 2 to Customer 9: 20
Facility 2 to Customer 10: 5
Facility 2 to Customer 11: 10
Facility 2 to Customer 12: 13
Facility 3 to Customer 0: 19
Facility 3 to Customer 1: 16
Facility 3 to Customer 2: 7
Facility 3 to Customer 3: 15
Facility 3 to Customer 4: 19
Facility 3 to Customer 5: 7
Facility 3 to Customer 6: 18
Facility 3 to Customer 7: 6
Facility 3 to Customer 8: 8
Facility 3 to Customer 9: 23
Facility 3 to Customer 10: 16
Facility 3 to Customer 11: 6
Facility 3 to Customer 12: 21
Facility 4 to Customer 0: 7
Facility 4 to Customer 1: 14
Facility 4 to Customer 2: 20
Facility 4 to Customer 3: 13
Facility 4 to Customer 4: 15
Facility 4 to Customer 5: 19
Facility 4 to Customer 6: 7
Facility 4 to Customer 7: 20
Facility 4 to Customer 8: 16
Facility 4 to Customer 9: 9
Facility 4 to Customer 10: 11
Facility 4 to Customer 11: 13
Facility 4 to Customer 12: 22
Facility 5 to Customer 0: 12
Facility 5 to Customer 1: 16
Facility 5 to Customer 2: 24
Facility 5 to Customer 3: 6
Facility 5 to Customer 4: 14
Facility 5 to Customer 5: 23
Facility 5 to Customer 6: 13
Facility 5 to Customer 7: 12
Facility 5 to Customer 8: 5
Facility 5 to Customer 9: 10
Facility 5 to Customer 10: 16
Facility 5 to Customer 11: 23
Facility 5 to Customer 12: 21
Facility 6 to Customer 0: 6
Facility 6 to Customer 1: 15
Facility 6 to Customer 2: 22
Facility 6 to Customer 3: 15
Facility 6 to Customer 4: 22
Facility 6 to Customer 5: 12
Facility 6 to Customer 6: 19
Facility 6 to Customer 7: 13
Facility 6 to Customer 8: 19
Facility 6 to Customer 9: 11
Facility 6 to Customer 10: 24
Facility 6 to Customer 11: 17
