Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
15, 11
35, 4
10, 0
26, 28
44, 38
30, 18
2, 14
Customers coordinates (x, y):
18, 45
18, 44
29, 4
43, 14
16, 40
37, 42
12, 27
7, 34
Distances between facilities and customers:
Facility 0 to Customer 0: 34.13
Facility 0 to Customer 1: 33.14
Facility 0 to Customer 2: 15.65
Facility 0 to Customer 3: 28.16
Facility 0 to Customer 4: 29.02
Facility 0 to Customer 5: 38.01
Facility 0 to Customer 6: 16.28
Facility 0 to Customer 7: 24.35
Facility 1 to Customer 0: 44.38
Facility 1 to Customer 1: 43.46
Facility 1 to Customer 2: 6.00
Facility 1 to Customer 3: 12.81
Facility 1 to Customer 4: 40.71
Facility 1 to Customer 5: 38.05
Facility 1 to Customer 6: 32.53
Facility 1 to Customer 7: 41.04
Facility 2 to Customer 0: 45.71
Facility 2 to Customer 1: 44.72
Facility 2 to Customer 2: 19.42
Facility 2 to Customer 3: 35.85
Facility 2 to Customer 4: 40.45
Facility 2 to Customer 5: 49.93
Facility 2 to Customer 6: 27.07
Facility 2 to Customer 7: 34.13
Facility 3 to Customer 0: 18.79
Facility 3 to Customer 1: 17.89
Facility 3 to Customer 2: 24.19
Facility 3 to Customer 3: 22.02
Facility 3 to Customer 4: 15.62
Facility 3 to Customer 5: 17.80
Facility 3 to Customer 6: 14.04
Facility 3 to Customer 7: 19.92
Facility 4 to Customer 0: 26.93
Facility 4 to Customer 1: 26.68
Facility 4 to Customer 2: 37.16
Facility 4 to Customer 3: 24.02
Facility 4 to Customer 4: 28.07
Facility 4 to Customer 5: 8.06
Facility 4 to Customer 6: 33.84
Facility 4 to Customer 7: 37.22
Facility 5 to Customer 0: 29.55
Facility 5 to Customer 1: 28.64
Facility 5 to Customer 2: 14.04
Facility 5 to Customer 3: 13.60
Facility 5 to Customer 4: 26.08
Facility 5 to Customer 5: 25.00
Facility 5 to Customer 6: 20.12
Facility 5 to Customer 7: 28.02
Facility 6 to Customer 0: 34.89
Facility 6 to Customer 1: 34.00
Facility 6 to Customer 2: 28.79
Facility 6 to Customer 3: 41.00
Facility 6 to Customer 4: 29.53
Facility 6 to Customer 5: 44.82
Facility 6 to Customer 6: 16.40
Facility 6 to Customer 7: 20.62
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 7
Facility 0 to Customer 1: 12
Facility 0 to Customer 2: 16
Facility 0 to Customer 3: 5
Facility 0 to Customer 4: 14
Facility 0 to Customer 5: 24
Facility 0 to Customer 6: 7
Facility 0 to Customer 7: 10
Facility 1 to Customer 0: 11
Facility 1 to Customer 1: 24
Facility 1 to Customer 2: 22
Facility 1 to Customer 3: 15
Facility 1 to Customer 4: 23
Facility 1 to Customer 5: 9
Facility 1 to Customer 6: 23
Facility 1 to Customer 7: 15
Facility 2 to Customer 0: 16
Facility 2 to Customer 1: 14
Facility 2 to Customer 2: 12
Facility 2 to Customer 3: 13
Facility 2 to Customer 4: 8
Facility 2 to Customer 5: 9
Facility 2 to Customer 6: 12
Facility 2 to Customer 7: 13
Facility 3 to Customer 0: 19
Facility 3 to Customer 1: 19
Facility 3 to Customer 2: 20
Facility 3 to Customer 3: 18
Facility 3 to Customer 4: 12
Facility 3 to Customer 5: 22
Facility 3 to Customer 6: 14
Facility 3 to Customer 7: 24
Facility 4 to Customer 0: 10
Facility 4 to Customer 1: 16
Facility 4 to Customer 2: 6
Facility 4 to Customer 3: 11
Facility 4 to Customer 4: 20
Facility 4 to Customer 5: 7
Facility 4 to Customer 6: 17
Facility 4 to Customer 7: 7
Facility 5 to Customer 0: 22
Facility 5 to Customer 1: 15
Facility 5 to Customer 2: 12
Facility 5 to Customer 3: 10
Facility 5 to Customer 4: 5
Facility 5 to Customer 5: 5
Facility 5 to Customer 6: 12
Facility 5 to Customer 7: 9
Facility 6 to Customer 0: 20
Facility 6 to Customer 1: 15
Facility 6 to Customer 2: 9
Facility 6 to Customer 3: 8
Facility 6 to Customer 4: 10
Facility 6 to Customer 5: 18
Facility 6 to Customer 6: 23
Facility 6 to Customer 7: 13
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 21
Facility 0 to Customer 1: 20
Facility 0 to Customer 2: 23
Facility 0 to Customer 3: 32
Facility 0 to Customer 4: 25
Facility 0 to Customer 5: 10
Facility 0 to Customer 6: 22
Facility 0 to Customer 7: 32
Facility 1 to Customer 0: 30
Facility 1 to Customer 1: 30
Facility 1 to Customer 2: 22
Facility 1 to Customer 3: 11
Facility 1 to Customer 4: 13
Facility 1 to Customer 5: 15
Facility 1 to Customer 6: 32
Facility 1 to Customer 7: 14
Facility 2 to Customer 0: 34
Facility 2 to Customer 1: 12
Facility 2 to Customer 2: 10
Facility 2 to Customer 3: 13
Facility 2 to Customer 4: 34
Facility 2 to Customer 5: 29
Facility 2 to Customer 6: 11
Facility 2 to Customer 7: 14
Facility 3 to Customer 0: 12
Facility 3 to Customer 1: 18
Facility 3 to Customer 2: 29
Facility 3 to Customer 3: 15
Facility 3 to Customer 4: 27
Facility 3 to Customer 5: 15
Facility 3 to Customer 6: 28
Facility 3 to Customer 7: 21
Facility 4 to Customer 0: 34
Facility 4 to Customer 1: 20
Facility 4 to Customer 2: 11
Facility 4 to Customer 3: 24
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 21
Facility 4 to Customer 6: 18
Facility 4 to Customer 7: 30
Facility 5 to Customer 0: 33
Facility 5 to Customer 1: 11
Facility 5 to Customer 2: 31
Facility 5 to Customer 3: 12
Facility 5 to Customer 4: 21
Facility 5 to Customer 5: 25
Facility 5 to Customer 6: 30
Facility 5 to Customer 7: 33
Facility 6 to Customer 0: 10
Facility 6 to Customer 1: 30
Facility 6 to Customer 2: 12
Facility 6 to Customer 3: 29
Facility 6 to Customer 4: 11
Facility 6 to Customer 5: 18
Facility 6 to Customer 6: 28
Facility 6 to Customer 7: 24
Facility capacities:
Facility 0: 22
Facility 1: 15
Facility 2: 20
Facility 3: 21
Facility 4: 9
Facility 5: 16
Facility 6: 15
Small drone payload capacity: 8
Large drone payload capacity: 30
Small drone max range: 34
Large drone max range: 77
