Facility Location Problem Instance
Number of facilities: 9
Number of customers: 10
Grid size: 100x100
Facilities coordinates (x, y):
35, 28
54, 3
34, 3
23, 34
39, 43
44, 0
23, 18
51, 8
18, 3
Customers coordinates (x, y):
11, 27
48, 53
58, 43
20, 47
39, 41
10, 6
19, 20
6, 10
34, 56
54, 62
Distances between facilities and customers:
Facility 0 to Customer 0: 24.02
Facility 0 to Customer 1: 28.18
Facility 0 to Customer 2: 27.46
Facility 0 to Customer 3: 24.21
Facility 0 to Customer 4: 13.60
Facility 0 to Customer 5: 33.30
Facility 0 to Customer 6: 17.89
Facility 0 to Customer 7: 34.13
Facility 0 to Customer 8: 28.02
Facility 0 to Customer 9: 38.95
Facility 1 to Customer 0: 49.24
Facility 1 to Customer 1: 50.36
Facility 1 to Customer 2: 40.20
Facility 1 to Customer 3: 55.61
Facility 1 to Customer 4: 40.85
Facility 1 to Customer 5: 44.10
Facility 1 to Customer 6: 38.91
Facility 1 to Customer 7: 48.51
Facility 1 to Customer 8: 56.65
Facility 1 to Customer 9: 59.00
Facility 2 to Customer 0: 33.24
Facility 2 to Customer 1: 51.92
Facility 2 to Customer 2: 46.65
Facility 2 to Customer 3: 46.17
Facility 2 to Customer 4: 38.33
Facility 2 to Customer 5: 24.19
Facility 2 to Customer 6: 22.67
Facility 2 to Customer 7: 28.86
Facility 2 to Customer 8: 53.00
Facility 2 to Customer 9: 62.30
Facility 3 to Customer 0: 13.89
Facility 3 to Customer 1: 31.40
Facility 3 to Customer 2: 36.14
Facility 3 to Customer 3: 13.34
Facility 3 to Customer 4: 17.46
Facility 3 to Customer 5: 30.87
Facility 3 to Customer 6: 14.56
Facility 3 to Customer 7: 29.41
Facility 3 to Customer 8: 24.60
Facility 3 to Customer 9: 41.77
Facility 4 to Customer 0: 32.25
Facility 4 to Customer 1: 13.45
Facility 4 to Customer 2: 19.00
Facility 4 to Customer 3: 19.42
Facility 4 to Customer 4: 2.00
Facility 4 to Customer 5: 47.01
Facility 4 to Customer 6: 30.48
Facility 4 to Customer 7: 46.67
Facility 4 to Customer 8: 13.93
Facility 4 to Customer 9: 24.21
Facility 5 to Customer 0: 42.64
Facility 5 to Customer 1: 53.15
Facility 5 to Customer 2: 45.22
Facility 5 to Customer 3: 52.77
Facility 5 to Customer 4: 41.30
Facility 5 to Customer 5: 34.53
Facility 5 to Customer 6: 32.02
Facility 5 to Customer 7: 39.29
Facility 5 to Customer 8: 56.89
Facility 5 to Customer 9: 62.80
Facility 6 to Customer 0: 15.00
Facility 6 to Customer 1: 43.01
Facility 6 to Customer 2: 43.01
Facility 6 to Customer 3: 29.15
Facility 6 to Customer 4: 28.02
Facility 6 to Customer 5: 17.69
Facility 6 to Customer 6: 4.47
Facility 6 to Customer 7: 18.79
Facility 6 to Customer 8: 39.56
Facility 6 to Customer 9: 53.82
Facility 7 to Customer 0: 44.28
Facility 7 to Customer 1: 45.10
Facility 7 to Customer 2: 35.69
Facility 7 to Customer 3: 49.82
Facility 7 to Customer 4: 35.11
Facility 7 to Customer 5: 41.05
Facility 7 to Customer 6: 34.18
Facility 7 to Customer 7: 45.04
Facility 7 to Customer 8: 50.92
Facility 7 to Customer 9: 54.08
Facility 8 to Customer 0: 25.00
Facility 8 to Customer 1: 58.31
Facility 8 to Customer 2: 56.57
Facility 8 to Customer 3: 44.05
Facility 8 to Customer 4: 43.42
Facility 8 to Customer 5: 8.54
Facility 8 to Customer 6: 17.03
Facility 8 to Customer 7: 13.89
Facility 8 to Customer 8: 55.36
Facility 8 to Customer 9: 69.12
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 9
Facility 0 to Customer 1: 8
Facility 0 to Customer 2: 16
Facility 0 to Customer 3: 6
Facility 0 to Customer 4: 17
Facility 0 to Customer 5: 14
Facility 0 to Customer 6: 13
Facility 0 to Customer 7: 14
