Facility Location Problem Instance
Number of facilities: 12
Number of customers: 13
Grid size: 100x100
Facilities coordinates (x, y):
54, 59
29, 51
80, 23
23, 81
84, 55
50, 3
78, 25
57, 75
54, 49
0, 27
26, 35
8, 73
Customers coordinates (x, y):
13, 68
23, 46
41, 25
58, 14
33, 85
62, 67
81, 40
76, 49
78, 50
75, 14
44, 45
58, 79
22, 86
Distances between facilities and customers:
Facility 0 to Customer 0: 41.98
Facility 0 to Customer 1: 33.62
Facility 0 to Customer 2: 36.40
Facility 0 to Customer 3: 45.18
Facility 0 to Customer 4: 33.42
Facility 0 to Customer 5: 11.31
Facility 0 to Customer 6: 33.02
Facility 0 to Customer 7: 24.17
Facility 0 to Customer 8: 25.63
Facility 0 to Customer 9: 49.66
Facility 0 to Customer 10: 17.20
Facility 0 to Customer 11: 20.40
Facility 0 to Customer 12: 41.87
Facility 1 to Customer 0: 23.35
Facility 1 to Customer 1: 7.81
Facility 1 to Customer 2: 28.64
Facility 1 to Customer 3: 47.01
Facility 1 to Customer 4: 34.23
Facility 1 to Customer 5: 36.67
Facility 1 to Customer 6: 53.15
Facility 1 to Customer 7: 47.04
Facility 1 to Customer 8: 49.01
Facility 1 to Customer 9: 59.03
Facility 1 to Customer 10: 16.16
Facility 1 to Customer 11: 40.31
Facility 1 to Customer 12: 35.69
Facility 2 to Customer 0: 80.71
Facility 2 to Customer 1: 61.47
Facility 2 to Customer 2: 39.05
Facility 2 to Customer 3: 23.77
Facility 2 to Customer 4: 77.80
Facility 2 to Customer 5: 47.54
Facility 2 to Customer 6: 17.03
Facility 2 to Customer 7: 26.31
Facility 2 to Customer 8: 27.07
Facility 2 to Customer 9: 10.30
Facility 2 to Customer 10: 42.19
Facility 2 to Customer 11: 60.17
Facility 2 to Customer 12: 85.63
Facility 3 to Customer 0: 16.40
Facility 3 to Customer 1: 35.00
Facility 3 to Customer 2: 58.82
Facility 3 to Customer 3: 75.59
Facility 3 to Customer 4: 10.77
Facility 3 to Customer 5: 41.44
Facility 3 to Customer 6: 71.03
Facility 3 to Customer 7: 61.91
Facility 3 to Customer 8: 63.13
Facility 3 to Customer 9: 84.81
Facility 3 to Customer 10: 41.68
Facility 3 to Customer 11: 35.06
Facility 3 to Customer 12: 5.10
Facility 4 to Customer 0: 72.18
Facility 4 to Customer 1: 61.66
Facility 4 to Customer 2: 52.43
Facility 4 to Customer 3: 48.55
Facility 4 to Customer 4: 59.17
Facility 4 to Customer 5: 25.06
Facility 4 to Customer 6: 15.30
Facility 4 to Customer 7: 10.00
Facility 4 to Customer 8: 7.81
Facility 4 to Customer 9: 41.98
Facility 4 to Customer 10: 41.23
Facility 4 to Customer 11: 35.38
Facility 4 to Customer 12: 69.32
Facility 5 to Customer 0: 74.79
Facility 5 to Customer 1: 50.77
Facility 5 to Customer 2: 23.77
Facility 5 to Customer 3: 13.60
Facility 5 to Customer 4: 83.74
Facility 5 to Customer 5: 65.12
Facility 5 to Customer 6: 48.27
