Facility Location Problem Instance
Number of facilities: 6
Number of customers: 7
Grid size: 100x100
Facilities coordinates (x, y):
6, 27
14, 11
44, 33
29, 3
35, 15
7, 29
Customers coordinates (x, y):
8, 29
42, 33
35, 38
20, 28
39, 32
27, 35
28, 10
Distances between facilities and customers:
Facility 0 to Customer 0: 2.83
Facility 0 to Customer 1: 36.50
Facility 0 to Customer 2: 31.02
Facility 0 to Customer 3: 14.04
Facility 0 to Customer 4: 33.38
Facility 0 to Customer 5: 22.47
Facility 0 to Customer 6: 27.80
Facility 1 to Customer 0: 18.97
Facility 1 to Customer 1: 35.61
Facility 1 to Customer 2: 34.21
Facility 1 to Customer 3: 18.03
Facility 1 to Customer 4: 32.65
Facility 1 to Customer 5: 27.29
Facility 1 to Customer 6: 14.04
Facility 2 to Customer 0: 36.22
Facility 2 to Customer 1: 2.00
Facility 2 to Customer 2: 10.30
Facility 2 to Customer 3: 24.52
Facility 2 to Customer 4: 5.10
Facility 2 to Customer 5: 17.12
Facility 2 to Customer 6: 28.02
Facility 3 to Customer 0: 33.42
Facility 3 to Customer 1: 32.70
Facility 3 to Customer 2: 35.51
Facility 3 to Customer 3: 26.57
Facility 3 to Customer 4: 30.68
Facility 3 to Customer 5: 32.06
Facility 3 to Customer 6: 7.07
Facility 4 to Customer 0: 30.41
Facility 4 to Customer 1: 19.31
Facility 4 to Customer 2: 23.00
Facility 4 to Customer 3: 19.85
Facility 4 to Customer 4: 17.46
Facility 4 to Customer 5: 21.54
Facility 4 to Customer 6: 8.60
Facility 5 to Customer 0: 1.00
Facility 5 to Customer 1: 35.23
Facility 5 to Customer 2: 29.41
Facility 5 to Customer 3: 13.04
Facility 5 to Customer 4: 32.14
Facility 5 to Customer 5: 20.88
Facility 5 to Customer 6: 28.32
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 23
Facility 0 to Customer 1: 20
Facility 0 to Customer 2: 12
Facility 0 to Customer 3: 5
Facility 0 to Customer 4: 20
Facility 0 to Customer 5: 13
Facility 0 to Customer 6: 17
Facility 1 to Customer 0: 15
Facility 1 to Customer 1: 17
Facility 1 to Customer 2: 14
Facility 1 to Customer 3: 8
Facility 1 to Customer 4: 10
Facility 1 to Customer 5: 11
Facility 1 to Customer 6: 9
Facility 2 to Customer 0: 15
Facility 2 to Customer 1: 17
Facility 2 to Customer 2: 23
Facility 2 to Customer 3: 14
Facility 2 to Customer 4: 14
Facility 2 to Customer 5: 15
Facility 2 to Customer 6: 11
Facility 3 to Customer 0: 22
Facility 3 to Customer 1: 8
Facility 3 to Customer 2: 6
Facility 3 to Customer 3: 18
Facility 3 to Customer 4: 17
Facility 3 to Customer 5: 16
Facility 3 to Customer 6: 11
Facility 4 to Customer 0: 6
Facility 4 to Customer 1: 17
Facility 4 to Customer 2: 18
Facility 4 to Customer 3: 21
Facility 4 to Customer 4: 13
Facility 4 to Customer 5: 21
Facility 4 to Customer 6: 12
Facility 5 to Customer 0: 6
Facility 5 to Customer 1: 17
Facility 5 to Customer 2: 7
Facility 5 to Customer 3: 20
Facility 5 to Customer 4: 10
Facility 5 to Customer 5: 23
Facility 5 to Customer 6: 11
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 19
Facility 0 to Customer 1: 18
Facility 0 to Customer 2: 11
Facility 0 to Customer 3: 24
Facility 0 to Customer 4: 14
Facility 0 to Customer 5: 31
Facility 0 to Customer 6: 13
Facility 1 to Customer 0: 29
Facility 1 to Customer 1: 13
Facility 1 to Customer 2: 27
Facility 1 to Customer 3: 13
Facility 1 to Customer 4: 26
Facility 1 to Customer 5: 21
Facility 1 to Customer 6: 31
Facility 2 to Customer 0: 26
Facility 2 to Customer 1: 19
Facility 2 to Customer 2: 31
Facility 2 to Customer 3: 10
Facility 2 to Customer 4: 31
Facility 2 to Customer 5: 33
Facility 2 to Customer 6: 27
Facility 3 to Customer 0: 27
Facility 3 to Customer 1: 23
Facility 3 to Customer 2: 24
Facility 3 to Customer 3: 21
Facility 3 to Customer 4: 13
Facility 3 to Customer 5: 12
Facility 3 to Customer 6: 29
Facility 4 to Customer 0: 21
Facility 4 to Customer 1: 16
Facility 4 to Customer 2: 20
Facility 4 to Customer 3: 10
Facility 4 to Customer 4: 15
Facility 4 to Customer 5: 24
Facility 4 to Customer 6: 24
Facility 5 to Customer 0: 28
Facility 5 to Customer 1: 20
Facility 5 to Customer 2: 32
Facility 5 to Customer 3: 11
Facility 5 to Customer 4: 23
Facility 5 to Customer 5: 11
Facility 5 to Customer 6: 13
Facility capacities:
Facility 0: 21
Facility 1: 7
Facility 2: 17
Facility 3: 13
Facility 4: 11
Facility 5: 19
Small drone payload capacity: 16
Large drone payload capacity: 25
Small drone max range: 44
Large drone max range: 76
