Facility Location Problem Instance
Number of facilities: 7
Number of customers: 8
Grid size: 100x100
Facilities coordinates (x, y):
38, 38
47, 45
7, 49
10, 19
6, 37
1, 19
36, 43
Customers coordinates (x, y):
24, 25
45, 12
4, 37
44, 40
15, 6
44, 49
19, 43
38, 7
Distances between facilities and customers:
Facility 0 to Customer 0: 19.10
Facility 0 to Customer 1: 26.93
Facility 0 to Customer 2: 34.01
Facility 0 to Customer 3: 6.32
Facility 0 to Customer 4: 39.41
Facility 0 to Customer 5: 12.53
Facility 0 to Customer 6: 19.65
Facility 0 to Customer 7: 31.00
Facility 1 to Customer 0: 30.48
Facility 1 to Customer 1: 33.06
Facility 1 to Customer 2: 43.74
Facility 1 to Customer 3: 5.83
Facility 1 to Customer 4: 50.45
Facility 1 to Customer 5: 5.00
Facility 1 to Customer 6: 28.07
Facility 1 to Customer 7: 39.05
Facility 2 to Customer 0: 29.41
Facility 2 to Customer 1: 53.04
Facility 2 to Customer 2: 12.37
Facility 2 to Customer 3: 38.08
Facility 2 to Customer 4: 43.74
Facility 2 to Customer 5: 37.00
Facility 2 to Customer 6: 13.42
Facility 2 to Customer 7: 52.20
Facility 3 to Customer 0: 15.23
Facility 3 to Customer 1: 35.69
Facility 3 to Customer 2: 18.97
Facility 3 to Customer 3: 39.96
Facility 3 to Customer 4: 13.93
Facility 3 to Customer 5: 45.34
Facility 3 to Customer 6: 25.63
Facility 3 to Customer 7: 30.46
Facility 4 to Customer 0: 21.63
Facility 4 to Customer 1: 46.32
Facility 4 to Customer 2: 2.00
Facility 4 to Customer 3: 38.12
Facility 4 to Customer 4: 32.28
Facility 4 to Customer 5: 39.85
Facility 4 to Customer 6: 14.32
Facility 4 to Customer 7: 43.86
Facility 5 to Customer 0: 23.77
Facility 5 to Customer 1: 44.55
Facility 5 to Customer 2: 18.25
Facility 5 to Customer 3: 47.85
Facility 5 to Customer 4: 19.10
Facility 5 to Customer 5: 52.43
Facility 5 to Customer 6: 30.00
Facility 5 to Customer 7: 38.90
Facility 6 to Customer 0: 21.63
Facility 6 to Customer 1: 32.28
Facility 6 to Customer 2: 32.56
Facility 6 to Customer 3: 8.54
Facility 6 to Customer 4: 42.54
Facility 6 to Customer 5: 10.00
Facility 6 to Customer 6: 17.00
Facility 6 to Customer 7: 36.06
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 17
Facility 0 to Customer 1: 13
Facility 0 to Customer 2: 15
Facility 0 to Customer 3: 8
Facility 0 to Customer 4: 6
Facility 0 to Customer 5: 10
Facility 0 to Customer 6: 18
Facility 0 to Customer 7: 8
Facility 1 to Customer 0: 10
Facility 1 to Customer 1: 23
Facility 1 to Customer 2: 10
Facility 1 to Customer 3: 6
Facility 1 to Customer 4: 22
Facility 1 to Customer 5: 17
Facility 1 to Customer 6: 13
Facility 1 to Customer 7: 23
Facility 2 to Customer 0: 17
Facility 2 to Customer 1: 15
Facility 2 to Customer 2: 5
Facility 2 to Customer 3: 11
Facility 2 to Customer 4: 19
Facility 2 to Customer 5: 5
Facility 2 to Customer 6: 16
Facility 2 to Customer 7: 11
Facility 3 to Customer 0: 19
Facility 3 to Customer 1: 23
Facility 3 to Customer 2: 5
Facility 3 to Customer 3: 21
Facility 3 to Customer 4: 21
Facility 3 to Customer 5: 7
Facility 3 to Customer 6: 16
Facility 3 to Customer 7: 10
Facility 4 to Customer 0: 15
Facility 4 to Customer 1: 7
Facility 4 to Customer 2: 12
Facility 4 to Customer 3: 18
Facility 4 to Customer 4: 18
Facility 4 to Customer 5: 14
Facility 4 to Customer 6: 6
Facility 4 to Customer 7: 18
Facility 5 to Customer 0: 13
Facility 5 to Customer 1: 7
Facility 5 to Customer 2: 12
Facility 5 to Customer 3: 20
Facility 5 to Customer 4: 6
Facility 5 to Customer 5: 10
Facility 5 to Customer 6: 16
Facility 5 to Customer 7: 9
Facility 6 to Customer 0: 6
Facility 6 to Customer 1: 20
Facility 6 to Customer 2: 9
Facility 6 to Customer 3: 19
Facility 6 to Customer 4: 16
Facility 6 to Customer 5: 8
Facility 6 to Customer 6: 19
Facility 6 to Customer 7: 15
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 25
Facility 0 to Customer 1: 32
Facility 0 to Customer 2: 15
Facility 0 to Customer 3: 23
Facility 0 to Customer 4: 27
Facility 0 to Customer 5: 21
Facility 0 to Customer 6: 20
Facility 0 to Customer 7: 22
Facility 1 to Customer 0: 30
Facility 1 to Customer 1: 32
Facility 1 to Customer 2: 20
Facility 1 to Customer 3: 32
Facility 1 to Customer 4: 25
Facility 1 to Customer 5: 24
Facility 1 to Customer 6: 30
Facility 1 to Customer 7: 24
Facility 2 to Customer 0: 34
Facility 2 to Customer 1: 13
Facility 2 to Customer 2: 20
Facility 2 to Customer 3: 28
Facility 2 to Customer 4: 24
Facility 2 to Customer 5: 13
Facility 2 to Customer 6: 30
Facility 2 to Customer 7: 22
Facility 3 to Customer 0: 31
Facility 3 to Customer 1: 28
Facility 3 to Customer 2: 11
Facility 3 to Customer 3: 23
Facility 3 to Customer 4: 13
Facility 3 to Customer 5: 25
Facility 3 to Customer 6: 30
Facility 3 to Customer 7: 29
Facility 4 to Customer 0: 23
Facility 4 to Customer 1: 24
Facility 4 to Customer 2: 12
Facility 4 to Customer 3: 17
Facility 4 to Customer 4: 25
Facility 4 to Customer 5: 19
Facility 4 to Customer 6: 13
Facility 4 to Customer 7: 27
Facility 5 to Customer 0: 11
