Facility Location Problem Instance
Number of facilities: 10
Number of customers: 11
Grid size: 100x100
Facilities coordinates (x, y):
40, 40
44, 51
16, 47
65, 71
13, 40
30, 59
15, 34
57, 31
18, 12
6, 37
Customers coordinates (x, y):
49, 53
31, 20
41, 73
40, 24
20, 63
65, 59
63, 39
63, 2
11, 50
64, 58
30, 27
Distances between facilities and customers:
Facility 0 to Customer 0: 15.81
Facility 0 to Customer 1: 21.93
Facility 0 to Customer 2: 33.02
Facility 0 to Customer 3: 16.00
Facility 0 to Customer 4: 30.48
Facility 0 to Customer 5: 31.40
Facility 0 to Customer 6: 23.02
Facility 0 to Customer 7: 44.42
Facility 0 to Customer 8: 30.68
Facility 0 to Customer 9: 30.00
Facility 0 to Customer 10: 16.40
Facility 1 to Customer 0: 5.39
Facility 1 to Customer 1: 33.62
Facility 1 to Customer 2: 22.20
Facility 1 to Customer 3: 27.29
Facility 1 to Customer 4: 26.83
Facility 1 to Customer 5: 22.47
Facility 1 to Customer 6: 22.47
Facility 1 to Customer 7: 52.55
Facility 1 to Customer 8: 33.02
Facility 1 to Customer 9: 21.19
Facility 1 to Customer 10: 27.78
Facility 2 to Customer 0: 33.54
Facility 2 to Customer 1: 30.89
Facility 2 to Customer 2: 36.07
Facility 2 to Customer 3: 33.24
Facility 2 to Customer 4: 16.49
Facility 2 to Customer 5: 50.45
Facility 2 to Customer 6: 47.68
Facility 2 to Customer 7: 65.07
Facility 2 to Customer 8: 5.83
Facility 2 to Customer 9: 49.24
Facility 2 to Customer 10: 24.41
Facility 3 to Customer 0: 24.08
Facility 3 to Customer 1: 61.29
Facility 3 to Customer 2: 24.08
Facility 3 to Customer 3: 53.24
Facility 3 to Customer 4: 45.71
Facility 3 to Customer 5: 12.00
Facility 3 to Customer 6: 32.06
Facility 3 to Customer 7: 69.03
Facility 3 to Customer 8: 57.94
Facility 3 to Customer 9: 13.04
Facility 3 to Customer 10: 56.22
Facility 4 to Customer 0: 38.28
Facility 4 to Customer 1: 26.91
Facility 4 to Customer 2: 43.28
Facility 4 to Customer 3: 31.38
Facility 4 to Customer 4: 24.04
Facility 4 to Customer 5: 55.36
Facility 4 to Customer 6: 50.01
Facility 4 to Customer 7: 62.80
Facility 4 to Customer 8: 10.20
Facility 4 to Customer 9: 54.08
Facility 4 to Customer 10: 21.40
Facility 5 to Customer 0: 19.92
Facility 5 to Customer 1: 39.01
Facility 5 to Customer 2: 17.80
Facility 5 to Customer 3: 36.40
Facility 5 to Customer 4: 10.77
Facility 5 to Customer 5: 35.00
Facility 5 to Customer 6: 38.59
Facility 5 to Customer 7: 65.86
Facility 5 to Customer 8: 21.02
Facility 5 to Customer 9: 34.01
Facility 5 to Customer 10: 32.00
Facility 6 to Customer 0: 38.95
Facility 6 to Customer 1: 21.26
Facility 6 to Customer 2: 46.87
Facility 6 to Customer 3: 26.93
Facility 6 to Customer 4: 29.43
Facility 6 to Customer 5: 55.90
Facility 6 to Customer 6: 48.26
Facility 6 to Customer 7: 57.69
Facility 6 to Customer 8: 16.49
Facility 6 to Customer 9: 54.56
Facility 6 to Customer 10: 16.55
Facility 7 to Customer 0: 23.41
Facility 7 to Customer 1: 28.23
Facility 7 to Customer 2: 44.94
Facility 7 to Customer 3: 18.38
Facility 7 to Customer 4: 48.92
Facility 7 to Customer 5: 29.12
Facility 7 to Customer 6: 10.00
Facility 7 to Customer 7: 29.61
Facility 7 to Customer 8: 49.77
Facility 7 to Customer 9: 27.89
Facility 7 to Customer 10: 27.29
Facility 8 to Customer 0: 51.40
Facility 8 to Customer 1: 15.26
Facility 8 to Customer 2: 65.19
Facility 8 to Customer 3: 25.06
Facility 8 to Customer 4: 51.04
Facility 8 to Customer 5: 66.47
Facility 8 to Customer 6: 52.48
Facility 8 to Customer 7: 46.10
Facility 8 to Customer 8: 38.64
Facility 8 to Customer 9: 65.05
Facility 8 to Customer 10: 19.21
Facility 9 to Customer 0: 45.88
Facility 9 to Customer 1: 30.23
Facility 9 to Customer 2: 50.21
Facility 9 to Customer 3: 36.40
Facility 9 to Customer 4: 29.53
Facility 9 to Customer 5: 62.97
Facility 9 to Customer 6: 57.04
Facility 9 to Customer 7: 66.89
Facility 9 to Customer 8: 13.93
Facility 9 to Customer 9: 61.68
Facility 9 to Customer 10: 26.00
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 20
Facility 0 to Customer 1: 23
Facility 0 to Customer 2: 7
Facility 0 to Customer 3: 16
Facility 0 to Customer 4: 9
Facility 0 to Customer 5: 6
Facility 0 to Customer 6: 11
Facility 0 to Customer 7: 17
Facility 0 to Customer 8: 19
Facility 0 to Customer 9: 7
Facility 0 to Customer 10: 24
Facility 1 to Customer 0: 9
Facility 1 to Customer 1: 12
Facility 1 to Customer 2: 5
Facility 1 to Customer 3: 12
Facility 1 to Customer 4: 22
Facility 1 to Customer 5: 24
Facility 1 to Customer 6: 20
Facility 1 to Customer 7: 22
Facility 1 to Customer 8: 24
Facility 1 to Customer 9: 16
Facility 1 to Customer 10: 17
Facility 2 to Customer 0: 17
Facility 2 to Customer 1: 14
Facility 2 to Customer 2: 11
Facility 2 to Customer 3: 18
Facility 2 to Customer 4: 20
Facility 2 to Customer 5: 19
Facility 2 to Customer 6: 16
Facility 2 to Customer 7: 13
Facility 2 to Customer 8: 12
Facility 2 to Customer 9: 22
Facility 2 to Customer 10: 22
Facility 3 to Customer 0: 17
Facility 3 to Customer 1: 22
Facility 3 to Customer 2: 19
Facility 3 to Customer 3: 8
Facility 3 to Customer 4: 21
Facility 3 to Customer 5: 9
Facility 3 to Customer 6: 20
Facility 3 to Customer 7: 13
Facility 3 to Customer 8: 14
Facility 3 to Customer 9: 22
Facility 3 to Customer 10: 21
Facility 4 to Customer 0: 22
Facility 4 to Customer 1: 11
Facility 4 to Customer 2: 8
Facility 4 to Customer 3: 9
Facility 4 to Customer 4: 20
Facility 4 to Customer 5: 7
Facility 4 to Customer 6: 22
Facility 4 to Customer 7: 18
Facility 4 to Customer 8: 19
Facility 4 to Customer 9: 21
Facility 4 to Customer 10: 5
Facility 5 to Customer 0: 21
Facility 5 to Customer 1: 15
Facility 5 to Customer 2: 21
Facility 5 to Customer 3: 18
Facility 5 to Customer 4: 24
Facility 5 to Customer 5: 23
Facility 5 to Customer 6: 11
Facility 5 to Customer 7: 17
Facility 5 to Customer 8: 22
Facility 5 to Customer 9: 18
Facility 5 to Customer 10: 5
Facility 6 to Customer 0: 11
Facility 6 to Customer 1: 12
Facility 6 to Customer 2: 22
Facility 6 to Customer 3: 13
Facility 6 to Customer 4: 5
Facility 6 to Customer 5: 21
Facility 6 to Customer 6: 23
Facility 6 to Customer 7: 10
Facility 6 to Customer 8: 7
Facility 6 to Customer 9: 9
Facility 6 to Customer 10: 6
Facility 7 to Customer 0: 24
Facility 7 to Customer 1: 8
Facility 7 to Customer 2: 14
Facility 7 to Customer 3: 14
Facility 7 to Customer 4: 15
Facility 7 to Customer 5: 20
Facility 7 to Customer 6: 21
Facility 7 to Customer 7: 20
Facility 7 to Customer 8: 11
Facility 7 to Customer 9: 20
Facility 7 to Customer 10: 7
Facility 8 to Customer 0: 20
Facility 8 to Customer 1: 12
Facility 8 to Customer 2: 16
Facility 8 to Customer 3: 7
Facility 8 to Customer 4: 21
Facility 8 to Customer 5: 22
Facility 8 to Customer 6: 15
Facility 8 to Customer 7: 8
Facility 8 to Customer 8: 20
Facility 8 to Customer 9: 21
Facility 8 to Customer 10: 13
Facility 9 to Customer 0: 10
Facility 9 to Customer 1: 24
Facility 9 to Customer 2: 6
Facility 9 to Customer 3: 13
Facility 9 to Customer 4: 10
Facility 9 to Customer 5: 7
Facility 9 to Customer 6: 24
Facility 9 to Customer 7: 10
Facility 9 to Customer 8: 11
Facility 9 to Customer 9: 5
Facility 9 to Customer 10: 5
Drone operational costs (L-type drones):
