Facility Location Problem Instance
Number of facilities: 8
Number of customers: 9
Grid size: 100x100
Facilities coordinates (x, y):
51, 14
38, 51
22, 14
40, 12
39, 16
43, 48
46, 49
42, 43
Customers coordinates (x, y):
53, 8
40, 6
57, 40
41, 2
19, 50
28, 2
37, 23
46, 8
5, 58
Distances between facilities and customers:
Facility 0 to Customer 0: 6.32
Facility 0 to Customer 1: 13.60
Facility 0 to Customer 2: 26.68
Facility 0 to Customer 3: 15.62
Facility 0 to Customer 4: 48.17
Facility 0 to Customer 5: 25.94
Facility 0 to Customer 6: 16.64
Facility 0 to Customer 7: 7.81
Facility 0 to Customer 8: 63.66
Facility 1 to Customer 0: 45.54
Facility 1 to Customer 1: 45.04
Facility 1 to Customer 2: 21.95
Facility 1 to Customer 3: 49.09
Facility 1 to Customer 4: 19.03
Facility 1 to Customer 5: 50.01
Facility 1 to Customer 6: 28.02
Facility 1 to Customer 7: 43.74
Facility 1 to Customer 8: 33.73
Facility 2 to Customer 0: 31.58
Facility 2 to Customer 1: 19.70
Facility 2 to Customer 2: 43.60
Facility 2 to Customer 3: 22.47
Facility 2 to Customer 4: 36.12
Facility 2 to Customer 5: 13.42
Facility 2 to Customer 6: 17.49
Facility 2 to Customer 7: 24.74
Facility 2 to Customer 8: 47.17
Facility 3 to Customer 0: 13.60
Facility 3 to Customer 1: 6.00
Facility 3 to Customer 2: 32.76
Facility 3 to Customer 3: 10.05
Facility 3 to Customer 4: 43.42
Facility 3 to Customer 5: 15.62
Facility 3 to Customer 6: 11.40
Facility 3 to Customer 7: 7.21
Facility 3 to Customer 8: 57.80
Facility 4 to Customer 0: 16.12
Facility 4 to Customer 1: 10.05
Facility 4 to Customer 2: 30.00
Facility 4 to Customer 3: 14.14
Facility 4 to Customer 4: 39.45
Facility 4 to Customer 5: 17.80
Facility 4 to Customer 6: 7.28
Facility 4 to Customer 7: 10.63
Facility 4 to Customer 8: 54.04
Facility 5 to Customer 0: 41.23
Facility 5 to Customer 1: 42.11
Facility 5 to Customer 2: 16.12
Facility 5 to Customer 3: 46.04
Facility 5 to Customer 4: 24.08
Facility 5 to Customer 5: 48.38
Facility 5 to Customer 6: 25.71
Facility 5 to Customer 7: 40.11
Facility 5 to Customer 8: 39.29
Facility 6 to Customer 0: 41.59
Facility 6 to Customer 1: 43.42
Facility 6 to Customer 2: 14.21
Facility 6 to Customer 3: 47.27
Facility 6 to Customer 4: 27.02
Facility 6 to Customer 5: 50.33
Facility 6 to Customer 6: 27.51
Facility 6 to Customer 7: 41.00
Facility 6 to Customer 8: 41.98
Facility 7 to Customer 0: 36.69
Facility 7 to Customer 1: 37.05
Facility 7 to Customer 2: 15.30
Facility 7 to Customer 3: 41.01
Facility 7 to Customer 4: 24.04
Facility 7 to Customer 5: 43.32
Facility 7 to Customer 6: 20.62
Facility 7 to Customer 7: 35.23
Facility 7 to Customer 8: 39.92
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 8
Facility 0 to Customer 1: 6
Facility 0 to Customer 2: 13
Facility 0 to Customer 3: 14
Facility 0 to Customer 4: 15
Facility 0 to Customer 5: 18
Facility 0 to Customer 6: 11
Facility 0 to Customer 7: 19
Facility 0 to Customer 8: 23
Facility 1 to Customer 0: 19
Facility 1 to Customer 1: 12
Facility 1 to Customer 2: 15
Facility 1 to Customer 3: 13
Facility 1 to Customer 4: 19
Facility 1 to Customer 5: 5
Facility 1 to Customer 6: 5
Facility 1 to Customer 7: 23
Facility 1 to Customer 8: 7
Facility 2 to Customer 0: 14
Facility 2 to Customer 1: 12
Facility 2 to Customer 2: 19
Facility 2 to Customer 3: 14
Facility 2 to Customer 4: 5
Facility 2 to Customer 5: 22
Facility 2 to Customer 6: 6
Facility 2 to Customer 7: 23
Facility 2 to Customer 8: 17
Facility 3 to Customer 0: 5
Facility 3 to Customer 1: 6
Facility 3 to Customer 2: 20
Facility 3 to Customer 3: 19
Facility 3 to Customer 4: 17
Facility 3 to Customer 5: 20
Facility 3 to Customer 6: 21
Facility 3 to Customer 7: 11
Facility 3 to Customer 8: 21
Facility 4 to Customer 0: 11
Facility 4 to Customer 1: 17
Facility 4 to Customer 2: 9
Facility 4 to Customer 3: 21
Facility 4 to Customer 4: 7
Facility 4 to Customer 5: 11
Facility 4 to Customer 6: 21
Facility 4 to Customer 7: 11
Facility 4 to Customer 8: 5
Facility 5 to Customer 0: 21
Facility 5 to Customer 1: 21
Facility 5 to Customer 2: 15
Facility 5 to Customer 3: 7
Facility 5 to Customer 4: 19
Facility 5 to Customer 5: 15
Facility 5 to Customer 6: 20
Facility 5 to Customer 7: 13
Facility 5 to Customer 8: 5
Facility 6 to Customer 0: 20
Facility 6 to Customer 1: 13
Facility 6 to Customer 2: 23
Facility 6 to Customer 3: 16
Facility 6 to Customer 4: 23
Facility 6 to Customer 5: 13
Facility 6 to Customer 6: 11
Facility 6 to Customer 7: 18
Facility 6 to Customer 8: 23
Facility 7 to Customer 0: 23
Facility 7 to Customer 1: 6
Facility 7 to Customer 2: 13
Facility 7 to Customer 3: 17
Facility 7 to Customer 4: 19
Facility 7 to Customer 5: 7
Facility 7 to Customer 6: 15
Facility 7 to Customer 7: 18
Facility 7 to Customer 8: 12
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 27
Facility 0 to Customer 1: 28
Facility 0 to Customer 2: 25
Facility 0 to Customer 3: 11
Facility 0 to Customer 4: 17
Facility 0 to Customer 5: 31
Facility 0 to Customer 6: 15
Facility 0 to Customer 7: 21
Facility 0 to Customer 8: 24
Facility 1 to Customer 0: 34
Facility 1 to Customer 1: 17
Facility 1 to Customer 2: 13
Facility 1 to Customer 3: 24
Facility 1 to Customer 4: 29
Facility 1 to Customer 5: 34
Facility 1 to Customer 6: 26
Facility 1 to Customer 7: 22
Facility 1 to Customer 8: 27
Facility 2 to Customer 0: 11
Facility 2 to Customer 1: 22
Facility 2 to Customer 2: 22
Facility 2 to Customer 3: 31
Facility 2 to Customer 4: 24
Facility 2 to Customer 5: 29
Facility 2 to Customer 6: 19
Facility 2 to Customer 7: 12
Facility 2 to Customer 8: 28
Facility 3 to Customer 0: 12
Facility 3 to Customer 1: 31
Facility 3 to Customer 2: 23
Facility 3 to Customer 3: 17
Facility 3 to Customer 4: 32
Facility 3 to Customer 5: 13
Facility 3 to Customer 6: 29
Facility 3 to Customer 7: 20
Facility 3 to Customer 8: 20
Facility 4 to Customer 0: 20
Facility 4 to Customer 1: 11
Facility 4 to Customer 2: 26
Facility 4 to Customer 3: 18
Facility 4 to Customer 4: 11
Facility 4 to Customer 5: 33
Facility 4 to Customer 6: 24
Facility 4 to Customer 7: 25
Facility 4 to Customer 8: 34
Facility 5 to Customer 0: 13
