Facility Location Problem Instance
Number of facilities: 13
Number of customers: 14
Grid size: 100x100
Facilities coordinates (x, y):
98, 99
25, 93
69, 97
31, 19
0, 52
3, 29
69, 44
81, 88
1, 42
0, 97
84, 48
94, 93
39, 13
Customers coordinates (x, y):
26, 67
30, 53
62, 7
18, 91
35, 11
5, 29
66, 52
89, 47
58, 95
10, 74
12, 64
17, 81
50, 9
75, 72
Distances between facilities and customers:
Facility 0 to Customer 0: 78.79
Facility 0 to Customer 1: 82.10
Facility 0 to Customer 2: 98.79
Facility 0 to Customer 3: 80.40
Facility 0 to Customer 4: 108.23
Facility 0 to Customer 5: 116.40
Facility 0 to Customer 6: 56.86
Facility 0 to Customer 7: 52.77
Facility 0 to Customer 8: 40.20
Facility 0 to Customer 9: 91.48
Facility 0 to Customer 10: 92.85
Facility 0 to Customer 11: 82.98
Facility 0 to Customer 12: 102.00
Facility 0 to Customer 13: 35.47
Facility 1 to Customer 0: 26.02
Facility 1 to Customer 1: 40.31
Facility 1 to Customer 2: 93.62
Facility 1 to Customer 3: 7.28
Facility 1 to Customer 4: 82.61
Facility 1 to Customer 5: 67.05
Facility 1 to Customer 6: 57.98
Facility 1 to Customer 7: 78.82
Facility 1 to Customer 8: 33.06
Facility 1 to Customer 9: 24.21
Facility 1 to Customer 10: 31.78
Facility 1 to Customer 11: 14.42
Facility 1 to Customer 12: 87.64
Facility 1 to Customer 13: 54.23
Facility 2 to Customer 0: 52.43
Facility 2 to Customer 1: 58.80
Facility 2 to Customer 2: 90.27
Facility 2 to Customer 3: 51.35
Facility 2 to Customer 4: 92.48
Facility 2 to Customer 5: 93.38
Facility 2 to Customer 6: 45.10
Facility 2 to Customer 7: 53.85
Facility 2 to Customer 8: 11.18
Facility 2 to Customer 9: 63.32
Facility 2 to Customer 10: 65.86
Facility 2 to Customer 11: 54.41
Facility 2 to Customer 12: 90.03
Facility 2 to Customer 13: 25.71
Facility 3 to Customer 0: 48.26
Facility 3 to Customer 1: 34.01
Facility 3 to Customer 2: 33.24
Facility 3 to Customer 3: 73.16
Facility 3 to Customer 4: 8.94
Facility 3 to Customer 5: 27.86
Facility 3 to Customer 6: 48.10
Facility 3 to Customer 7: 64.40
Facility 3 to Customer 8: 80.65
Facility 3 to Customer 9: 58.87
Facility 3 to Customer 10: 48.85
Facility 3 to Customer 11: 63.56
Facility 3 to Customer 12: 21.47
Facility 3 to Customer 13: 68.88
Facility 4 to Customer 0: 30.02
Facility 4 to Customer 1: 30.02
Facility 4 to Customer 2: 76.61
Facility 4 to Customer 3: 42.95
Facility 4 to Customer 4: 53.91
Facility 4 to Customer 5: 23.54
Facility 4 to Customer 6: 66.00
Facility 4 to Customer 7: 89.14
Facility 4 to Customer 8: 72.20
Facility 4 to Customer 9: 24.17
Facility 4 to Customer 10: 16.97
Facility 4 to Customer 11: 33.62
Facility 4 to Customer 12: 65.95
Facility 4 to Customer 13: 77.62
Facility 5 to Customer 0: 44.42
Facility 5 to Customer 1: 36.12
Facility 5 to Customer 2: 62.97
Facility 5 to Customer 3: 63.79
Facility 5 to Customer 4: 36.72
Facility 5 to Customer 5: 2.00
Facility 5 to Customer 6: 67.07
Facility 5 to Customer 7: 87.86
Facility 5 to Customer 8: 85.91
Facility 5 to Customer 9: 45.54
Facility 5 to Customer 10: 36.14
Facility 5 to Customer 11: 53.85
Facility 5 to Customer 12: 51.08
Facility 5 to Customer 13: 83.86
Facility 6 to Customer 0: 48.76
Facility 6 to Customer 1: 40.02
Facility 6 to Customer 2: 37.66
Facility 6 to Customer 3: 69.35
Facility 6 to Customer 4: 47.38
Facility 6 to Customer 5: 65.73
Facility 6 to Customer 6: 8.54
Facility 6 to Customer 7: 20.22
Facility 6 to Customer 8: 52.17
Facility 6 to Customer 9: 66.19
Facility 6 to Customer 10: 60.41
Facility 6 to Customer 11: 63.82
Facility 6 to Customer 12: 39.82
Facility 6 to Customer 13: 28.64
Facility 7 to Customer 0: 58.87
Facility 7 to Customer 1: 61.85
Facility 7 to Customer 2: 83.20
Facility 7 to Customer 3: 63.07
Facility 7 to Customer 4: 89.69
Facility 7 to Customer 5: 96.21
Facility 7 to Customer 6: 39.00
Facility 7 to Customer 7: 41.77
Facility 7 to Customer 8: 24.04
Facility 7 to Customer 9: 72.37
Facility 7 to Customer 10: 73.05
Facility 7 to Customer 11: 64.38
Facility 7 to Customer 12: 84.86
Facility 7 to Customer 13: 17.09
Facility 8 to Customer 0: 35.36
Facility 8 to Customer 1: 31.02
Facility 8 to Customer 2: 70.33
Facility 8 to Customer 3: 51.87
Facility 8 to Customer 4: 46.01
Facility 8 to Customer 5: 13.60
Facility 8 to Customer 6: 65.76
Facility 8 to Customer 7: 88.14
Facility 8 to Customer 8: 77.83
Facility 8 to Customer 9: 33.24
Facility 8 to Customer 10: 24.60
Facility 8 to Customer 11: 42.15
Facility 8 to Customer 12: 59.08
Facility 8 to Customer 13: 79.85
Facility 9 to Customer 0: 39.70
Facility 9 to Customer 1: 53.25
Facility 9 to Customer 2: 109.29
Facility 9 to Customer 3: 18.97
Facility 9 to Customer 4: 92.85
Facility 9 to Customer 5: 68.18
Facility 9 to Customer 6: 79.88
Facility 9 to Customer 7: 102.08
Facility 9 to Customer 8: 58.03
Facility 9 to Customer 9: 25.08
Facility 9 to Customer 10: 35.11
Facility 9 to Customer 11: 23.35
Facility 9 to Customer 12: 101.21
Facility 9 to Customer 13: 79.06
Facility 10 to Customer 0: 61.03
Facility 10 to Customer 1: 54.23
Facility 10 to Customer 2: 46.53
Facility 10 to Customer 3: 78.77
Facility 10 to Customer 4: 61.40
Facility 10 to Customer 5: 81.25
Facility 10 to Customer 6: 18.44
Facility 10 to Customer 7: 5.10
Facility 10 to Customer 8: 53.71
Facility 10 to Customer 9: 78.43
Facility 10 to Customer 10: 73.76
Facility 10 to Customer 11: 74.69
Facility 10 to Customer 12: 51.74
Facility 10 to Customer 13: 25.63
Facility 11 to Customer 0: 72.80
Facility 11 to Customer 1: 75.47
Facility 11 to Customer 2: 91.76
Facility 11 to Customer 3: 76.03
Facility 11 to Customer 4: 101.02
Facility 11 to Customer 5: 109.62
Facility 11 to Customer 6: 49.65
Facility 11 to Customer 7: 46.27
Facility 11 to Customer 8: 36.06
Facility 11 to Customer 9: 86.12
Facility 11 to Customer 10: 86.98
Facility 11 to Customer 11: 77.93
Facility 11 to Customer 12: 94.83
Facility 11 to Customer 13: 28.32
Facility 12 to Customer 0: 55.54
Facility 12 to Customer 1: 41.00
Facility 12 to Customer 2: 23.77
Facility 12 to Customer 3: 80.78
Facility 12 to Customer 4: 4.47
Facility 12 to Customer 5: 37.58
Facility 12 to Customer 6: 47.43
Facility 12 to Customer 7: 60.46
Facility 12 to Customer 8: 84.17
Facility 12 to Customer 9: 67.54
Facility 12 to Customer 10: 57.71
Facility 12 to Customer 11: 71.47
Facility 12 to Customer 12: 11.70
Facility 12 to Customer 13: 69.12
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 24
Facility 0 to Customer 1: 14
Facility 0 to Customer 2: 19
Facility 0 to Customer 3: 8
Facility 0 to Customer 4: 20
Facility 0 to Customer 5: 19
Facility 0 to Customer 6: 19
Facility 0 to Customer 7: 16
Facility 0 to Customer 8: 12
Facility 0 to Customer 9: 12
Facility 0 to Customer 10: 22
Facility 0 to Customer 11: 10
Facility 0 to Customer 12: 9
Facility 0 to Customer 13: 6
Facility 1 to Customer 0: 16
Facility 1 to Customer 1: 8
Facility 1 to Customer 2: 17
Facility 1 to Customer 3: 21
Facility 1 to Customer 4: 20
Facility 1 to Customer 5: 13
Facility 1 to Customer 6: 5
Facility 1 to Customer 7: 19
Facility 1 to Customer 8: 16
Facility 1 to Customer 9: 9
Facility 1 to Customer 10: 22
Facility 1 to Customer 11: 24
Facility 1 to Customer 12: 6
Facility 1 to Customer 13: 8
Facility 2 to Customer 0: 19
Facility 2 to Customer 1: 10
Facility 2 to Customer 2: 16
Facility 2 to Customer 3: 22
Facility 2 to Customer 4: 24
Facility 2 to Customer 5: 8
Facility 2 to Customer 6: 5
Facility 2 to Customer 7: 19
Facility 2 to Customer 8: 22
Facility 2 to Customer 9: 18
Facility 2 to Customer 10: 7
Facility 2 to Customer 11: 19
Facility 2 to Customer 12: 9
Facility 2 to Customer 13: 7
Facility 3 to Customer 0: 11
Facility 3 to Customer 1: 10
Facility 3 to Customer 2: 5
Facility 3 to Customer 3: 23
Facility 3 to Customer 4: 11
Facility 3 to Customer 5: 8
Facility 3 to Customer 6: 16
Facility 3 to Customer 7: 24
Facility 3 to Customer 8: 22
Facility 3 to Customer 9: 13
Facility 3 to Customer 10: 23
Facility 3 to Customer 11: 8
Facility 3 to Customer 12: 5
Facility 3 to Customer 13: 13
Facility 4 to Customer 0: 19
Facility 4 to Customer 1: 12
Facility 4 to Customer 2: 19
Facility 4 to Customer 3: 19
Facility 4 to Customer 4: 22
Facility 4 to Customer 5: 11
Facility 4 to Customer 6: 22
Facility 4 to Customer 7: 20
Facility 4 to Customer 8: 6
Facility 4 to Customer 9: 8
Facility 4 to Customer 10: 24
Facility 4 to Customer 11: 20
Facility 4 to Customer 12: 7
Facility 4 to Customer 13: 6
Facility 5 to Customer 0: 7
Facility 5 to Customer 1: 9
Facility 5 to Customer 2: 6
Facility 5 to Customer 3: 23
Facility 5 to Customer 4: 24
Facility 5 to Customer 5: 6
Facility 5 to Customer 6: 6
Facility 5 to Customer 7: 24
Facility 5 to Customer 8: 22
Facility 5 to Customer 9: 24
Facility 5 to Customer 10: 18
Facility 5 to Customer 11: 19
Facility 5 to Customer 12: 16
Facility 5 to Customer 13: 15
Facility 6 to Customer 0: 15
Facility 6 to Customer 1: 11
Facility 6 to Customer 2: 16
Facility 6 to Customer 3: 20
Facility 6 to Customer 4: 9
Facility 6 to Customer 5: 6
Facility 6 to Customer 6: 20
Facility 6 to Customer 7: 19
Facility 6 to Customer 8: 15
Facility 6 to Customer 9: 10
Facility 6 to Customer 10: 17
Facility 6 to Customer 11: 23
Facility 6 to Customer 12: 14
Facility 6 to Customer 13: 23
Facility 7 to Customer 0: 9
Facility 7 to Customer 1: 11
Facility 7 to Customer 2: 15
Facility 7 to Customer 3: 18
Facility 7 to Customer 4: 20
Facility 7 to Customer 5: 22
Facility 7 to Customer 6: 8
Facility 7 to Customer 7: 5
Facility 7 to Customer 8: 19
Facility 7 to Customer 9: 18
Facility 7 to Customer 10: 23
Facility 7 to Customer 11: 9
Facility 7 to Customer 12: 8
Facility 7 to Customer 13: 17
Facility 8 to Customer 0: 22
Facility 8 to Customer 1: 16
Facility 8 to Customer 2: 19
Facility 8 to Customer 3: 13
Facility 8 to Customer 4: 8
Facility 8 to Customer 5: 9
Facility 8 to Customer 6: 13
Facility 8 to Customer 7: 17
Facility 8 to Customer 8: 14
Facility 8 to Customer 9: 20
Facility 8 to Customer 10: 17
Facility 8 to Customer 11: 8
Facility 8 to Customer 12: 17
Facility 8 to Customer 13: 12
Facility 9 to Customer 0: 17
Facility 9 to Customer 1: 19
Facility 9 to Customer 2: 24
Facility 9 to Customer 3: 24
Facility 9 to Customer 4: 17
Facility 9 to Customer 5: 9
Facility 9 to Customer 6: 10
Facility 9 to Customer 7: 9
Facility 9 to Customer 8: 17
Facility 9 to Customer 9: 9
Facility 9 to Customer 10: 17
Facility 9 to Customer 11: 24
Facility 9 to Customer 12: 12
Facility 9 to Customer 13: 13
Facility 10 to Customer 0: 23
Facility 10 to Customer 1: 24
Facility 10 to Customer 2: 19
Facility 10 to Customer 3: 14
Facility 10 to Customer 4: 15
Facility 10 to Customer 5: 9
Facility 10 to Customer 6: 13
Facility 10 to Customer 7: 15
Facility 10 to Customer 8: 23
Facility 10 to Customer 9: 6
Facility 10 to Customer 10: 10
Facility 10 to Customer 11: 5
Facility 10 to Customer 12: 7
Facility 10 to Customer 13: 7
Facility 11 to Customer 0: 18
Facility 11 to Customer 1: 24
Facility 11 to Customer 2: 9
Facility 11 to Customer 3: 21
Facility 11 to Customer 4: 19
Facility 11 to Customer 5: 10
Facility 11 to Customer 6: 18
Facility 11 to Customer 7: 18
Facility 11 to Customer 8: 21
Facility 11 to Customer 9: 12
Facility 11 to Customer 10: 12
Facility 11 to Customer 11: 23
Facility 11 to Customer 12: 13
Facility 11 to Customer 13: 15
Facility 12 to Customer 0: 17
Facility 12 to Customer 1: 17
Facility 12 to Customer 2: 23
Facility 12 to Customer 3: 23
Facility 12 to Customer 4: 9
Facility 12 to Customer 5: 20
Facility 12 to Customer 6: 13
Facility 12 to Customer 7: 24
Facility 12 to Customer 8: 7
Facility 12 to Customer 9: 23
Facility 12 to Customer 10: 9
Facility 12 to Customer 11: 12
Facility 12 to Customer 12: 18
Facility 12 to Customer 13: 7
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 33
Facility 0 to Customer 1: 22
Facility 0 to Customer 2: 20
Facility 0 to Customer 3: 17
Facility 0 to Customer 4: 28
Facility 0 to Customer 5: 19
Facility 0 to Customer 6: 27
Facility 0 to Customer 7: 27
Facility 0 to Customer 8: 34
Facility 0 to Customer 9: 16
Facility 0 to Customer 10: 25
Facility 0 to Customer 11: 15
Facility 0 to Customer 12: 25
Facility 0 to Customer 13: 25
Facility 1 to Customer 0: 32
Facility 1 to Customer 1: 33
Facility 1 to Customer 2: 10
Facility 1 to Customer 3: 33
Facility 1 to Customer 4: 28
Facility 1 to Customer 5: 12
Facility 1 to Customer 6: 15
Facility 1 to Customer 7: 13
Facility 1 to Customer 8: 13
Facility 1 to Customer 9: 13
Facility 1 to Customer 10: 19
Facility 1 to Customer 11: 18
Facility 1 to Customer 12: 17
Facility 1 to Customer 13: 28
Facility 2 to Customer 0: 26
Facility 2 to Customer 1: 26
Facility 2 to Customer 2: 10
Facility 2 to Customer 3: 29
Facility 2 to Customer 4: 23
Facility 2 to Customer 5: 31
Facility 2 to Customer 6: 29
Facility 2 to Customer 7: 20
Facility 2 to Customer 8: 12
Facility 2 to Customer 9: 33
Facility 2 to Customer 10: 17
Facility 2 to Customer 11: 31
Facility 2 to Customer 12: 34
Facility 2 to Customer 13: 19
Facility 3 to Customer 0: 26
Facility 3 to Customer 1: 17
Facility 3 to Customer 2: 31
Facility 3 to Customer 3: 10
