Facility Location Problem Instance
Number of facilities: 11
Number of customers: 12
Grid size: 100x100
Facilities coordinates (x, y):
40, 53
19, 52
26, 52
64, 78
60, 7
17, 66
26, 71
41, 61
67, 48
40, 22
58, 68
Customers coordinates (x, y):
43, 69
45, 33
78, 61
24, 31
35, 71
38, 28
38, 36
26, 62
40, 61
44, 71
35, 36
15, 73
Distances between facilities and customers:
Facility 0 to Customer 0: 16.28
Facility 0 to Customer 1: 20.62
Facility 0 to Customer 2: 38.83
Facility 0 to Customer 3: 27.20
Facility 0 to Customer 4: 18.68
Facility 0 to Customer 5: 25.08
Facility 0 to Customer 6: 17.12
Facility 0 to Customer 7: 16.64
Facility 0 to Customer 8: 8.00
Facility 0 to Customer 9: 18.44
Facility 0 to Customer 10: 17.72
Facility 0 to Customer 11: 32.02
Facility 1 to Customer 0: 29.41
Facility 1 to Customer 1: 32.20
Facility 1 to Customer 2: 59.68
Facility 1 to Customer 3: 21.59
Facility 1 to Customer 4: 24.84
Facility 1 to Customer 5: 30.61
Facility 1 to Customer 6: 24.84
Facility 1 to Customer 7: 12.21
Facility 1 to Customer 8: 22.85
Facility 1 to Customer 9: 31.40
Facility 1 to Customer 10: 22.63
Facility 1 to Customer 11: 21.38
Facility 2 to Customer 0: 24.04
Facility 2 to Customer 1: 26.87
Facility 2 to Customer 2: 52.77
Facility 2 to Customer 3: 21.10
Facility 2 to Customer 4: 21.02
Facility 2 to Customer 5: 26.83
Facility 2 to Customer 6: 20.00
Facility 2 to Customer 7: 10.00
Facility 2 to Customer 8: 16.64
Facility 2 to Customer 9: 26.17
Facility 2 to Customer 10: 18.36
Facility 2 to Customer 11: 23.71
Facility 3 to Customer 0: 22.85
Facility 3 to Customer 1: 48.85
Facility 3 to Customer 2: 22.02
Facility 3 to Customer 3: 61.72
Facility 3 to Customer 4: 29.83
Facility 3 to Customer 5: 56.36
Facility 3 to Customer 6: 49.40
Facility 3 to Customer 7: 41.23
Facility 3 to Customer 8: 29.41
Facility 3 to Customer 9: 21.19
Facility 3 to Customer 10: 51.04
Facility 3 to Customer 11: 49.25
Facility 4 to Customer 0: 64.29
Facility 4 to Customer 1: 30.02
Facility 4 to Customer 2: 56.92
Facility 4 to Customer 3: 43.27
Facility 4 to Customer 4: 68.71
Facility 4 to Customer 5: 30.41
Facility 4 to Customer 6: 36.40
Facility 4 to Customer 7: 64.66
Facility 4 to Customer 8: 57.58
Facility 4 to Customer 9: 65.97
Facility 4 to Customer 10: 38.29
