Facility Location Problem Instance
Number of facilities: 11
Number of customers: 12
Grid size: 100x100
Facilities coordinates (x, y):
71, 67
17, 49
31, 32
26, 42
10, 57
47, 11
68, 24
6, 34
48, 77
77, 5
9, 24
Customers coordinates (x, y):
75, 71
27, 61
26, 42
38, 1
27, 24
15, 61
31, 77
26, 50
30, 70
41, 36
48, 59
68, 45
Distances between facilities and customers:
Facility 0 to Customer 0: 5.66
Facility 0 to Customer 1: 44.41
Facility 0 to Customer 2: 51.48
Facility 0 to Customer 3: 73.79
Facility 0 to Customer 4: 61.52
Facility 0 to Customer 5: 56.32
Facility 0 to Customer 6: 41.23
Facility 0 to Customer 7: 48.10
Facility 0 to Customer 8: 41.11
Facility 0 to Customer 9: 43.14
Facility 0 to Customer 10: 24.35
Facility 0 to Customer 11: 22.20
Facility 1 to Customer 0: 62.03
Facility 1 to Customer 1: 15.62
Facility 1 to Customer 2: 11.40
Facility 1 to Customer 3: 52.39
Facility 1 to Customer 4: 26.93
Facility 1 to Customer 5: 12.17
Facility 1 to Customer 6: 31.30
Facility 1 to Customer 7: 9.06
Facility 1 to Customer 8: 24.70
Facility 1 to Customer 9: 27.29
Facility 1 to Customer 10: 32.57
Facility 1 to Customer 11: 51.16
Facility 2 to Customer 0: 58.80
Facility 2 to Customer 1: 29.27
Facility 2 to Customer 2: 11.18
Facility 2 to Customer 3: 31.78
Facility 2 to Customer 4: 8.94
Facility 2 to Customer 5: 33.12
Facility 2 to Customer 6: 45.00
Facility 2 to Customer 7: 18.68
Facility 2 to Customer 8: 38.01
Facility 2 to Customer 9: 10.77
Facility 2 to Customer 10: 31.91
Facility 2 to Customer 11: 39.22
Facility 3 to Customer 0: 56.94
Facility 3 to Customer 1: 19.03
Facility 3 to Customer 2: 0.00
Facility 3 to Customer 3: 42.72
Facility 3 to Customer 4: 18.03
Facility 3 to Customer 5: 21.95
Facility 3 to Customer 6: 35.36
Facility 3 to Customer 7: 8.00
Facility 3 to Customer 8: 28.28
Facility 3 to Customer 9: 16.16
Facility 3 to Customer 10: 27.80
Facility 3 to Customer 11: 42.11
Facility 4 to Customer 0: 66.49
Facility 4 to Customer 1: 17.46
Facility 4 to Customer 2: 21.93
Facility 4 to Customer 3: 62.61
Facility 4 to Customer 4: 37.12
Facility 4 to Customer 5: 6.40
Facility 4 to Customer 6: 29.00
Facility 4 to Customer 7: 17.46
Facility 4 to Customer 8: 23.85
Facility 4 to Customer 9: 37.44
Facility 4 to Customer 10: 38.05
Facility 4 to Customer 11: 59.23
Facility 5 to Customer 0: 66.21
Facility 5 to Customer 1: 53.85
Facility 5 to Customer 2: 37.44
Facility 5 to Customer 3: 13.45
Facility 5 to Customer 4: 23.85
Facility 5 to Customer 5: 59.36
Facility 5 to Customer 6: 67.91
Facility 5 to Customer 7: 44.29
Facility 5 to Customer 8: 61.40
Facility 5 to Customer 9: 25.71
Facility 5 to Customer 10: 48.01
Facility 5 to Customer 11: 39.96
Facility 6 to Customer 0: 47.52
Facility 6 to Customer 1: 55.23
Facility 6 to Customer 2: 45.69
Facility 6 to Customer 3: 37.80
Facility 6 to Customer 4: 41.00
Facility 6 to Customer 5: 64.64
Facility 6 to Customer 6: 64.64
Facility 6 to Customer 7: 49.40
Facility 6 to Customer 8: 59.67
Facility 6 to Customer 9: 29.55
