Facility Location Problem Instance
Number of facilities: 6
Number of customers: 7
Grid size: 100x100
Facilities coordinates (x, y):
24, 43
11, 39
36, 19
25, 35
0, 19
18, 13
Customers coordinates (x, y):
27, 37
38, 41
20, 29
28, 28
43, 13
32, 30
10, 42
Distances between facilities and customers:
Facility 0 to Customer 0: 6.71
Facility 0 to Customer 1: 14.14
Facility 0 to Customer 2: 14.56
Facility 0 to Customer 3: 15.52
Facility 0 to Customer 4: 35.51
Facility 0 to Customer 5: 15.26
Facility 0 to Customer 6: 14.04
Facility 1 to Customer 0: 16.12
Facility 1 to Customer 1: 27.07
Facility 1 to Customer 2: 13.45
Facility 1 to Customer 3: 20.25
Facility 1 to Customer 4: 41.23
Facility 1 to Customer 5: 22.85
Facility 1 to Customer 6: 3.16
Facility 2 to Customer 0: 20.12
Facility 2 to Customer 1: 22.09
Facility 2 to Customer 2: 18.87
Facility 2 to Customer 3: 12.04
Facility 2 to Customer 4: 9.22
Facility 2 to Customer 5: 11.70
Facility 2 to Customer 6: 34.71
Facility 3 to Customer 0: 2.83
Facility 3 to Customer 1: 14.32
Facility 3 to Customer 2: 7.81
Facility 3 to Customer 3: 7.62
Facility 3 to Customer 4: 28.43
Facility 3 to Customer 5: 8.60
Facility 3 to Customer 6: 16.55
Facility 4 to Customer 0: 32.45
Facility 4 to Customer 1: 43.91
Facility 4 to Customer 2: 22.36
Facility 4 to Customer 3: 29.41
Facility 4 to Customer 4: 43.42
Facility 4 to Customer 5: 33.84
Facility 4 to Customer 6: 25.08
Facility 5 to Customer 0: 25.63
Facility 5 to Customer 1: 34.41
Facility 5 to Customer 2: 16.12
Facility 5 to Customer 3: 18.03
Facility 5 to Customer 4: 25.00
Facility 5 to Customer 5: 22.02
Facility 5 to Customer 6: 30.08
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 20
Facility 0 to Customer 1: 11
Facility 0 to Customer 2: 21
Facility 0 to Customer 3: 11
Facility 0 to Customer 4: 18
Facility 0 to Customer 5: 19
Facility 0 to Customer 6: 11
Facility 1 to Customer 0: 13
Facility 1 to Customer 1: 23
Facility 1 to Customer 2: 20
Facility 1 to Customer 3: 12
Facility 1 to Customer 4: 22
Facility 1 to Customer 5: 22
Facility 1 to Customer 6: 24
Facility 2 to Customer 0: 11
Facility 2 to Customer 1: 7
Facility 2 to Customer 2: 22
Facility 2 to Customer 3: 14
Facility 2 to Customer 4: 11
Facility 2 to Customer 5: 21
Facility 2 to Customer 6: 18
Facility 3 to Customer 0: 7
Facility 3 to Customer 1: 16
Facility 3 to Customer 2: 17
Facility 3 to Customer 3: 6
Facility 3 to Customer 4: 7
Facility 3 to Customer 5: 9
Facility 3 to Customer 6: 15
Facility 4 to Customer 0: 12
Facility 4 to Customer 1: 16
Facility 4 to Customer 2: 11
Facility 4 to Customer 3: 19
Facility 4 to Customer 4: 21
Facility 4 to Customer 5: 8
Facility 4 to Customer 6: 17
Facility 5 to Customer 0: 22
Facility 5 to Customer 1: 5
Facility 5 to Customer 2: 20
Facility 5 to Customer 3: 17
Facility 5 to Customer 4: 14
Facility 5 to Customer 5: 16
Facility 5 to Customer 6: 6
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 32
Facility 0 to Customer 1: 12
Facility 0 to Customer 2: 19
Facility 0 to Customer 3: 11
Facility 0 to Customer 4: 32
Facility 0 to Customer 5: 22
Facility 0 to Customer 6: 22
Facility 1 to Customer 0: 27
Facility 1 to Customer 1: 12
Facility 1 to Customer 2: 16
Facility 1 to Customer 3: 23
Facility 1 to Customer 4: 29
Facility 1 to Customer 5: 26
Facility 1 to Customer 6: 30
Facility 2 to Customer 0: 21
Facility 2 to Customer 1: 34
Facility 2 to Customer 2: 25
Facility 2 to Customer 3: 33
Facility 2 to Customer 4: 21
Facility 2 to Customer 5: 24
Facility 2 to Customer 6: 34
Facility 3 to Customer 0: 19
Facility 3 to Customer 1: 34
Facility 3 to Customer 2: 16
Facility 3 to Customer 3: 29
Facility 3 to Customer 4: 14
Facility 3 to Customer 5: 10
Facility 3 to Customer 6: 26
Facility 4 to Customer 0: 12
Facility 4 to Customer 1: 22
Facility 4 to Customer 2: 23
Facility 4 to Customer 3: 33
Facility 4 to Customer 4: 27
Facility 4 to Customer 5: 13
Facility 4 to Customer 6: 27
Facility 5 to Customer 0: 14
Facility 5 to Customer 1: 34
Facility 5 to Customer 2: 25
Facility 5 to Customer 3: 10
Facility 5 to Customer 4: 30
Facility 5 to Customer 5: 23
Facility 5 to Customer 6: 24
Facility capacities:
Facility 0: 13
Facility 1: 19
Facility 2: 21
Facility 3: 8
Facility 4: 16
Facility 5: 9
Small drone payload capacity: 6
Large drone payload capacity: 19
Small drone max range: 46
Large drone max range: 102
