Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
82, 15
91, 76
123, 73
6, 26
74, 114
118, 174
79, 9
146, 69
42, 102
88, 168
66, 24
193, 123
36, 12
6, 164
62, 126
192, 83
180, 158
143, 17
146, 135
47, 54
66, 155
188, 138
143, 121
72, 104
52, 170
84, 178
127, 98
1, 80
168, 119
102, 136
104, 85
46, 81
48, 162
43, 67
46, 178
175, 55
92, 47
182, 37
191, 104
120, 59
53, 77
59, 104
132, 109
127, 60
69, 26
75, 186
198, 158
151, 137
117, 184
131, 18
Customers coordinates (x, y):
111, 36
189, 49
34, 68
2, 180
31, 83
159, 199
30, 163
136, 138
59, 85
8, 74
94, 137
148, 103
74, 60
3, 161
92, 114
106, 7
107, 161
108, 169
193, 162
174, 132
97, 126
157, 45
104, 164
93, 38
177, 59
125, 39
135, 186
180, 49
116, 128
194, 69
47, 24
102, 117
65, 166
46, 57
61, 5
50, 197
67, 55
154, 88
14, 62
30, 193
142, 120
13, 12
106, 62
25, 114
172, 168
10, 141
71, 153
194, 184
99, 112
85, 186
107, 54
158, 140
4, 168
42, 26
63, 4
56, 83
130, 197
90, 11
53, 105
99, 4
174, 149
176, 166
146, 122
108, 172
174, 170
56, 176
140, 31
158, 34
68, 13
30, 83
170, 101
107, 112
23, 55
63, 180
107, 111
53, 96
102, 136
11, 112
125, 47
151, 173
Distances between facilities and customers:
Facility 0 to Customer 0: 35.81
Facility 0 to Customer 1: 112.27
Facility 0 to Customer 2: 71.51
Facility 0 to Customer 3: 183.37
Facility 0 to Customer 4: 85.00
Facility 0 to Customer 5: 199.46
Facility 0 to Customer 6: 156.87
Facility 0 to Customer 7: 134.33
Facility 0 to Customer 8: 73.68
Facility 0 to Customer 9: 94.64
Facility 0 to Customer 10: 122.59
Facility 0 to Customer 11: 110.00
Facility 0 to Customer 12: 45.71
Facility 0 to Customer 13: 166.00
Facility 0 to Customer 14: 99.50
Facility 0 to Customer 15: 25.30
Facility 0 to Customer 16: 148.12
Facility 0 to Customer 17: 156.18
Facility 0 to Customer 18: 184.20
Facility 0 to Customer 19: 148.84
Facility 0 to Customer 20: 112.01
Facility 0 to Customer 21: 80.78
Facility 0 to Customer 22: 150.62
Facility 0 to Customer 23: 25.50
Facility 0 to Customer 24: 104.69
Facility 0 to Customer 25: 49.24
Facility 0 to Customer 26: 179.03
Facility 0 to Customer 27: 103.73
Facility 0 to Customer 28: 118.00
Facility 0 to Customer 29: 124.34
Facility 0 to Customer 30: 36.14
Facility 0 to Customer 31: 103.94
Facility 0 to Customer 32: 151.95
Facility 0 to Customer 33: 55.32
Facility 0 to Customer 34: 23.26
Facility 0 to Customer 35: 184.79
Facility 0 to Customer 36: 42.72
Facility 0 to Customer 37: 102.53
Facility 0 to Customer 38: 82.66
Facility 0 to Customer 39: 185.44
Facility 0 to Customer 40: 120.93
Facility 0 to Customer 41: 69.07
Facility 0 to Customer 42: 52.77
Facility 0 to Customer 43: 114.24
Facility 0 to Customer 44: 177.51
Facility 0 to Customer 45: 145.12
Facility 0 to Customer 46: 138.44
Facility 0 to Customer 47: 202.74
Facility 0 to Customer 48: 98.48
Facility 0 to Customer 49: 171.03
Facility 0 to Customer 50: 46.32
Facility 0 to Customer 51: 146.29
Facility 0 to Customer 52: 171.74
Facility 0 to Customer 53: 41.48
Facility 0 to Customer 54: 21.95
Facility 0 to Customer 55: 72.80
Facility 0 to Customer 56: 188.22
Facility 0 to Customer 57: 8.94
Facility 0 to Customer 58: 94.56
Facility 0 to Customer 59: 20.25
Facility 0 to Customer 60: 162.54
Facility 0 to Customer 61: 177.87
Facility 0 to Customer 62: 124.68
Facility 0 to Customer 63: 159.14
Facility 0 to Customer 64: 180.25
Facility 0 to Customer 65: 163.09
Facility 0 to Customer 66: 60.17
Facility 0 to Customer 67: 78.34
Facility 0 to Customer 68: 14.14
Facility 0 to Customer 69: 85.60
Facility 0 to Customer 70: 123.04
Facility 0 to Customer 71: 100.17
Facility 0 to Customer 72: 71.28
Facility 0 to Customer 73: 166.09
Facility 0 to Customer 74: 99.20
Facility 0 to Customer 75: 86.03
Facility 0 to Customer 76: 122.64
Facility 0 to Customer 77: 120.21
Facility 0 to Customer 78: 53.60
Facility 0 to Customer 79: 172.41
Facility 1 to Customer 0: 44.72
Facility 1 to Customer 1: 101.65
Facility 1 to Customer 2: 57.56
Facility 1 to Customer 3: 136.88
Facility 1 to Customer 4: 60.41
Facility 1 to Customer 5: 140.55
Facility 1 to Customer 6: 106.25
Facility 1 to Customer 7: 76.61
Facility 1 to Customer 8: 33.24
Facility 1 to Customer 9: 83.02
Facility 1 to Customer 10: 61.07
Facility 1 to Customer 11: 63.07
Facility 1 to Customer 12: 23.35
Facility 1 to Customer 13: 122.35
Facility 1 to Customer 14: 38.01
Facility 1 to Customer 15: 70.61
Facility 1 to Customer 16: 86.49
Facility 1 to Customer 17: 94.54
Facility 1 to Customer 18: 133.42
Facility 1 to Customer 19: 100.12
Facility 1 to Customer 20: 50.36
Facility 1 to Customer 21: 72.92
Facility 1 to Customer 22: 88.96
Facility 1 to Customer 23: 38.05
Facility 1 to Customer 24: 87.66
Facility 1 to Customer 25: 50.25
Facility 1 to Customer 26: 118.47
Facility 1 to Customer 27: 93.01
Facility 1 to Customer 28: 57.70
Facility 1 to Customer 29: 103.24
Facility 1 to Customer 30: 68.12
Facility 1 to Customer 31: 42.45
Facility 1 to Customer 32: 93.68
Facility 1 to Customer 33: 48.85
Facility 1 to Customer 34: 77.08
Facility 1 to Customer 35: 127.76
