Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
19, 195
52, 37
10, 26
63, 77
156, 44
160, 52
7, 148
181, 177
108, 120
61, 131
139, 183
140, 116
139, 5
26, 4
128, 138
122, 95
3, 95
127, 148
108, 175
62, 121
199, 88
58, 126
183, 151
21, 99
159, 14
193, 173
84, 192
181, 140
102, 81
76, 163
1, 159
51, 73
66, 69
125, 11
15, 171
84, 73
152, 52
170, 178
31, 26
16, 93
105, 160
174, 179
186, 138
122, 41
11, 99
63, 164
41, 22
17, 48
134, 14
5, 179
Customers coordinates (x, y):
139, 44
82, 45
13, 188
40, 195
180, 84
167, 67
78, 152
163, 107
20, 137
171, 88
20, 65
14, 80
44, 22
60, 100
8, 153
17, 156
118, 60
12, 133
113, 9
12, 160
4, 97
51, 184
112, 88
144, 14
7, 51
34, 53
134, 17
69, 95
10, 94
164, 61
117, 64
78, 122
72, 43
54, 91
192, 86
169, 53
91, 60
12, 13
86, 164
104, 145
137, 100
196, 80
186, 134
180, 87
158, 119
54, 75
170, 69
21, 34
33, 199
19, 157
91, 195
32, 68
168, 117
199, 64
141, 16
91, 29
135, 70
85, 10
64, 15
6, 51
89, 53
54, 185
199, 131
177, 88
38, 23
44, 165
14, 83
165, 15
111, 178
94, 96
44, 31
48, 20
144, 174
5, 138
90, 178
5, 170
125, 6
17, 4
81, 135
120, 15
Distances between facilities and customers:
Facility 0 to Customer 0: 192.88
Facility 0 to Customer 1: 162.69
Facility 0 to Customer 2: 9.22
Facility 0 to Customer 3: 21.00
Facility 0 to Customer 4: 195.56
Facility 0 to Customer 5: 195.67
Facility 0 to Customer 6: 73.01
Facility 0 to Customer 7: 168.76
Facility 0 to Customer 8: 58.01
Facility 0 to Customer 9: 185.88
Facility 0 to Customer 10: 130.00
Facility 0 to Customer 11: 115.11
Facility 0 to Customer 12: 174.80
Facility 0 to Customer 13: 103.47
Facility 0 to Customer 14: 43.42
Facility 0 to Customer 15: 39.05
Facility 0 to Customer 16: 167.41
Facility 0 to Customer 17: 62.39
Facility 0 to Customer 18: 208.40
