Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
22, 184
107, 6
62, 148
15, 48
141, 38
85, 144
170, 179
163, 77
38, 171
105, 145
179, 58
142, 45
160, 122
79, 179
42, 30
188, 54
157, 163
77, 171
152, 138
187, 185
65, 109
64, 129
29, 191
14, 73
113, 158
45, 138
160, 83
62, 199
6, 34
152, 166
3, 57
21, 124
166, 114
34, 184
6, 131
127, 91
17, 194
40, 32
87, 159
27, 102
11, 117
62, 77
137, 47
1, 42
124, 80
186, 73
191, 90
161, 30
44, 144
187, 14
Customers coordinates (x, y):
115, 67
167, 30
186, 80
173, 74
174, 67
137, 120
34, 23
4, 47
125, 52
68, 40
127, 38
160, 41
63, 111
170, 38
197, 55
94, 171
54, 192
189, 58
56, 131
191, 102
140, 8
191, 56
161, 184
55, 96
122, 19
25, 150
73, 93
9, 79
94, 73
4, 27
87, 127
18, 10
195, 183
65, 119
119, 69
65, 177
80, 129
78, 185
94, 114
103, 116
78, 23
88, 139
176, 181
187, 71
31, 112
116, 124
17, 183
14, 65
43, 105
73, 91
94, 66
103, 25
28, 176
97, 10
130, 40
199, 54
147, 36
55, 27
175, 199
46, 119
139, 6
126, 174
199, 31
4, 135
129, 49
40, 0
56, 60
15, 58
66, 139
137, 197
34, 135
170, 19
135, 103
160, 59
132, 28
90, 31
46, 38
172, 96
71, 183
188, 51
Distances between facilities and customers:
Facility 0 to Customer 0: 149.46
Facility 0 to Customer 1: 211.52
Facility 0 to Customer 2: 194.20
Facility 0 to Customer 3: 186.82
Facility 0 to Customer 4: 191.82
Facility 0 to Customer 5: 131.61
Facility 0 to Customer 6: 161.45
Facility 0 to Customer 7: 138.18
Facility 0 to Customer 8: 167.43
Facility 0 to Customer 9: 151.17
Facility 0 to Customer 10: 179.84
Facility 0 to Customer 11: 198.73
Facility 0 to Customer 12: 83.73
Facility 0 to Customer 13: 207.89
Facility 0 to Customer 14: 217.41
Facility 0 to Customer 15: 73.16
Facility 0 to Customer 16: 32.98
Facility 0 to Customer 17: 209.20
Facility 0 to Customer 18: 62.97
Facility 0 to Customer 19: 187.84
Facility 0 to Customer 20: 211.90
Facility 0 to Customer 21: 212.00
Facility 0 to Customer 22: 139.00
Facility 0 to Customer 23: 93.98
Facility 0 to Customer 24: 192.94
Facility 0 to Customer 25: 34.13
Facility 0 to Customer 26: 104.32
Facility 0 to Customer 27: 105.80
