Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
65, 90
0, 97
104, 189
38, 176
32, 153
44, 143
179, 45
95, 16
108, 161
9, 134
44, 144
167, 44
55, 178
31, 14
55, 61
122, 176
27, 19
3, 140
187, 149
113, 112
195, 159
134, 105
166, 128
13, 157
1, 15
107, 115
149, 47
123, 199
47, 194
58, 184
189, 179
100, 98
129, 6
53, 176
129, 197
118, 77
52, 86
132, 134
35, 83
89, 115
1, 168
89, 49
134, 197
197, 148
197, 114
183, 7
47, 60
56, 4
106, 169
113, 113
Customers coordinates (x, y):
186, 18
161, 101
175, 71
197, 187
125, 100
30, 85
161, 74
156, 42
15, 186
187, 83
75, 71
169, 164
193, 79
122, 177
68, 197
85, 94
166, 123
124, 157
79, 193
18, 138
189, 179
91, 82
129, 174
56, 138
28, 120
160, 45
2, 146
11, 100
155, 114
18, 152
60, 86
48, 6
192, 11
184, 81
47, 162
135, 113
2, 54
184, 5
139, 152
161, 109
186, 95
198, 83
169, 121
56, 194
104, 43
151, 119
141, 143
135, 101
0, 61
45, 195
110, 102
86, 36
60, 104
2, 49
129, 62
102, 49
142, 104
35, 117
153, 44
195, 193
181, 133
74, 101
65, 101
79, 160
74, 102
49, 30
91, 198
151, 67
103, 55
93, 27
76, 138
172, 40
30, 98
77, 98
126, 17
44, 129
5, 152
29, 90
47, 139
171, 124
Distances between facilities and customers:
Facility 0 to Customer 0: 140.80
Facility 0 to Customer 1: 96.63
Facility 0 to Customer 2: 111.63
Facility 0 to Customer 3: 163.81
Facility 0 to Customer 4: 60.83
Facility 0 to Customer 5: 35.36
Facility 0 to Customer 6: 97.32
Facility 0 to Customer 7: 102.88
Facility 0 to Customer 8: 108.24
Facility 0 to Customer 9: 122.20
Facility 0 to Customer 10: 21.47
Facility 0 to Customer 11: 127.64
Facility 0 to Customer 12: 128.47
Facility 0 to Customer 13: 104.01
Facility 0 to Customer 14: 107.04
Facility 0 to Customer 15: 20.40
Facility 0 to Customer 16: 106.25
