Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
55, 49
14, 116
127, 45
148, 13
193, 85
122, 90
176, 35
36, 144
150, 95
35, 31
160, 37
164, 137
177, 196
111, 153
153, 130
178, 0
33, 124
49, 63
16, 58
106, 18
65, 44
22, 61
72, 196
178, 95
44, 60
145, 125
70, 62
60, 191
42, 17
67, 86
139, 196
141, 10
44, 72
23, 66
139, 12
85, 125
135, 70
139, 102
139, 66
123, 136
88, 148
176, 140
178, 22
170, 160
87, 13
75, 33
194, 131
185, 116
162, 34
88, 102
Customers coordinates (x, y):
78, 12
4, 4
160, 59
90, 102
84, 118
26, 143
50, 17
118, 197
48, 45
45, 197
113, 191
164, 47
156, 58
189, 51
34, 93
2, 190
67, 65
57, 152
67, 181
182, 0
120, 105
150, 40
70, 58
154, 153
181, 68
140, 18
173, 171
106, 1
152, 182
81, 23
192, 182
59, 153
63, 91
89, 42
2, 147
196, 116
153, 96
5, 134
197, 55
6, 137
178, 69
128, 83
64, 79
180, 5
84, 191
135, 19
199, 97
146, 190
44, 196
134, 142
55, 83
137, 29
81, 149
185, 4
125, 158
64, 173
60, 168
41, 101
13, 146
62, 167
76, 152
152, 138
150, 181
110, 109
123, 123
180, 16
132, 98
121, 114
90, 148
44, 165
164, 53
151, 112
165, 198
13, 182
53, 125
96, 146
21, 43
70, 195
164, 38
21, 50
Distances between facilities and customers:
Facility 0 to Customer 0: 43.57
Facility 0 to Customer 1: 68.01
Facility 0 to Customer 2: 105.48
Facility 0 to Customer 3: 63.51
Facility 0 to Customer 4: 74.85
Facility 0 to Customer 5: 98.37
Facility 0 to Customer 6: 32.39
Facility 0 to Customer 7: 160.85
Facility 0 to Customer 8: 8.06
Facility 0 to Customer 9: 148.34
Facility 0 to Customer 10: 153.39
Facility 0 to Customer 11: 109.02
Facility 0 to Customer 12: 101.40
Facility 0 to Customer 13: 134.01
Facility 0 to Customer 14: 48.75
Facility 0 to Customer 15: 150.63
Facility 0 to Customer 16: 20.00
Facility 0 to Customer 17: 103.02
Facility 0 to Customer 18: 132.54
Facility 0 to Customer 19: 136.12
Facility 0 to Customer 20: 85.80
Facility 0 to Customer 21: 95.43
Facility 0 to Customer 22: 17.49
Facility 0 to Customer 23: 143.59
Facility 0 to Customer 24: 127.42
Facility 0 to Customer 25: 90.48
Facility 0 to Customer 26: 169.73
Facility 0 to Customer 27: 70.04
Facility 0 to Customer 28: 164.61
Facility 0 to Customer 29: 36.77
Facility 0 to Customer 30: 190.94
Facility 0 to Customer 31: 104.08
Facility 0 to Customer 32: 42.76
Facility 0 to Customer 33: 34.71
Facility 0 to Customer 34: 111.41
Facility 0 to Customer 35: 156.11
Facility 0 to Customer 36: 108.69
Facility 0 to Customer 37: 98.62
Facility 0 to Customer 38: 142.13
Facility 0 to Customer 39: 100.72
Facility 0 to Customer 40: 124.62
Facility 0 to Customer 41: 80.53
Facility 0 to Customer 42: 31.32
Facility 0 to Customer 43: 132.52
Facility 0 to Customer 44: 144.93
Facility 0 to Customer 45: 85.44
Facility 0 to Customer 46: 151.79
Facility 0 to Customer 47: 167.82
Facility 0 to Customer 48: 147.41
Facility 0 to Customer 49: 122.02
Facility 0 to Customer 50: 34.00
Facility 0 to Customer 51: 84.40
Facility 0 to Customer 52: 103.32
Facility 0 to Customer 53: 137.57
Facility 0 to Customer 54: 129.54
Facility 0 to Customer 55: 124.33
Facility 0 to Customer 56: 119.10
Facility 0 to Customer 57: 53.85
Facility 0 to Customer 58: 105.70
Facility 0 to Customer 59: 118.21
Facility 0 to Customer 60: 105.12
Facility 0 to Customer 61: 131.64
