Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
179, 91
150, 14
124, 96
82, 133
93, 29
81, 172
26, 21
159, 1
189, 60
174, 88
185, 23
159, 169
71, 20
134, 162
171, 172
49, 182
56, 89
60, 131
0, 117
153, 191
38, 68
80, 110
135, 42
91, 15
96, 68
93, 153
132, 45
72, 82
4, 169
18, 11
19, 178
97, 11
136, 118
139, 192
94, 170
13, 32
115, 115
155, 129
152, 161
11, 44
178, 61
6, 28
44, 36
4, 141
164, 87
148, 196
13, 98
166, 182
23, 118
38, 87
Customers coordinates (x, y):
51, 55
56, 151
159, 19
17, 83
92, 186
14, 24
177, 150
65, 138
175, 58
73, 121
165, 15
52, 191
169, 174
48, 111
113, 160
71, 20
106, 140
125, 196
83, 169
185, 145
47, 36
126, 16
96, 4
70, 160
142, 132
177, 102
17, 15
85, 46
193, 94
114, 189
147, 175
70, 124
71, 175
50, 93
59, 179
39, 151
166, 161
24, 29
175, 38
157, 98
63, 26
33, 171
28, 99
102, 3
155, 122
139, 115
60, 130
179, 50
97, 123
133, 103
131, 168
112, 122
60, 99
88, 118
84, 47
42, 78
25, 135
50, 117
47, 53
64, 154
51, 43
33, 104
91, 48
9, 35
142, 38
95, 165
92, 70
197, 195
150, 132
197, 198
107, 10
168, 120
26, 122
75, 136
176, 60
9, 164
198, 58
164, 187
18, 89
75, 157
Distances between facilities and customers:
Facility 0 to Customer 0: 132.97
Facility 0 to Customer 1: 136.85
Facility 0 to Customer 2: 74.73
Facility 0 to Customer 3: 162.20
Facility 0 to Customer 4: 128.82
Facility 0 to Customer 5: 178.08
Facility 0 to Customer 6: 59.03
Facility 0 to Customer 7: 123.31
Facility 0 to Customer 8: 33.24
Facility 0 to Customer 9: 110.16
Facility 0 to Customer 10: 77.28
Facility 0 to Customer 11: 161.64
Facility 0 to Customer 12: 83.60
Facility 0 to Customer 13: 132.52
Facility 0 to Customer 14: 95.48
Facility 0 to Customer 15: 129.25
Facility 0 to Customer 16: 87.92
Facility 0 to Customer 17: 118.07
Facility 0 to Customer 18: 123.69
Facility 0 to Customer 19: 54.33
Facility 0 to Customer 20: 143.00
Facility 0 to Customer 21: 91.84
Facility 0 to Customer 22: 120.24
Facility 0 to Customer 23: 129.00
Facility 0 to Customer 24: 55.23
Facility 0 to Customer 25: 11.18
Facility 0 to Customer 26: 178.94
Facility 0 to Customer 27: 104.22
Facility 0 to Customer 28: 14.32
Facility 0 to Customer 29: 117.60
Facility 0 to Customer 30: 89.89
Facility 0 to Customer 31: 113.89
Facility 0 to Customer 32: 136.82
Facility 0 to Customer 33: 129.02
Facility 0 to Customer 34: 148.81
Facility 0 to Customer 35: 152.32
Facility 0 to Customer 36: 71.20
Facility 0 to Customer 37: 166.94
Facility 0 to Customer 38: 53.15
Facility 0 to Customer 39: 23.09
Facility 0 to Customer 40: 132.97
Facility 0 to Customer 41: 166.48
Facility 0 to Customer 42: 151.21
Facility 0 to Customer 43: 116.93
Facility 0 to Customer 44: 39.20
Facility 0 to Customer 45: 46.65
Facility 0 to Customer 46: 125.23
Facility 0 to Customer 47: 41.00
Facility 0 to Customer 48: 88.02
Facility 0 to Customer 49: 47.54
Facility 0 to Customer 50: 90.74
Facility 0 to Customer 51: 73.82
Facility 0 to Customer 52: 119.27
Facility 0 to Customer 53: 94.92
Facility 0 to Customer 54: 104.69
Facility 0 to Customer 55: 137.62
Facility 0 to Customer 56: 160.16
Facility 0 to Customer 57: 131.59
Facility 0 to Customer 58: 137.36
Facility 0 to Customer 59: 131.13
Facility 0 to Customer 60: 136.70
Facility 0 to Customer 61: 146.58
Facility 0 to Customer 62: 97.94
Facility 0 to Customer 63: 178.99
Facility 0 to Customer 64: 64.64
Facility 0 to Customer 65: 111.95
Facility 0 to Customer 66: 89.50
Facility 0 to Customer 67: 105.55
Facility 0 to Customer 68: 50.22
Facility 0 to Customer 69: 108.50
Facility 0 to Customer 70: 108.37
Facility 0 to Customer 71: 31.02
Facility 0 to Customer 72: 156.11
Facility 0 to Customer 73: 113.32
Facility 0 to Customer 74: 31.14
Facility 0 to Customer 75: 185.01
Facility 0 to Customer 76: 38.08
Facility 0 to Customer 77: 97.16
Facility 0 to Customer 78: 161.01
Facility 0 to Customer 79: 123.17
Facility 1 to Customer 0: 107.15
Facility 1 to Customer 1: 166.15
Facility 1 to Customer 2: 10.30
Facility 1 to Customer 3: 149.83
Facility 1 to Customer 4: 181.52
Facility 1 to Customer 5: 136.37
Facility 1 to Customer 6: 138.65
Facility 1 to Customer 7: 150.34
Facility 1 to Customer 8: 50.61
Facility 1 to Customer 9: 131.83
Facility 1 to Customer 10: 15.03
Facility 1 to Customer 11: 202.32
Facility 1 to Customer 12: 161.12
Facility 1 to Customer 13: 140.76
Facility 1 to Customer 14: 150.62
Facility 1 to Customer 15: 79.23
Facility 1 to Customer 16: 133.46
Facility 1 to Customer 17: 183.71
Facility 1 to Customer 18: 168.86
Facility 1 to Customer 19: 135.59
Facility 1 to Customer 20: 105.32
Facility 1 to Customer 21: 24.08
Facility 1 to Customer 22: 54.92
Facility 1 to Customer 23: 166.48
Facility 1 to Customer 24: 118.27
Facility 1 to Customer 25: 92.05
Facility 1 to Customer 26: 133.00
Facility 1 to Customer 27: 72.45
Facility 1 to Customer 28: 90.82
Facility 1 to Customer 29: 178.66
Facility 1 to Customer 30: 161.03
Facility 1 to Customer 31: 136.01
Facility 1 to Customer 32: 179.34
Facility 1 to Customer 33: 127.44
Facility 1 to Customer 34: 188.43
Facility 1 to Customer 35: 176.32
Facility 1 to Customer 36: 147.87
Facility 1 to Customer 37: 126.89
Facility 1 to Customer 38: 34.66
Facility 1 to Customer 39: 84.29
Facility 1 to Customer 40: 87.82
Facility 1 to Customer 41: 195.80
Facility 1 to Customer 42: 148.69
Facility 1 to Customer 43: 49.24
Facility 1 to Customer 44: 108.12
Facility 1 to Customer 45: 101.60
Facility 1 to Customer 46: 146.82
Facility 1 to Customer 47: 46.23
Facility 1 to Customer 48: 121.20
Facility 1 to Customer 49: 90.61
Facility 1 to Customer 50: 155.17
Facility 1 to Customer 51: 114.49
Facility 1 to Customer 52: 123.79
Facility 1 to Customer 53: 121.08
Facility 1 to Customer 54: 73.79
Facility 1 to Customer 55: 125.54
Facility 1 to Customer 56: 173.97
Facility 1 to Customer 57: 143.56
Facility 1 to Customer 58: 110.14
Facility 1 to Customer 59: 164.30
Facility 1 to Customer 60: 103.16
Facility 1 to Customer 61: 147.61
Facility 1 to Customer 62: 68.10
Facility 1 to Customer 63: 142.56
Facility 1 to Customer 64: 25.30
Facility 1 to Customer 65: 160.70
Facility 1 to Customer 66: 80.62
Facility 1 to Customer 67: 187.00
Facility 1 to Customer 68: 118.00
Facility 1 to Customer 69: 189.91
Facility 1 to Customer 70: 43.19
Facility 1 to Customer 71: 107.52
Facility 1 to Customer 72: 164.44
Facility 1 to Customer 73: 143.21
Facility 1 to Customer 74: 52.84
Facility 1 to Customer 75: 205.87
Facility 1 to Customer 76: 65.12
Facility 1 to Customer 77: 173.57
Facility 1 to Customer 78: 151.82
Facility 1 to Customer 79: 161.47
Facility 2 to Customer 0: 83.73
Facility 2 to Customer 1: 87.46
Facility 2 to Customer 2: 84.58
Facility 2 to Customer 3: 107.79
Facility 2 to Customer 4: 95.52
Facility 2 to Customer 5: 131.47
Facility 2 to Customer 6: 75.66
Facility 2 to Customer 7: 72.42
Facility 2 to Customer 8: 63.60
Facility 2 to Customer 9: 56.80
Facility 2 to Customer 10: 90.79
Facility 2 to Customer 11: 119.20
Facility 2 to Customer 12: 90.05
Facility 2 to Customer 13: 77.47
Facility 2 to Customer 14: 64.94
Facility 2 to Customer 15: 92.66
Facility 2 to Customer 16: 47.54
Facility 2 to Customer 17: 100.00
Facility 2 to Customer 18: 83.73
Facility 2 to Customer 19: 78.24
Facility 2 to Customer 20: 97.62
Facility 2 to Customer 21: 80.02
Facility 2 to Customer 22: 96.17
Facility 2 to Customer 23: 83.74
Facility 2 to Customer 24: 40.25
Facility 2 to Customer 25: 53.34
Facility 2 to Customer 26: 134.20
Facility 2 to Customer 27: 63.41
Facility 2 to Customer 28: 69.03
Facility 2 to Customer 29: 93.54
Facility 2 to Customer 30: 82.28
Facility 2 to Customer 31: 60.83
Facility 2 to Customer 32: 95.13
Facility 2 to Customer 33: 74.06
Facility 2 to Customer 34: 105.42
Facility 2 to Customer 35: 101.24
Facility 2 to Customer 36: 77.39
Facility 2 to Customer 37: 120.37
Facility 2 to Customer 38: 77.23
Facility 2 to Customer 39: 33.06
Facility 2 to Customer 40: 92.85
Facility 2 to Customer 41: 117.92
Facility 2 to Customer 42: 96.05
Facility 2 to Customer 43: 95.57
Facility 2 to Customer 44: 40.46
Facility 2 to Customer 45: 24.21
Facility 2 to Customer 46: 72.47
Facility 2 to Customer 47: 71.70
Facility 2 to Customer 48: 38.18
Facility 2 to Customer 49: 11.40
Facility 2 to Customer 50: 72.34
Facility 2 to Customer 51: 28.64
Facility 2 to Customer 52: 64.07
Facility 2 to Customer 53: 42.19
Facility 2 to Customer 54: 63.25
Facility 2 to Customer 55: 83.95
Facility 2 to Customer 56: 106.40
