Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
173, 116
43, 127
31, 161
73, 144
134, 178
71, 42
122, 146
53, 84
178, 193
108, 7
31, 61
161, 5
189, 64
1, 186
61, 143
24, 145
195, 178
131, 165
132, 65
67, 70
104, 52
146, 158
123, 69
30, 177
45, 106
88, 13
141, 23
152, 111
43, 182
145, 48
109, 115
96, 153
31, 128
44, 32
125, 30
173, 27
55, 34
19, 67
165, 90
191, 175
122, 47
13, 63
57, 139
95, 27
142, 183
71, 73
154, 85
118, 190
7, 147
8, 101
Customers coordinates (x, y):
138, 95
180, 106
40, 163
77, 96
145, 185
41, 45
141, 123
96, 42
128, 99
93, 80
74, 21
30, 111
3, 161
149, 166
33, 13
94, 118
35, 63
175, 62
101, 18
118, 60
57, 101
151, 84
194, 197
176, 144
40, 83
38, 42
110, 1
123, 137
156, 166
18, 91
174, 77
178, 122
46, 151
26, 103
140, 107
76, 107
134, 142
136, 84
34, 43
9, 189
87, 127
195, 168
5, 115
30, 34
39, 75
51, 197
61, 155
5, 36
79, 157
81, 20
129, 185
22, 150
16, 162
170, 174
12, 1
192, 181
155, 25
95, 128
48, 50
153, 25
165, 86
177, 1
186, 151
132, 133
167, 121
107, 20
55, 176
128, 129
172, 185
60, 98
86, 176
199, 78
76, 104
125, 139
156, 89
20, 59
54, 54
0, 119
0, 110
172, 81
Distances between facilities and customers:
Facility 0 to Customer 0: 40.82
Facility 0 to Customer 1: 12.21
Facility 0 to Customer 2: 141.06
Facility 0 to Customer 3: 98.06
Facility 0 to Customer 4: 74.46
Facility 0 to Customer 5: 149.88
Facility 0 to Customer 6: 32.76
Facility 0 to Customer 7: 106.79
Facility 0 to Customer 8: 48.10
Facility 0 to Customer 9: 87.73
Facility 0 to Customer 10: 137.21
Facility 0 to Customer 11: 143.09
Facility 0 to Customer 12: 175.86
Facility 0 to Customer 13: 55.46
Facility 0 to Customer 14: 173.81
Facility 0 to Customer 15: 79.03
Facility 0 to Customer 16: 147.83
Facility 0 to Customer 17: 54.04
Facility 0 to Customer 18: 121.61
Facility 0 to Customer 19: 78.49
Facility 0 to Customer 20: 116.97
Facility 0 to Customer 21: 38.83
Facility 0 to Customer 22: 83.68
Facility 0 to Customer 23: 28.16
Facility 0 to Customer 24: 137.03
Facility 0 to Customer 25: 153.95
Facility 0 to Customer 26: 131.13
Facility 0 to Customer 27: 54.23
Facility 0 to Customer 28: 52.81
Facility 0 to Customer 29: 157.00
Facility 0 to Customer 30: 39.01
Facility 0 to Customer 31: 7.81
Facility 0 to Customer 32: 131.73
Facility 0 to Customer 33: 147.57
Facility 0 to Customer 34: 34.21
Facility 0 to Customer 35: 97.42
Facility 0 to Customer 36: 46.87
Facility 0 to Customer 37: 48.92
Facility 0 to Customer 38: 157.00
Facility 0 to Customer 39: 179.51
Facility 0 to Customer 40: 86.70
Facility 0 to Customer 41: 56.46
Facility 0 to Customer 42: 168.00
Facility 0 to Customer 43: 164.84
Facility 0 to Customer 44: 140.13
Facility 0 to Customer 45: 146.44
Facility 0 to Customer 46: 118.60
Facility 0 to Customer 47: 186.08
Facility 0 to Customer 48: 102.55
Facility 0 to Customer 49: 132.97
Facility 0 to Customer 50: 81.84
Facility 0 to Customer 51: 154.78
Facility 0 to Customer 52: 163.60
Facility 0 to Customer 53: 58.08
Facility 0 to Customer 54: 197.85
Facility 0 to Customer 55: 67.72
Facility 0 to Customer 56: 92.76
Facility 0 to Customer 57: 78.92
Facility 0 to Customer 58: 141.35
Facility 0 to Customer 59: 93.17
Facility 0 to Customer 60: 31.05
Facility 0 to Customer 61: 115.07
Facility 0 to Customer 62: 37.34
Facility 0 to Customer 63: 44.38
Facility 0 to Customer 64: 7.81
Facility 0 to Customer 65: 116.50
Facility 0 to Customer 66: 132.38
Facility 0 to Customer 67: 46.84
Facility 0 to Customer 68: 69.01
Facility 0 to Customer 69: 114.42
Facility 0 to Customer 70: 105.68
Facility 0 to Customer 71: 46.04
Facility 0 to Customer 72: 97.74
Facility 0 to Customer 73: 53.23
Facility 0 to Customer 74: 31.91
Facility 0 to Customer 75: 163.27
Facility 0 to Customer 76: 134.18
Facility 0 to Customer 77: 173.03
Facility 0 to Customer 78: 173.10
Facility 0 to Customer 79: 35.01
Facility 1 to Customer 0: 100.24
Facility 1 to Customer 1: 138.60
Facility 1 to Customer 2: 36.12
Facility 1 to Customer 3: 46.01
Facility 1 to Customer 4: 117.34
Facility 1 to Customer 5: 82.02
Facility 1 to Customer 6: 98.08
Facility 1 to Customer 7: 100.17
Facility 1 to Customer 8: 89.49
Facility 1 to Customer 9: 68.62
Facility 1 to Customer 10: 110.44
Facility 1 to Customer 11: 20.62
Facility 1 to Customer 12: 52.50
Facility 1 to Customer 13: 112.95
Facility 1 to Customer 14: 114.44
Facility 1 to Customer 15: 51.79
Facility 1 to Customer 16: 64.50
Facility 1 to Customer 17: 147.14
Facility 1 to Customer 18: 123.47
Facility 1 to Customer 19: 100.57
Facility 1 to Customer 20: 29.53
Facility 1 to Customer 21: 116.25
