Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
28, 154
73, 97
6, 157
133, 106
145, 101
126, 119
19, 198
38, 196
123, 83
95, 61
198, 92
123, 96
169, 81
18, 1
102, 50
28, 189
101, 193
78, 54
96, 115
37, 71
95, 17
65, 32
5, 197
137, 76
96, 170
110, 73
53, 96
156, 65
25, 104
38, 151
51, 133
128, 44
43, 188
95, 128
29, 24
55, 122
86, 23
87, 130
137, 50
23, 57
187, 93
166, 89
86, 47
31, 12
194, 130
189, 157
81, 12
186, 14
171, 103
87, 0
Customers coordinates (x, y):
159, 51
171, 45
6, 26
73, 95
156, 116
141, 72
56, 162
185, 44
130, 139
7, 49
149, 131
0, 153
196, 99
97, 128
141, 136
64, 47
110, 187
170, 169
138, 113
84, 62
24, 63
126, 192
42, 25
129, 25
50, 82
50, 10
120, 28
107, 161
98, 32
81, 190
116, 67
133, 129
189, 122
55, 185
175, 184
51, 83
116, 7
19, 75
131, 150
144, 137
194, 25
147, 76
146, 189
179, 181
60, 120
42, 110
37, 105
175, 173
186, 128
166, 137
178, 38
74, 49
165, 94
164, 155
56, 121
116, 73
124, 62
46, 129
168, 28
161, 160
150, 41
14, 126
30, 152
161, 33
118, 123
192, 52
171, 27
88, 68
49, 103
128, 34
167, 121
54, 180
110, 196
177, 137
115, 149
30, 108
57, 23
198, 20
101, 6
4, 64
Distances between facilities and customers:
Facility 0 to Customer 0: 166.64
Facility 0 to Customer 1: 179.81
Facility 0 to Customer 2: 129.88
Facility 0 to Customer 3: 74.20
Facility 0 to Customer 4: 133.52
Facility 0 to Customer 5: 139.62
Facility 0 to Customer 6: 29.12
Facility 0 to Customer 7: 191.70
Facility 0 to Customer 8: 103.10
Facility 0 to Customer 9: 107.08
Facility 0 to Customer 10: 123.17
Facility 0 to Customer 11: 28.02
Facility 0 to Customer 12: 176.77
Facility 0 to Customer 13: 73.74
Facility 0 to Customer 14: 114.42
Facility 0 to Customer 15: 112.89
