Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
87, 171
1, 147
44, 130
151, 158
38, 74
187, 84
166, 146
4, 9
168, 162
80, 43
36, 163
1, 184
120, 35
29, 186
122, 4
165, 151
60, 13
99, 156
74, 49
156, 10
56, 44
161, 31
75, 176
90, 153
5, 120
11, 178
174, 195
170, 106
141, 193
74, 184
21, 82
20, 102
45, 95
105, 69
65, 42
144, 32
98, 195
128, 71
113, 66
65, 99
76, 11
39, 119
106, 162
79, 158
113, 114
127, 68
129, 183
53, 149
25, 185
28, 118
Customers coordinates (x, y):
3, 106
7, 27
112, 13
78, 68
167, 124
11, 125
80, 190
116, 43
44, 18
126, 0
151, 192
96, 20
184, 67
6, 132
27, 159
100, 80
140, 68
72, 68
156, 132
162, 26
9, 134
152, 147
178, 43
174, 79
88, 160
94, 134
102, 50
102, 146
178, 61
8, 180
49, 115
60, 127
126, 190
72, 92
27, 80
127, 108
188, 89
157, 157
1, 53
48, 198
0, 126
166, 74
69, 80
127, 193
74, 17
17, 45
185, 43
191, 21
182, 177
144, 16
117, 38
192, 187
40, 120
94, 92
131, 173
159, 124
124, 56
132, 9
164, 119
55, 172
115, 97
142, 162
59, 91
199, 15
31, 155
132, 66
161, 77
123, 143
195, 85
148, 117
130, 80
72, 36
32, 163
182, 27
171, 188
140, 138
119, 116
180, 182
63, 157
169, 149
Distances between facilities and customers:
Facility 0 to Customer 0: 106.21
Facility 0 to Customer 1: 164.73
Facility 0 to Customer 2: 159.97
Facility 0 to Customer 3: 103.39
Facility 0 to Customer 4: 92.78
Facility 0 to Customer 5: 88.84
Facility 0 to Customer 6: 20.25
Facility 0 to Customer 7: 131.24
Facility 0 to Customer 8: 158.93
Facility 0 to Customer 9: 175.39
Facility 0 to Customer 10: 67.36
Facility 0 to Customer 11: 151.27
Facility 0 to Customer 12: 142.21
Facility 0 to Customer 13: 89.90
Facility 0 to Customer 14: 61.19
Facility 0 to Customer 15: 91.92
Facility 0 to Customer 16: 115.84
Facility 0 to Customer 17: 104.09
Facility 0 to Customer 18: 79.26
Facility 0 to Customer 19: 163.25
Facility 0 to Customer 20: 86.33
Facility 0 to Customer 21: 69.29
Facility 0 to Customer 22: 157.05
Facility 0 to Customer 23: 126.62
Facility 0 to Customer 24: 11.05
Facility 0 to Customer 25: 37.66
Facility 0 to Customer 26: 121.93
Facility 0 to Customer 27: 29.15
Facility 0 to Customer 28: 142.76
Facility 0 to Customer 29: 79.51
Facility 0 to Customer 30: 67.68
Facility 0 to Customer 31: 51.62
Facility 0 to Customer 32: 43.38
Facility 0 to Customer 33: 80.41
Facility 0 to Customer 34: 109.00
Facility 0 to Customer 35: 74.63
Facility 0 to Customer 36: 130.10
Facility 0 to Customer 37: 71.39
Facility 0 to Customer 38: 146.01
Facility 0 to Customer 39: 47.43
Facility 0 to Customer 40: 97.95
Facility 0 to Customer 41: 125.10
Facility 0 to Customer 42: 92.76
Facility 0 to Customer 43: 45.65
Facility 0 to Customer 44: 154.55
Facility 0 to Customer 45: 144.14
Facility 0 to Customer 46: 161.21
Facility 0 to Customer 47: 182.53
Facility 0 to Customer 48: 95.19
Facility 0 to Customer 49: 165.15
Facility 0 to Customer 50: 136.34
Facility 0 to Customer 51: 106.21
Facility 0 to Customer 52: 69.35
Facility 0 to Customer 53: 79.31
Facility 0 to Customer 54: 44.05
Facility 0 to Customer 55: 85.98
Facility 0 to Customer 56: 120.81
Facility 0 to Customer 57: 168.13
Facility 0 to Customer 58: 92.91
Facility 0 to Customer 59: 32.02
Facility 0 to Customer 60: 79.12
Facility 0 to Customer 61: 55.73
Facility 0 to Customer 62: 84.76
Facility 0 to Customer 63: 192.04
Facility 0 to Customer 64: 58.24
Facility 0 to Customer 65: 114.24
Facility 0 to Customer 66: 119.63
Facility 0 to Customer 67: 45.61
Facility 0 to Customer 68: 138.06
Facility 0 to Customer 69: 81.47
Facility 0 to Customer 70: 100.65
Facility 0 to Customer 71: 135.83
Facility 0 to Customer 72: 55.58
Facility 0 to Customer 73: 172.51
Facility 0 to Customer 74: 85.70
Facility 0 to Customer 75: 62.43
Facility 0 to Customer 76: 63.63
Facility 0 to Customer 77: 93.65
Facility 0 to Customer 78: 27.78
Facility 0 to Customer 79: 84.90
Facility 1 to Customer 0: 41.05
Facility 1 to Customer 1: 120.15
Facility 1 to Customer 2: 174.00
Facility 1 to Customer 3: 110.32
Facility 1 to Customer 4: 167.59
Facility 1 to Customer 5: 24.17
Facility 1 to Customer 6: 89.94
Facility 1 to Customer 7: 155.05
Facility 1 to Customer 8: 135.98
Facility 1 to Customer 9: 192.96
Facility 1 to Customer 10: 156.60
Facility 1 to Customer 11: 158.60
Facility 1 to Customer 12: 199.72
Facility 1 to Customer 13: 15.81
Facility 1 to Customer 14: 28.64
Facility 1 to Customer 15: 119.54
Facility 1 to Customer 16: 159.88
Facility 1 to Customer 17: 106.22
Facility 1 to Customer 18: 155.72
Facility 1 to Customer 19: 201.40
Facility 1 to Customer 20: 15.26
Facility 1 to Customer 21: 151.00
Facility 1 to Customer 22: 205.29
Facility 1 to Customer 23: 185.88
Facility 1 to Customer 24: 87.97
Facility 1 to Customer 25: 93.90
Facility 1 to Customer 26: 140.04
Facility 1 to Customer 27: 101.00
Facility 1 to Customer 28: 196.79
Facility 1 to Customer 29: 33.73
Facility 1 to Customer 30: 57.69
Facility 1 to Customer 31: 62.30
Facility 1 to Customer 32: 132.19
Facility 1 to Customer 33: 89.81
Facility 1 to Customer 34: 71.87
Facility 1 to Customer 35: 131.90
Facility 1 to Customer 36: 195.79
Facility 1 to Customer 37: 156.32
Facility 1 to Customer 38: 94.00
Facility 1 to Customer 39: 69.35
Facility 1 to Customer 40: 21.02
Facility 1 to Customer 41: 180.43
Facility 1 to Customer 42: 95.46
Facility 1 to Customer 43: 134.13
Facility 1 to Customer 44: 149.09
Facility 1 to Customer 45: 103.25
Facility 1 to Customer 46: 211.36
Facility 1 to Customer 47: 227.98
Facility 1 to Customer 48: 183.47
Facility 1 to Customer 49: 193.93
Facility 1 to Customer 50: 159.18
Facility 1 to Customer 51: 195.14
Facility 1 to Customer 52: 47.43
Facility 1 to Customer 53: 108.05
Facility 1 to Customer 54: 132.57
Facility 1 to Customer 55: 159.67
Facility 1 to Customer 56: 153.00
Facility 1 to Customer 57: 190.28
Facility 1 to Customer 58: 165.39
Facility 1 to Customer 59: 59.51
Facility 1 to Customer 60: 124.48
Facility 1 to Customer 61: 141.80
Facility 1 to Customer 62: 80.62
Facility 1 to Customer 63: 237.97
Facility 1 to Customer 64: 31.05
Facility 1 to Customer 65: 154.02
Facility 1 to Customer 66: 174.64
Facility 1 to Customer 67: 122.07
Facility 1 to Customer 68: 203.67
Facility 1 to Customer 69: 150.03
Facility 1 to Customer 70: 145.36
Facility 1 to Customer 71: 131.76
Facility 1 to Customer 72: 34.89
Facility 1 to Customer 73: 217.17
Facility 1 to Customer 74: 174.87
Facility 1 to Customer 75: 139.29
Facility 1 to Customer 76: 122.00
Facility 1 to Customer 77: 182.39
Facility 1 to Customer 78: 62.80
Facility 1 to Customer 79: 168.01
Facility 2 to Customer 0: 47.51
Facility 2 to Customer 1: 109.44
Facility 2 to Customer 2: 135.33
Facility 2 to Customer 3: 70.71
Facility 2 to Customer 4: 123.15
Facility 2 to Customer 5: 33.38
Facility 2 to Customer 6: 69.97
Facility 2 to Customer 7: 112.93
Facility 2 to Customer 8: 112.00
Facility 2 to Customer 9: 153.70
Facility 2 to Customer 10: 123.66
Facility 2 to Customer 11: 121.67
Facility 2 to Customer 12: 153.52
Facility 2 to Customer 13: 38.05
Facility 2 to Customer 14: 33.62
Facility 2 to Customer 15: 75.07
Facility 2 to Customer 16: 114.28
Facility 2 to Customer 17: 68.03
Facility 2 to Customer 18: 112.02
Facility 2 to Customer 19: 157.29
Facility 2 to Customer 20: 35.23
Facility 2 to Customer 21: 109.33
Facility 2 to Customer 22: 159.77
Facility 2 to Customer 23: 139.65
Facility 2 to Customer 24: 53.25
Facility 2 to Customer 25: 50.16
Facility 2 to Customer 26: 98.81
Facility 2 to Customer 27: 60.17
Facility 2 to Customer 28: 150.72
Facility 2 to Customer 29: 61.61
Facility 2 to Customer 30: 15.81
Facility 2 to Customer 31: 16.28
Facility 2 to Customer 32: 101.61
Facility 2 to Customer 33: 47.20
Facility 2 to Customer 34: 52.81
Facility 2 to Customer 35: 85.87
Facility 2 to Customer 36: 149.72
Facility 2 to Customer 37: 116.18
Facility 2 to Customer 38: 88.19
Facility 2 to Customer 39: 68.12
Facility 2 to Customer 40: 44.18
Facility 2 to Customer 41: 134.24
Facility 2 to Customer 42: 55.90
Facility 2 to Customer 43: 104.20
Facility 2 to Customer 44: 116.91
Facility 2 to Customer 45: 89.19
Facility 2 to Customer 46: 165.68
Facility 2 to Customer 47: 183.00
Facility 2 to Customer 48: 145.78
Facility 2 to Customer 49: 151.64
Facility 2 to Customer 50: 117.44
Facility 2 to Customer 51: 158.60
Facility 2 to Customer 52: 10.77
Facility 2 to Customer 53: 62.80
Facility 2 to Customer 54: 97.05
Facility 2 to Customer 55: 115.16
Facility 2 to Customer 56: 108.98
Facility 2 to Customer 57: 149.62
Facility 2 to Customer 58: 120.50
Facility 2 to Customer 59: 43.42
Facility 2 to Customer 60: 78.29
Facility 2 to Customer 61: 103.09
Facility 2 to Customer 62: 41.79
Facility 2 to Customer 63: 193.00
Facility 2 to Customer 64: 28.18
Facility 2 to Customer 65: 108.81
Facility 2 to Customer 66: 128.44
Facility 2 to Customer 67: 80.06
Facility 2 to Customer 68: 157.56
Facility 2 to Customer 69: 104.81
Facility 2 to Customer 70: 99.48
Facility 2 to Customer 71: 98.08
Facility 2 to Customer 72: 35.11
Facility 2 to Customer 73: 172.20
Facility 2 to Customer 74: 139.62
Facility 2 to Customer 75: 96.33
