Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
82, 182
17, 173
133, 129
39, 148
71, 57
189, 32
67, 92
19, 18
44, 92
193, 34
15, 194
101, 86
75, 90
79, 33
65, 10
99, 5
158, 6
137, 3
178, 148
14, 123
101, 93
123, 87
118, 135
145, 132
108, 151
106, 28
153, 27
136, 97
130, 186
121, 106
65, 80
157, 180
46, 114
87, 49
41, 136
113, 42
183, 195
96, 45
53, 91
93, 156
39, 82
149, 39
26, 97
147, 81
62, 127
164, 115
130, 49
79, 0
1, 133
111, 128
Customers coordinates (x, y):
0, 99
164, 144
49, 29
22, 155
191, 186
31, 33
15, 46
149, 59
191, 87
142, 171
114, 22
192, 95
50, 145
43, 160
159, 57
95, 141
104, 176
47, 29
35, 108
165, 159
124, 80
111, 74
168, 193
46, 198
68, 38
114, 107
183, 94
114, 12
19, 90
5, 189
34, 73
75, 5
65, 43
102, 159
177, 57
39, 54
131, 141
55, 92
56, 155
78, 12
124, 18
89, 190
45, 159
28, 168
120, 34
121, 193
174, 92
158, 170
14, 108
178, 160
69, 6
47, 129
38, 17
176, 175
96, 136
38, 94
10, 170
92, 115
59, 168
33, 123
31, 154
35, 115
186, 199
120, 118
58, 140
189, 4
171, 185
110, 72
108, 9
121, 162
33, 41
127, 103
19, 167
8, 193
107, 114
146, 162
92, 161
78, 131
168, 168
86, 65
Distances between facilities and customers:
Facility 0 to Customer 0: 116.67
Facility 0 to Customer 1: 90.38
Facility 0 to Customer 2: 156.52
Facility 0 to Customer 3: 65.80
Facility 0 to Customer 4: 109.07
Facility 0 to Customer 5: 157.49
Facility 0 to Customer 6: 151.61
Facility 0 to Customer 7: 140.06
Facility 0 to Customer 8: 144.59
Facility 0 to Customer 9: 61.00
Facility 0 to Customer 10: 163.17
Facility 0 to Customer 11: 140.25
Facility 0 to Customer 12: 48.92
Facility 0 to Customer 13: 44.78
Facility 0 to Customer 14: 146.81
Facility 0 to Customer 15: 43.01
Facility 0 to Customer 16: 22.80
Facility 0 to Customer 17: 156.95
Facility 0 to Customer 18: 87.66
Facility 0 to Customer 19: 86.13
Facility 0 to Customer 20: 110.31
Facility 0 to Customer 21: 111.83
Facility 0 to Customer 22: 86.70
Facility 0 to Customer 23: 39.40
Facility 0 to Customer 24: 144.68
Facility 0 to Customer 25: 81.54
Facility 0 to Customer 26: 133.96
Facility 0 to Customer 27: 172.99
Facility 0 to Customer 28: 111.50
Facility 0 to Customer 29: 77.32
Facility 0 to Customer 30: 119.10
Facility 0 to Customer 31: 177.14
Facility 0 to Customer 32: 140.04
Facility 0 to Customer 33: 30.48
Facility 0 to Customer 34: 157.00
Facility 0 to Customer 35: 135.03
Facility 0 to Customer 36: 63.89
Facility 0 to Customer 37: 93.96
