Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
186, 23
186, 34
18, 2
70, 108
136, 28
33, 95
95, 82
43, 153
164, 185
68, 45
180, 84
95, 67
34, 142
170, 82
137, 24
38, 132
174, 105
8, 183
113, 77
49, 121
189, 77
109, 169
24, 16
42, 36
147, 75
53, 27
76, 166
137, 48
61, 188
164, 60
17, 45
72, 76
133, 169
36, 168
142, 55
78, 185
8, 174
178, 135
104, 193
51, 162
158, 137
106, 153
101, 195
2, 144
126, 43
67, 167
186, 173
39, 17
35, 109
173, 110
Customers coordinates (x, y):
27, 104
19, 131
43, 134
0, 52
94, 192
99, 167
11, 175
174, 127
168, 143
54, 101
132, 106
23, 8
92, 193
77, 156
93, 98
49, 123
52, 24
130, 82
195, 6
45, 149
164, 89
143, 117
127, 99
137, 165
159, 93
52, 158
40, 65
195, 163
21, 11
85, 68
5, 170
181, 98
139, 101
123, 72
70, 93
139, 114
138, 187
74, 39
193, 4
124, 94
62, 64
104, 155
122, 98
164, 191
81, 176
176, 154
9, 73
87, 132
133, 10
113, 2
182, 138
75, 15
143, 64
138, 108
152, 1
100, 180
133, 70
196, 55
56, 58
27, 48
38, 110
141, 27
131, 62
20, 184
71, 189
125, 165
152, 128
67, 65
196, 23
61, 148
198, 55
144, 34
146, 75
185, 67
83, 157
148, 59
173, 147
181, 9
71, 128
87, 82
Distances between facilities and customers:
Facility 0 to Customer 0: 178.44
Facility 0 to Customer 1: 198.88
Facility 0 to Customer 2: 181.02
Facility 0 to Customer 3: 188.25
Facility 0 to Customer 4: 192.42
Facility 0 to Customer 5: 168.24
Facility 0 to Customer 6: 231.80
Facility 0 to Customer 7: 104.69
Facility 0 to Customer 8: 121.34
Facility 0 to Customer 9: 153.32
Facility 0 to Customer 10: 99.02
Facility 0 to Customer 11: 163.69
Facility 0 to Customer 12: 194.26
Facility 0 to Customer 13: 171.96
Facility 0 to Customer 14: 119.47
Facility 0 to Customer 15: 169.61
Facility 0 to Customer 16: 134.00
Facility 0 to Customer 17: 81.34
Facility 0 to Customer 18: 19.24
Facility 0 to Customer 19: 189.10
Facility 0 to Customer 20: 69.57
Facility 0 to Customer 21: 103.37
Facility 0 to Customer 22: 96.21
Facility 0 to Customer 23: 150.22
Facility 0 to Customer 24: 75.03
Facility 0 to Customer 25: 190.21
Facility 0 to Customer 26: 151.92
Facility 0 to Customer 27: 140.29
Facility 0 to Customer 28: 165.44
Facility 0 to Customer 29: 110.57
Facility 0 to Customer 30: 233.17
Facility 0 to Customer 31: 75.17
Facility 0 to Customer 32: 91.07
Facility 0 to Customer 33: 79.81
Facility 0 to Customer 34: 135.48
Facility 0 to Customer 35: 102.42
Facility 0 to Customer 36: 170.88
Facility 0 to Customer 37: 113.14
Facility 0 to Customer 38: 20.25
Facility 0 to Customer 39: 94.26
Facility 0 to Customer 40: 130.60
Facility 0 to Customer 41: 155.40
Facility 0 to Customer 42: 98.60
Facility 0 to Customer 43: 169.43
Facility 0 to Customer 44: 185.56
Facility 0 to Customer 45: 131.38
Facility 0 to Customer 46: 183.93
Facility 0 to Customer 47: 147.25
Facility 0 to Customer 48: 54.57
Facility 0 to Customer 49: 75.96
Facility 0 to Customer 50: 115.07
Facility 0 to Customer 51: 111.29
Facility 0 to Customer 52: 59.41
Facility 0 to Customer 53: 97.62
Facility 0 to Customer 54: 40.50
Facility 0 to Customer 55: 179.01
Facility 0 to Customer 56: 70.84
Facility 0 to Customer 57: 33.53
Facility 0 to Customer 58: 134.63
Facility 0 to Customer 59: 160.95
Facility 0 to Customer 60: 171.68
Facility 0 to Customer 61: 45.18
Facility 0 to Customer 62: 67.42
Facility 0 to Customer 63: 231.25
Facility 0 to Customer 64: 201.94
Facility 0 to Customer 65: 154.55
Facility 0 to Customer 66: 110.37
Facility 0 to Customer 67: 126.19
Facility 0 to Customer 68: 10.00
Facility 0 to Customer 69: 176.78
Facility 0 to Customer 70: 34.18
Facility 0 to Customer 71: 43.42
Facility 0 to Customer 72: 65.60
Facility 0 to Customer 73: 44.01
Facility 0 to Customer 74: 169.01
Facility 0 to Customer 75: 52.35
Facility 0 to Customer 76: 124.68
Facility 0 to Customer 77: 14.87
Facility 0 to Customer 78: 155.72
Facility 0 to Customer 79: 115.25
Facility 1 to Customer 0: 173.73
Facility 1 to Customer 1: 193.13
Facility 1 to Customer 2: 174.50
Facility 1 to Customer 3: 186.87
Facility 1 to Customer 4: 182.83
Facility 1 to Customer 5: 158.93
Facility 1 to Customer 6: 224.74
Facility 1 to Customer 7: 93.77
Facility 1 to Customer 8: 110.48
Facility 1 to Customer 9: 148.03
Facility 1 to Customer 10: 90.00
Facility 1 to Customer 11: 165.06
Facility 1 to Customer 12: 184.71
Facility 1 to Customer 13: 163.60
Facility 1 to Customer 14: 112.89
Facility 1 to Customer 15: 163.37
Facility 1 to Customer 16: 134.37
Facility 1 to Customer 17: 73.76
Facility 1 to Customer 18: 29.41
Facility 1 to Customer 19: 181.95
