Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
76, 136
67, 77
58, 97
31, 10
105, 120
173, 160
99, 83
57, 108
88, 119
115, 174
179, 108
80, 35
13, 139
42, 23
179, 90
49, 115
108, 90
106, 126
117, 144
98, 81
148, 134
23, 106
138, 174
3, 155
101, 52
135, 140
59, 194
109, 72
101, 181
114, 111
159, 141
154, 71
120, 182
84, 116
127, 185
163, 172
125, 127
137, 140
60, 38
27, 103
149, 142
106, 146
63, 176
140, 22
5, 115
110, 143
137, 139
158, 70
187, 187
77, 93
Customers coordinates (x, y):
136, 1
66, 101
74, 144
174, 126
108, 11
177, 199
23, 110
130, 115
77, 192
122, 31
91, 173
5, 60
118, 103
164, 82
50, 44
82, 12
49, 67
84, 107
74, 111
29, 160
83, 41
14, 11
85, 5
79, 157
176, 138
47, 20
141, 48
52, 107
176, 111
152, 104
144, 123
48, 119
129, 146
198, 47
122, 165
45, 159
0, 150
94, 79
78, 76
99, 99
131, 199
74, 101
2, 175
7, 63
55, 156
163, 62
63, 86
52, 123
186, 136
41, 183
178, 126
7, 35
39, 191
122, 16
24, 197
31, 102
107, 100
114, 31
73, 182
58, 164
144, 16
196, 118
68, 17
127, 115
95, 2
102, 138
189, 190
102, 5
131, 96
1, 146
137, 199
18, 41
43, 176
188, 168
10, 124
131, 70
161, 59
73, 65
173, 6
56, 130
Distances between facilities and customers:
Facility 0 to Customer 0: 147.73
Facility 0 to Customer 1: 36.40
Facility 0 to Customer 2: 8.25
Facility 0 to Customer 3: 98.51
Facility 0 to Customer 4: 129.03
Facility 0 to Customer 5: 119.04
Facility 0 to Customer 6: 59.03
Facility 0 to Customer 7: 57.94
Facility 0 to Customer 8: 56.01
Facility 0 to Customer 9: 114.63
Facility 0 to Customer 10: 39.92
Facility 0 to Customer 11: 104.00
Facility 0 to Customer 12: 53.41
Facility 0 to Customer 13: 103.25
Facility 0 to Customer 14: 95.60
Facility 0 to Customer 15: 124.15
Facility 0 to Customer 16: 74.09
Facility 0 to Customer 17: 30.08
Facility 0 to Customer 18: 25.08
Facility 0 to Customer 19: 52.77
Facility 0 to Customer 20: 95.26
Facility 0 to Customer 21: 139.53
Facility 0 to Customer 22: 131.31
Facility 0 to Customer 23: 21.21
Facility 0 to Customer 24: 100.02
Facility 0 to Customer 25: 119.57
Facility 0 to Customer 26: 109.40
Facility 0 to Customer 27: 37.64
Facility 0 to Customer 28: 103.08
Facility 0 to Customer 29: 82.46
Facility 0 to Customer 30: 69.23
Facility 0 to Customer 31: 32.76
Facility 0 to Customer 32: 53.94
Facility 0 to Customer 33: 151.01
Facility 0 to Customer 34: 54.38
Facility 0 to Customer 35: 38.60
Facility 0 to Customer 36: 77.28
Facility 0 to Customer 37: 59.77
Facility 0 to Customer 38: 60.03
Facility 0 to Customer 39: 43.57
Facility 0 to Customer 40: 83.63
Facility 0 to Customer 41: 35.06
Facility 0 to Customer 42: 83.65
Facility 0 to Customer 43: 100.45
Facility 0 to Customer 44: 29.00
Facility 0 to Customer 45: 114.21
Facility 0 to Customer 46: 51.66
Facility 0 to Customer 47: 27.29
Facility 0 to Customer 48: 110.00
Facility 0 to Customer 49: 58.60
Facility 0 to Customer 50: 102.49
Facility 0 to Customer 51: 122.32
Facility 0 to Customer 52: 66.29
Facility 0 to Customer 53: 128.51
Facility 0 to Customer 54: 80.16
Facility 0 to Customer 55: 56.40
Facility 0 to Customer 56: 47.51
Facility 0 to Customer 57: 111.66
Facility 0 to Customer 58: 46.10
Facility 0 to Customer 59: 33.29
Facility 0 to Customer 60: 137.93
Facility 0 to Customer 61: 121.34
Facility 0 to Customer 62: 119.27
Facility 0 to Customer 63: 55.15
Facility 0 to Customer 64: 135.34
Facility 0 to Customer 65: 26.08
Facility 0 to Customer 66: 125.24
Facility 0 to Customer 67: 133.56
Facility 0 to Customer 68: 68.01
Facility 0 to Customer 69: 75.66
Facility 0 to Customer 70: 87.69
Facility 0 to Customer 71: 111.31
Facility 0 to Customer 72: 51.86
Facility 0 to Customer 73: 116.48
Facility 0 to Customer 74: 67.08
Facility 0 to Customer 75: 85.91
Facility 0 to Customer 76: 114.69
Facility 0 to Customer 77: 71.06
Facility 0 to Customer 78: 162.20
Facility 0 to Customer 79: 20.88
Facility 1 to Customer 0: 102.65
Facility 1 to Customer 1: 24.02
Facility 1 to Customer 2: 67.36
Facility 1 to Customer 3: 117.69
Facility 1 to Customer 4: 77.70
Facility 1 to Customer 5: 164.27
Facility 1 to Customer 6: 55.00
Facility 1 to Customer 7: 73.57
Facility 1 to Customer 8: 115.43
Facility 1 to Customer 9: 71.70
Facility 1 to Customer 10: 98.95
Facility 1 to Customer 11: 64.29
Facility 1 to Customer 12: 57.25
Facility 1 to Customer 13: 97.13
Facility 1 to Customer 14: 37.12
Facility 1 to Customer 15: 66.71
Facility 1 to Customer 16: 20.59
Facility 1 to Customer 17: 34.48
Facility 1 to Customer 18: 34.71
Facility 1 to Customer 19: 91.29
Facility 1 to Customer 20: 39.40
Facility 1 to Customer 21: 84.65
Facility 1 to Customer 22: 74.22
Facility 1 to Customer 23: 80.89
Facility 1 to Customer 24: 124.91
Facility 1 to Customer 25: 60.41
Facility 1 to Customer 26: 79.48
Facility 1 to Customer 27: 33.54
Facility 1 to Customer 28: 114.18
Facility 1 to Customer 29: 89.19
Facility 1 to Customer 30: 89.69
Facility 1 to Customer 31: 46.10
Facility 1 to Customer 32: 92.76
Facility 1 to Customer 33: 134.39
Facility 1 to Customer 34: 103.77
Facility 1 to Customer 35: 84.90
Facility 1 to Customer 36: 99.09
Facility 1 to Customer 37: 27.07
Facility 1 to Customer 38: 11.05
Facility 1 to Customer 39: 38.83
Facility 1 to Customer 40: 137.77
Facility 1 to Customer 41: 25.00
Facility 1 to Customer 42: 117.60
Facility 1 to Customer 43: 61.61
Facility 1 to Customer 44: 79.91
Facility 1 to Customer 45: 97.16
Facility 1 to Customer 46: 9.85
Facility 1 to Customer 47: 48.38
Facility 1 to Customer 48: 132.82
Facility 1 to Customer 49: 109.14
Facility 1 to Customer 50: 121.33
Facility 1 to Customer 51: 73.24
Facility 1 to Customer 52: 117.39
Facility 1 to Customer 53: 82.13
Facility 1 to Customer 54: 127.47
Facility 1 to Customer 55: 43.83
Facility 1 to Customer 56: 46.14
Facility 1 to Customer 57: 65.76
Facility 1 to Customer 58: 105.17
