Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
85, 120
72, 48
33, 49
105, 55
177, 22
111, 121
121, 135
145, 145
83, 81
90, 161
107, 97
48, 196
186, 55
17, 103
65, 83
64, 184
148, 49
56, 97
114, 53
100, 49
185, 119
101, 152
101, 113
11, 112
75, 30
199, 107
82, 40
196, 158
28, 153
115, 58
120, 95
172, 132
154, 159
95, 70
29, 162
129, 83
21, 60
131, 71
148, 105
44, 100
153, 108
99, 107
0, 69
176, 194
92, 63
128, 196
130, 113
24, 112
7, 105
39, 51
Customers coordinates (x, y):
136, 4
63, 47
58, 80
194, 88
69, 198
140, 161
106, 107
147, 114
134, 137
72, 0
164, 52
91, 64
14, 84
7, 54
47, 162
117, 114
32, 66
60, 13
17, 141
162, 192
49, 123
4, 52
70, 12
17, 39
56, 21
199, 48
77, 49
182, 75
33, 98
164, 159
20, 190
79, 187
183, 185
26, 80
83, 128
144, 146
125, 140
130, 75
172, 6
169, 21
105, 11
75, 0
40, 116
147, 29
98, 84
196, 105
148, 100
145, 61
113, 193
188, 92
33, 94
88, 9
138, 77
75, 47
101, 37
43, 194
100, 130
51, 2
140, 99
82, 75
12, 118
183, 78
14, 14
174, 106
55, 47
67, 32
190, 130
57, 59
49, 26
11, 42
136, 16
109, 114
32, 61
64, 139
115, 89
183, 197
148, 156
177, 43
16, 129
95, 81
Distances between facilities and customers:
Facility 0 to Customer 0: 126.72
Facility 0 to Customer 1: 76.24
Facility 0 to Customer 2: 48.26
Facility 0 to Customer 3: 113.60
Facility 0 to Customer 4: 79.62
Facility 0 to Customer 5: 68.60
Facility 0 to Customer 6: 24.70
Facility 0 to Customer 7: 62.29
Facility 0 to Customer 8: 51.87
Facility 0 to Customer 9: 120.70
Facility 0 to Customer 10: 104.24
Facility 0 to Customer 11: 56.32
Facility 0 to Customer 12: 79.61
Facility 0 to Customer 13: 102.18
Facility 0 to Customer 14: 56.64
Facility 0 to Customer 15: 32.56
Facility 0 to Customer 16: 75.66
Facility 0 to Customer 17: 109.88
Facility 0 to Customer 18: 71.17
Facility 0 to Customer 19: 105.42
Facility 0 to Customer 20: 36.12
Facility 0 to Customer 21: 105.76
Facility 0 to Customer 22: 109.04
Facility 0 to Customer 23: 105.76
Facility 0 to Customer 24: 103.16
Facility 0 to Customer 25: 134.83
Facility 0 to Customer 26: 71.45
