Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
107, 33
55, 179
23, 11
136, 73
156, 120
79, 117
88, 190
8, 94
73, 19
77, 179
72, 6
84, 188
158, 30
90, 85
196, 70
182, 181
174, 97
155, 117
199, 59
66, 174
192, 19
34, 31
181, 167
127, 156
82, 81
53, 162
82, 113
66, 156
91, 0
29, 44
56, 124
50, 17
158, 46
46, 153
81, 94
33, 53
195, 50
29, 108
82, 13
84, 18
12, 150
181, 148
106, 182
62, 105
88, 16
38, 151
58, 66
53, 47
88, 45
109, 1
Customers coordinates (x, y):
35, 54
89, 24
76, 71
7, 172
177, 119
36, 75
12, 126
191, 55
66, 144
122, 41
7, 145
59, 79
113, 10
41, 134
192, 53
177, 61
65, 147
124, 81
78, 115
8, 108
122, 121
183, 85
188, 23
124, 41
133, 22
179, 55
186, 87
123, 199
184, 53
155, 190
164, 30
83, 83
43, 21
26, 103
45, 13
169, 130
140, 55
99, 194
128, 195
193, 66
7, 57
65, 58
6, 85
10, 159
134, 89
169, 125
81, 85
64, 0
28, 118
7, 105
187, 39
12, 111
154, 53
74, 192
160, 117
169, 36
9, 117
23, 20
144, 42
61, 174
77, 142
157, 184
69, 83
91, 58
120, 17
16, 39
21, 138
87, 104
151, 125
140, 198
88, 48
76, 94
155, 90
137, 62
140, 174
2, 169
119, 144
119, 145
40, 86
61, 15
Distances between facilities and customers:
Facility 0 to Customer 0: 75.00
Facility 0 to Customer 1: 20.12
Facility 0 to Customer 2: 49.04
Facility 0 to Customer 3: 171.23
Facility 0 to Customer 4: 110.89
Facility 0 to Customer 5: 82.49
Facility 0 to Customer 6: 132.94
Facility 0 to Customer 7: 86.83
Facility 0 to Customer 8: 118.33
Facility 0 to Customer 9: 17.00
Facility 0 to Customer 10: 150.15
Facility 0 to Customer 11: 66.48
Facility 0 to Customer 12: 23.77
Facility 0 to Customer 13: 120.65
Facility 0 to Customer 14: 87.32
Facility 0 to Customer 15: 75.39
Facility 0 to Customer 16: 121.49
Facility 0 to Customer 17: 50.92
Facility 0 to Customer 18: 86.98
Facility 0 to Customer 19: 124.20
Facility 0 to Customer 20: 89.27
Facility 0 to Customer 21: 92.09
Facility 0 to Customer 22: 81.61
Facility 0 to Customer 23: 18.79
Facility 0 to Customer 24: 28.23
Facility 0 to Customer 25: 75.29
Facility 0 to Customer 26: 95.69
Facility 0 to Customer 27: 166.77
Facility 0 to Customer 28: 79.56
