Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
126, 171
39, 146
16, 18
134, 100
93, 103
65, 174
83, 45
164, 8
113, 197
76, 171
164, 40
156, 19
13, 124
75, 187
184, 115
5, 10
170, 98
93, 179
38, 7
89, 67
118, 56
159, 151
135, 100
161, 171
175, 13
128, 16
183, 23
68, 159
0, 69
0, 107
104, 164
5, 139
106, 167
38, 112
139, 100
119, 120
91, 84
21, 126
171, 87
78, 182
129, 176
51, 140
16, 47
169, 49
90, 83
19, 45
166, 186
180, 136
55, 73
129, 1
Customers coordinates (x, y):
48, 64
129, 183
185, 95
94, 141
6, 75
67, 149
135, 126
151, 85
82, 97
11, 79
31, 112
40, 66
82, 91
193, 139
139, 28
48, 172
76, 37
100, 67
39, 9
199, 139
123, 137
110, 147
185, 198
79, 42
52, 119
180, 175
10, 2
114, 61
148, 68
120, 118
144, 29
10, 50
44, 130
160, 84
105, 116
47, 33
180, 124
44, 27
46, 0
62, 120
74, 47
174, 81
173, 56
134, 12
8, 31
26, 118
107, 173
48, 103
167, 21
88, 16
137, 194
53, 80
180, 77
105, 62
14, 123
136, 138
2, 166
182, 136
197, 102
90, 54
44, 149
48, 81
10, 160
138, 58
123, 75
38, 4
102, 50
6, 39
13, 60
107, 12
26, 111
24, 34
105, 31
32, 49
139, 148
55, 53
43, 27
185, 184
24, 36
83, 80
Distances between facilities and customers:
Facility 0 to Customer 0: 132.41
Facility 0 to Customer 1: 12.37
Facility 0 to Customer 2: 96.21
Facility 0 to Customer 3: 43.86
Facility 0 to Customer 4: 153.67
Facility 0 to Customer 5: 62.97
Facility 0 to Customer 6: 45.89
Facility 0 to Customer 7: 89.56
Facility 0 to Customer 8: 86.09
Facility 0 to Customer 9: 147.27
Facility 0 to Customer 10: 111.83
Facility 0 to Customer 11: 135.72
Facility 0 to Customer 12: 91.30
Facility 0 to Customer 13: 74.25
Facility 0 to Customer 14: 143.59
Facility 0 to Customer 15: 78.01
Facility 0 to Customer 16: 143.02
Facility 0 to Customer 17: 107.20
Facility 0 to Customer 18: 183.88
Facility 0 to Customer 19: 79.71
Facility 0 to Customer 20: 34.13
Facility 0 to Customer 21: 28.84
Facility 0 to Customer 22: 64.88
Facility 0 to Customer 23: 137.30
Facility 0 to Customer 24: 90.44
Facility 0 to Customer 25: 54.15
Facility 0 to Customer 26: 204.98
Facility 0 to Customer 27: 110.65
Facility 0 to Customer 28: 105.32
Facility 0 to Customer 29: 53.34
Facility 0 to Customer 30: 143.14
Facility 0 to Customer 31: 167.62
Facility 0 to Customer 32: 91.68
Facility 0 to Customer 33: 93.41
Facility 0 to Customer 34: 58.87
Facility 0 to Customer 35: 159.01
Facility 0 to Customer 36: 71.59
Facility 0 to Customer 37: 165.71
Facility 0 to Customer 38: 188.79
Facility 0 to Customer 39: 81.84
Facility 0 to Customer 40: 134.46
Facility 0 to Customer 41: 102.00
Facility 0 to Customer 42: 124.23
Facility 0 to Customer 43: 159.20
Facility 0 to Customer 44: 183.10
Facility 0 to Customer 45: 113.18
Facility 0 to Customer 46: 19.10
Facility 0 to Customer 47: 103.48
Facility 0 to Customer 48: 155.50
Facility 0 to Customer 49: 159.59
Facility 0 to Customer 50: 25.50
Facility 0 to Customer 51: 116.66
Facility 0 to Customer 52: 108.41
Facility 0 to Customer 53: 111.00
Facility 0 to Customer 54: 121.85
Facility 0 to Customer 55: 34.48
Facility 0 to Customer 56: 124.10
Facility 0 to Customer 57: 66.04
Facility 0 to Customer 58: 99.01
Facility 0 to Customer 59: 122.41
Facility 0 to Customer 60: 84.90
Facility 0 to Customer 61: 119.10
Facility 0 to Customer 62: 116.52
Facility 0 to Customer 63: 113.64
Facility 0 to Customer 64: 96.05
Facility 0 to Customer 65: 188.77
Facility 0 to Customer 66: 123.36
Facility 0 to Customer 67: 178.39
Facility 0 to Customer 68: 158.40
Facility 0 to Customer 69: 160.13
Facility 0 to Customer 70: 116.62
Facility 0 to Customer 71: 170.80
Facility 0 to Customer 72: 141.57
Facility 0 to Customer 73: 154.01
Facility 0 to Customer 74: 26.42
Facility 0 to Customer 75: 137.71
Facility 0 to Customer 76: 166.21
Facility 0 to Customer 77: 60.42
Facility 0 to Customer 78: 169.20
Facility 0 to Customer 79: 100.65
Facility 1 to Customer 0: 82.49
Facility 1 to Customer 1: 97.31
Facility 1 to Customer 2: 154.65
Facility 1 to Customer 3: 55.23
Facility 1 to Customer 4: 78.29
Facility 1 to Customer 5: 28.16
Facility 1 to Customer 6: 98.06
Facility 1 to Customer 7: 127.53
Facility 1 to Customer 8: 65.19
Facility 1 to Customer 9: 72.62
Facility 1 to Customer 10: 34.93
Facility 1 to Customer 11: 80.01
Facility 1 to Customer 12: 69.81
Facility 1 to Customer 13: 154.16
Facility 1 to Customer 14: 154.67
Facility 1 to Customer 15: 27.51
Facility 1 to Customer 16: 115.11
Facility 1 to Customer 17: 99.81
Facility 1 to Customer 18: 137.00
Facility 1 to Customer 19: 160.15
Facility 1 to Customer 20: 84.48
Facility 1 to Customer 21: 71.01
Facility 1 to Customer 22: 154.98
Facility 1 to Customer 23: 111.43
Facility 1 to Customer 24: 29.97
Facility 1 to Customer 25: 143.95
Facility 1 to Customer 26: 146.89
Facility 1 to Customer 27: 113.36
Facility 1 to Customer 28: 134.03
Facility 1 to Customer 29: 85.70
Facility 1 to Customer 30: 157.21
Facility 1 to Customer 31: 100.28
Facility 1 to Customer 32: 16.76
Facility 1 to Customer 33: 135.96
Facility 1 to Customer 34: 72.50
Facility 1 to Customer 35: 113.28
Facility 1 to Customer 36: 142.71
Facility 1 to Customer 37: 119.10
Facility 1 to Customer 38: 146.17
Facility 1 to Customer 39: 34.71
Facility 1 to Customer 40: 105.00
Facility 1 to Customer 41: 149.83
Facility 1 to Customer 42: 161.42
Facility 1 to Customer 43: 164.26
Facility 1 to Customer 44: 119.10
Facility 1 to Customer 45: 30.87
Facility 1 to Customer 46: 73.16
Facility 1 to Customer 47: 43.93
Facility 1 to Customer 48: 178.91
Facility 1 to Customer 49: 138.93
Facility 1 to Customer 50: 109.12
Facility 1 to Customer 51: 67.47
Facility 1 to Customer 52: 156.98
Facility 1 to Customer 53: 106.83
Facility 1 to Customer 54: 33.97
Facility 1 to Customer 55: 97.33
Facility 1 to Customer 56: 42.06
Facility 1 to Customer 57: 143.35
Facility 1 to Customer 58: 164.01
Facility 1 to Customer 59: 105.19
Facility 1 to Customer 60: 5.83
Facility 1 to Customer 61: 65.62
Facility 1 to Customer 62: 32.20
Facility 1 to Customer 63: 132.46
Facility 1 to Customer 64: 109.99
Facility 1 to Customer 65: 142.00
Facility 1 to Customer 66: 114.83
Facility 1 to Customer 67: 111.97
Facility 1 to Customer 68: 89.84
Facility 1 to Customer 69: 150.27
Facility 1 to Customer 70: 37.34
Facility 1 to Customer 71: 113.00
Facility 1 to Customer 72: 132.59
Facility 1 to Customer 73: 97.25
Facility 1 to Customer 74: 100.02
Facility 1 to Customer 75: 94.37
Facility 1 to Customer 76: 119.07
Facility 1 to Customer 77: 150.86
Facility 1 to Customer 78: 111.02
Facility 1 to Customer 79: 79.32
Facility 2 to Customer 0: 56.04
Facility 2 to Customer 1: 199.98
Facility 2 to Customer 2: 185.71
Facility 2 to Customer 3: 145.65
Facility 2 to Customer 4: 57.87
Facility 2 to Customer 5: 140.58
Facility 2 to Customer 6: 160.70
Facility 2 to Customer 7: 150.71
Facility 2 to Customer 8: 102.94
Facility 2 to Customer 9: 61.20
Facility 2 to Customer 10: 95.19
Facility 2 to Customer 11: 53.67
