Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
48, 184
4, 132
145, 110
142, 134
144, 8
122, 14
34, 143
33, 63
197, 193
11, 123
98, 180
13, 187
108, 163
158, 150
134, 24
92, 188
61, 32
54, 162
103, 4
186, 119
124, 151
156, 96
148, 77
141, 73
150, 115
43, 47
74, 10
8, 172
153, 181
177, 89
104, 83
21, 186
24, 50
141, 115
136, 135
109, 34
11, 17
53, 196
92, 16
8, 68
153, 58
65, 28
14, 42
149, 133
141, 179
16, 25
147, 90
75, 160
24, 82
33, 199
Customers coordinates (x, y):
197, 148
114, 97
178, 107
116, 5
7, 83
116, 194
63, 40
137, 15
188, 156
0, 94
114, 199
87, 185
175, 71
45, 93
158, 162
2, 113
32, 41
94, 181
161, 159
115, 70
15, 141
187, 195
162, 48
126, 114
121, 22
116, 189
87, 113
12, 30
26, 184
29, 141
30, 30
122, 39
191, 171
167, 58
131, 12
55, 10
15, 168
137, 12
182, 0
130, 23
43, 89
141, 76
156, 178
51, 85
185, 171
19, 81
14, 86
42, 38
89, 137
131, 101
62, 188
70, 63
18, 145
112, 161
114, 101
34, 194
77, 13
174, 150
164, 137
1, 58
61, 128
120, 43
41, 199
59, 84
186, 69
167, 77
70, 20
105, 169
183, 77
98, 101
55, 93
47, 59
30, 47
178, 0
188, 186
3, 96
137, 40
147, 79
13, 135
197, 23
Distances between facilities and customers:
Facility 0 to Customer 0: 153.29
Facility 0 to Customer 1: 109.20
Facility 0 to Customer 2: 151.09
Facility 0 to Customer 3: 191.48
Facility 0 to Customer 4: 109.00
Facility 0 to Customer 5: 68.73
Facility 0 to Customer 6: 144.78
Facility 0 to Customer 7: 191.00
Facility 0 to Customer 8: 142.77
Facility 0 to Customer 9: 102.00
Facility 0 to Customer 10: 67.68
Facility 0 to Customer 11: 39.01
Facility 0 to Customer 12: 169.99
Facility 0 to Customer 13: 91.05
Facility 0 to Customer 14: 112.18
Facility 0 to Customer 15: 84.60
Facility 0 to Customer 16: 143.89
Facility 0 to Customer 17: 46.10
Facility 0 to Customer 18: 115.73
Facility 0 to Customer 19: 132.23
Facility 0 to Customer 20: 54.20
Facility 0 to Customer 21: 139.43
Facility 0 to Customer 22: 177.46
Facility 0 to Customer 23: 104.80
Facility 0 to Customer 24: 177.69
Facility 0 to Customer 25: 68.18
Facility 0 to Customer 26: 81.01
Facility 0 to Customer 27: 158.15
Facility 0 to Customer 28: 22.00
Facility 0 to Customer 29: 47.01
Facility 0 to Customer 30: 155.05
Facility 0 to Customer 31: 162.79
Facility 0 to Customer 32: 143.59
Facility 0 to Customer 33: 173.31
Facility 0 to Customer 34: 190.98
Facility 0 to Customer 35: 174.14
Facility 0 to Customer 36: 36.67
Facility 0 to Customer 37: 193.66
Facility 0 to Customer 38: 227.62
Facility 0 to Customer 39: 180.68
Facility 0 to Customer 40: 95.13
Facility 0 to Customer 41: 142.52
Facility 0 to Customer 42: 108.17
Facility 0 to Customer 43: 99.05
Facility 0 to Customer 44: 137.62
Facility 0 to Customer 45: 107.00
Facility 0 to Customer 46: 103.73
Facility 0 to Customer 47: 146.12
Facility 0 to Customer 48: 62.37
Facility 0 to Customer 49: 117.38
Facility 0 to Customer 50: 14.56
Facility 0 to Customer 51: 122.98
Facility 0 to Customer 52: 49.20
Facility 0 to Customer 53: 68.01
Facility 0 to Customer 54: 106.04
Facility 0 to Customer 55: 17.20
Facility 0 to Customer 56: 173.44
Facility 0 to Customer 57: 130.51
Facility 0 to Customer 58: 125.16
Facility 0 to Customer 59: 134.48
Facility 0 to Customer 60: 57.49
