Facility Location Problem Instance
Number of facilities: 50
Number of customers: 80
Grid size: 200x200
Facilities coordinates (x, y):
151, 175
190, 96
167, 16
65, 97
190, 21
123, 85
65, 118
98, 140
176, 7
24, 139
102, 145
196, 109
22, 123
107, 15
48, 144
163, 46
56, 106
1, 49
197, 189
68, 145
37, 178
126, 21
10, 188
122, 4
174, 135
102, 127
172, 158
68, 107
134, 19
152, 160
81, 127
148, 52
196, 96
7, 164
176, 168
181, 100
84, 4
102, 167
16, 141
64, 84
82, 136
195, 90
84, 162
61, 173
1, 175
103, 61
192, 61
183, 194
189, 16
98, 190
Customers coordinates (x, y):
16, 57
160, 174
51, 195
39, 193
113, 128
173, 142
172, 67
78, 197
93, 130
182, 42
39, 71
25, 76
110, 0
48, 4
24, 172
173, 196
74, 100
4, 199
161, 63
199, 178
46, 183
109, 128
71, 97
43, 81
154, 81
127, 25
41, 6
186, 127
112, 153
67, 168
188, 24
196, 32
175, 189
63, 43
87, 143
23, 8
112, 37
156, 77
9, 137
88, 6
199, 18
40, 21
36, 144
101, 51
146, 86
19, 184
23, 32
74, 179
118, 135
49, 68
72, 190
102, 136
66, 176
161, 53
12, 41
149, 120
33, 84
58, 175
194, 114
119, 77
63, 156
9, 184
51, 79
128, 144
93, 43
103, 92
137, 1
60, 71
78, 158
135, 21
105, 119
138, 165
114, 131
183, 59
139, 147
94, 150
168, 29
176, 131
20, 78
167, 138
Distances between facilities and customers:
Facility 0 to Customer 0: 179.30
Facility 0 to Customer 1: 9.06
Facility 0 to Customer 2: 101.98
Facility 0 to Customer 3: 113.44
Facility 0 to Customer 4: 60.44
Facility 0 to Customer 5: 39.66
Facility 0 to Customer 6: 110.02
Facility 0 to Customer 7: 76.24
Facility 0 to Customer 8: 73.41
Facility 0 to Customer 9: 136.57
Facility 0 to Customer 10: 152.84
Facility 0 to Customer 11: 160.24
Facility 0 to Customer 12: 179.74
Facility 0 to Customer 13: 199.62
Facility 0 to Customer 14: 127.04
Facility 0 to Customer 15: 30.41
Facility 0 to Customer 16: 107.49
Facility 0 to Customer 17: 148.95
Facility 0 to Customer 18: 112.45
Facility 0 to Customer 19: 48.09
Facility 0 to Customer 20: 105.30
Facility 0 to Customer 21: 63.03
Facility 0 to Customer 22: 111.73
Facility 0 to Customer 23: 143.18
Facility 0 to Customer 24: 94.05
Facility 0 to Customer 25: 151.91
Facility 0 to Customer 26: 201.65
Facility 0 to Customer 27: 59.41
Facility 0 to Customer 28: 44.78
Facility 0 to Customer 29: 84.29
Facility 0 to Customer 30: 155.47
Facility 0 to Customer 31: 149.91
Facility 0 to Customer 32: 27.78
Facility 0 to Customer 33: 158.64
Facility 0 to Customer 34: 71.55
Facility 0 to Customer 35: 210.41
Facility 0 to Customer 36: 143.41
Facility 0 to Customer 37: 98.13
Facility 0 to Customer 38: 147.00
Facility 0 to Customer 39: 180.36
Facility 0 to Customer 40: 164.17
Facility 0 to Customer 41: 189.83
Facility 0 to Customer 42: 119.10
Facility 0 to Customer 43: 133.70
Facility 0 to Customer 44: 89.14
Facility 0 to Customer 45: 132.31
Facility 0 to Customer 46: 191.92
Facility 0 to Customer 47: 77.10
Facility 0 to Customer 48: 51.86
Facility 0 to Customer 49: 147.83
Facility 0 to Customer 50: 80.41
Facility 0 to Customer 51: 62.63
Facility 0 to Customer 52: 85.01
Facility 0 to Customer 53: 122.41
Facility 0 to Customer 54: 193.07
Facility 0 to Customer 55: 55.04
Facility 0 to Customer 56: 149.01
Facility 0 to Customer 57: 93.00
Facility 0 to Customer 58: 74.63
Facility 0 to Customer 59: 103.09
Facility 0 to Customer 60: 90.03
Facility 0 to Customer 61: 142.28
Facility 0 to Customer 62: 138.62
Facility 0 to Customer 63: 38.60
Facility 0 to Customer 64: 144.18
Facility 0 to Customer 65: 95.88
Facility 0 to Customer 66: 174.56
Facility 0 to Customer 67: 138.19
Facility 0 to Customer 68: 74.95
Facility 0 to Customer 69: 154.83
Facility 0 to Customer 70: 72.47
Facility 0 to Customer 71: 16.40
Facility 0 to Customer 72: 57.49
Facility 0 to Customer 73: 120.33
Facility 0 to Customer 74: 30.46
Facility 0 to Customer 75: 62.24
Facility 0 to Customer 76: 146.99
Facility 0 to Customer 77: 50.61
Facility 0 to Customer 78: 163.00
Facility 0 to Customer 79: 40.31
Facility 1 to Customer 0: 178.32
Facility 1 to Customer 1: 83.57
Facility 1 to Customer 2: 170.65
Facility 1 to Customer 3: 179.47
Facility 1 to Customer 4: 83.38
Facility 1 to Customer 5: 49.04
Facility 1 to Customer 6: 34.13
Facility 1 to Customer 7: 150.81
Facility 1 to Customer 8: 102.79
Facility 1 to Customer 9: 54.59
Facility 1 to Customer 10: 153.06
Facility 1 to Customer 11: 166.21
Facility 1 to Customer 12: 124.96
Facility 1 to Customer 13: 169.20
Facility 1 to Customer 14: 182.57
Facility 1 to Customer 15: 101.43
Facility 1 to Customer 16: 116.07
Facility 1 to Customer 17: 212.61
Facility 1 to Customer 18: 43.93
Facility 1 to Customer 19: 82.49
Facility 1 to Customer 20: 168.24
Facility 1 to Customer 21: 87.09
Facility 1 to Customer 22: 119.00
Facility 1 to Customer 23: 147.76
Facility 1 to Customer 24: 39.00
Facility 1 to Customer 25: 94.92
Facility 1 to Customer 26: 174.07
Facility 1 to Customer 27: 31.26
Facility 1 to Customer 28: 96.61
Facility 1 to Customer 29: 142.52
Facility 1 to Customer 30: 72.03
Facility 1 to Customer 31: 64.28
Facility 1 to Customer 32: 94.20
Facility 1 to Customer 33: 137.62
Facility 1 to Customer 34: 113.22
Facility 1 to Customer 35: 188.77
Facility 1 to Customer 36: 97.80
Facility 1 to Customer 37: 38.95
Facility 1 to Customer 38: 185.59
Facility 1 to Customer 39: 136.03
Facility 1 to Customer 40: 78.52
Facility 1 to Customer 41: 167.71
Facility 1 to Customer 42: 161.31
Facility 1 to Customer 43: 99.73
Facility 1 to Customer 44: 45.12
Facility 1 to Customer 45: 192.31
Facility 1 to Customer 46: 178.84
Facility 1 to Customer 47: 142.64
Facility 1 to Customer 48: 81.88
Facility 1 to Customer 49: 143.75
Facility 1 to Customer 50: 150.86
Facility 1 to Customer 51: 96.66
Facility 1 to Customer 52: 147.57
Facility 1 to Customer 53: 51.87
Facility 1 to Customer 54: 186.30
Facility 1 to Customer 55: 47.51
Facility 1 to Customer 56: 157.46
Facility 1 to Customer 57: 153.83
Facility 1 to Customer 58: 18.44
Facility 1 to Customer 59: 73.50
Facility 1 to Customer 60: 140.46
Facility 1 to Customer 61: 201.26
Facility 1 to Customer 62: 140.04
Facility 1 to Customer 63: 78.41
Facility 1 to Customer 64: 110.54
Facility 1 to Customer 65: 87.09
Facility 1 to Customer 66: 108.78
Facility 1 to Customer 67: 132.38
Facility 1 to Customer 68: 128.02
Facility 1 to Customer 69: 93.01
Facility 1 to Customer 70: 88.06
Facility 1 to Customer 71: 86.40
Facility 1 to Customer 72: 83.67
Facility 1 to Customer 73: 37.66
Facility 1 to Customer 74: 72.12
Facility 1 to Customer 75: 110.15
Facility 1 to Customer 76: 70.52
Facility 1 to Customer 77: 37.70
Facility 1 to Customer 78: 170.95
Facility 1 to Customer 79: 47.89
Facility 2 to Customer 0: 156.47
Facility 2 to Customer 1: 158.15
Facility 2 to Customer 2: 213.30
Facility 2 to Customer 3: 218.43
Facility 2 to Customer 4: 124.34
Facility 2 to Customer 5: 126.14
Facility 2 to Customer 6: 51.24
Facility 2 to Customer 7: 201.70
Facility 2 to Customer 8: 135.91
Facility 2 to Customer 9: 30.02
Facility 2 to Customer 10: 139.32
Facility 2 to Customer 11: 154.16
Facility 2 to Customer 12: 59.20
Facility 2 to Customer 13: 119.60
Facility 2 to Customer 14: 211.62
Facility 2 to Customer 15: 180.10
Facility 2 to Customer 16: 125.32
Facility 2 to Customer 17: 245.07
Facility 2 to Customer 18: 47.38
Facility 2 to Customer 19: 165.13
Facility 2 to Customer 20: 206.23
Facility 2 to Customer 21: 126.13
Facility 2 to Customer 22: 125.61
Facility 2 to Customer 23: 140.00
Facility 2 to Customer 24: 66.29
Facility 2 to Customer 25: 41.00
Facility 2 to Customer 26: 126.40
Facility 2 to Customer 27: 112.61
Facility 2 to Customer 28: 147.63
Facility 2 to Customer 29: 181.95
Facility 2 to Customer 30: 22.47
Facility 2 to Customer 31: 33.12
Facility 2 to Customer 32: 173.18
Facility 2 to Customer 33: 107.45
Facility 2 to Customer 34: 150.10
Facility 2 to Customer 35: 144.22
Facility 2 to Customer 36: 58.87
Facility 2 to Customer 37: 61.98
Facility 2 to Customer 38: 199.01
Facility 2 to Customer 39: 79.63
Facility 2 to Customer 40: 32.06
Facility 2 to Customer 41: 127.10
Facility 2 to Customer 42: 183.15
Facility 2 to Customer 43: 74.71
Facility 2 to Customer 44: 73.08
Facility 2 to Customer 45: 223.89
Facility 2 to Customer 46: 144.89
Facility 2 to Customer 47: 187.66
Facility 2 to Customer 48: 128.69
Facility 2 to Customer 49: 128.95
Facility 2 to Customer 50: 198.24
Facility 2 to Customer 51: 136.47
Facility 2 to Customer 52: 189.21
Facility 2 to Customer 53: 37.48
Facility 2 to Customer 54: 157.00
Facility 2 to Customer 55: 105.55
Facility 2 to Customer 56: 150.27
Facility 2 to Customer 57: 192.77
Facility 2 to Customer 58: 101.65
Facility 2 to Customer 59: 77.62
Facility 2 to Customer 60: 174.40
Facility 2 to Customer 61: 230.63
Facility 2 to Customer 62: 132.00
Facility 2 to Customer 63: 133.81
Facility 2 to Customer 64: 78.77
Facility 2 to Customer 65: 99.36
Facility 2 to Customer 66: 33.54
Facility 2 to Customer 67: 120.31
Facility 2 to Customer 68: 167.59
Facility 2 to Customer 69: 32.39
Facility 2 to Customer 70: 120.22
Facility 2 to Customer 71: 151.80
Facility 2 to Customer 72: 126.63
Facility 2 to Customer 73: 45.88
Facility 2 to Customer 74: 133.96
Facility 2 to Customer 75: 152.59
Facility 2 to Customer 76: 13.04
Facility 2 to Customer 77: 115.35
Facility 2 to Customer 78: 159.54
Facility 2 to Customer 79: 122.00
Facility 3 to Customer 0: 63.25
Facility 3 to Customer 1: 122.29
Facility 3 to Customer 2: 98.99
Facility 3 to Customer 3: 99.46
Facility 3 to Customer 4: 57.14
Facility 3 to Customer 5: 117.00
Facility 3 to Customer 6: 111.13
Facility 3 to Customer 7: 100.84
Facility 3 to Customer 8: 43.28
Facility 3 to Customer 9: 129.28
Facility 3 to Customer 10: 36.77
Facility 3 to Customer 11: 45.18
Facility 3 to Customer 12: 106.93
Facility 3 to Customer 13: 94.54
Facility 3 to Customer 14: 85.48
Facility 3 to Customer 15: 146.51
Facility 3 to Customer 16: 9.49
Facility 3 to Customer 17: 118.85
Facility 3 to Customer 18: 101.84
Facility 3 to Customer 19: 156.58
Facility 3 to Customer 20: 88.07
Facility 3 to Customer 21: 53.82
Facility 3 to Customer 22: 6.00
Facility 3 to Customer 23: 27.20
Facility 3 to Customer 24: 90.43
Facility 3 to Customer 25: 95.02
Facility 3 to Customer 26: 94.11
Facility 3 to Customer 27: 124.66
Facility 3 to Customer 28: 73.11
Facility 3 to Customer 29: 71.03
Facility 3 to Customer 30: 143.03
Facility 3 to Customer 31: 146.24
Facility 3 to Customer 32: 143.40
Facility 3 to Customer 33: 54.04
Facility 3 to Customer 34: 50.99
Facility 3 to Customer 35: 98.41
Facility 3 to Customer 36: 76.22
Facility 3 to Customer 37: 93.17
Facility 3 to Customer 38: 68.82
Facility 3 to Customer 39: 93.86
Facility 3 to Customer 40: 155.55
Facility 3 to Customer 41: 80.01
Facility 3 to Customer 42: 55.23
Facility 3 to Customer 43: 58.41
Facility 3 to Customer 44: 81.74
Facility 3 to Customer 45: 98.41
Facility 3 to Customer 46: 77.39
Facility 3 to Customer 47: 82.49
Facility 3 to Customer 48: 65.22
Facility 3 to Customer 49: 33.12
Facility 3 to Customer 50: 93.26
Facility 3 to Customer 51: 53.76
Facility 3 to Customer 52: 79.01
Facility 3 to Customer 53: 105.60
Facility 3 to Customer 54: 77.10
