Facility Location Problem Instance
Number of facilities: 30
Number of customers: 20
Grid size: 15x15
Facilities coordinates (x, y):
12, 1
4, 8
6, 3
13, 7
14, 8
8, 11
13, 4
3, 13
5, 5
10, 10
10, 0
11, 13
4, 0
9, 14
3, 14
11, 5
9, 12
8, 13
0, 14
14, 9
10, 1
13, 1
6, 5
2, 6
1, 9
7, 13
13, 2
2, 4
4, 13
9, 1
Customers coordinates (x, y):
3, 4
3, 14
5, 3
7, 14
5, 9
8, 7
10, 4
13, 14
10, 8
2, 0
14, 14
12, 12
12, 14
13, 5
5, 13
1, 5
0, 3
2, 7
14, 3
10, 8
Distances between facilities and customers:
Facility 0 to Customer 0: 9.49
Facility 0 to Customer 1: 15.81
Facility 0 to Customer 2: 7.28
Facility 0 to Customer 3: 13.93
Facility 0 to Customer 4: 10.63
Facility 0 to Customer 5: 7.21
Facility 0 to Customer 6: 3.61
Facility 0 to Customer 7: 13.04
Facility 0 to Customer 8: 7.28
Facility 0 to Customer 9: 10.05
Facility 0 to Customer 10: 13.15
Facility 0 to Customer 11: 11.00
Facility 0 to Customer 12: 13.00
Facility 0 to Customer 13: 4.12
Facility 0 to Customer 14: 13.89
Facility 0 to Customer 15: 11.70
Facility 0 to Customer 16: 12.17
Facility 0 to Customer 17: 11.66
Facility 0 to Customer 18: 2.83
Facility 0 to Customer 19: 7.28
Facility 1 to Customer 0: 4.12
Facility 1 to Customer 1: 6.08
Facility 1 to Customer 2: 5.10
Facility 1 to Customer 3: 6.71
Facility 1 to Customer 4: 1.41
Facility 1 to Customer 5: 4.12
Facility 1 to Customer 6: 7.21
Facility 1 to Customer 7: 10.82
Facility 1 to Customer 8: 6.00
Facility 1 to Customer 9: 8.25
Facility 1 to Customer 10: 11.66
Facility 1 to Customer 11: 8.94
Facility 1 to Customer 12: 10.00
Facility 1 to Customer 13: 9.49
Facility 1 to Customer 14: 5.10
Facility 1 to Customer 15: 4.24
Facility 1 to Customer 16: 6.40
Facility 1 to Customer 17: 2.24
Facility 1 to Customer 18: 11.18
Facility 1 to Customer 19: 6.00
Facility 2 to Customer 0: 3.16
Facility 2 to Customer 1: 11.40
Facility 2 to Customer 2: 1.00
Facility 2 to Customer 3: 11.05
Facility 2 to Customer 4: 6.08
Facility 2 to Customer 5: 4.47
Facility 2 to Customer 6: 4.12
Facility 2 to Customer 7: 13.04
Facility 2 to Customer 8: 6.40
Facility 2 to Customer 9: 5.00
Facility 2 to Customer 10: 13.60
Facility 2 to Customer 11: 10.82
Facility 2 to Customer 12: 12.53
Facility 2 to Customer 13: 7.28
Facility 2 to Customer 14: 10.05
Facility 2 to Customer 15: 5.39
Facility 2 to Customer 16: 6.00
Facility 2 to Customer 17: 5.66
Facility 2 to Customer 18: 8.00
Facility 2 to Customer 19: 6.40
Facility 3 to Customer 0: 10.44
Facility 3 to Customer 1: 12.21
Facility 3 to Customer 2: 8.94
Facility 3 to Customer 3: 9.22
Facility 3 to Customer 4: 8.25
Facility 3 to Customer 5: 5.00
Facility 3 to Customer 6: 4.24
