Facility Location Problem Instance
Number of facilities: 20
Number of customers: 25
Grid size: 80x80
Facilities coordinates (x, y):
42, 25
8, 78
16, 56
15, 15
40, 40
40, 48
77, 61
52, 52
61, 72
10, 31
76, 6
0, 56
77, 62
12, 79
30, 45
74, 16
7, 41
26, 63
1, 7
70, 74
Customers coordinates (x, y):
61, 54
27, 22
26, 69
2, 52
23, 72
43, 43
21, 40
66, 57
63, 35
6, 29
61, 31
45, 32
6, 20
79, 23
58, 49
9, 3
42, 49
26, 41
11, 34
11, 65
31, 18
39, 15
73, 18
11, 26
40, 41
Distances between facilities and customers:
Facility 0 to Customer 0: 34.67
Facility 0 to Customer 1: 15.30
Facility 0 to Customer 2: 46.82
Facility 0 to Customer 3: 48.26
Facility 0 to Customer 4: 50.70
Facility 0 to Customer 5: 18.03
Facility 0 to Customer 6: 25.81
Facility 0 to Customer 7: 40.00
Facility 0 to Customer 8: 23.26
Facility 0 to Customer 9: 36.22
Facility 0 to Customer 10: 19.92
Facility 0 to Customer 11: 7.62
Facility 0 to Customer 12: 36.35
Facility 0 to Customer 13: 37.05
Facility 0 to Customer 14: 28.84
Facility 0 to Customer 15: 39.66
Facility 0 to Customer 16: 24.00
Facility 0 to Customer 17: 22.63
Facility 0 to Customer 18: 32.28
Facility 0 to Customer 19: 50.61
Facility 0 to Customer 20: 13.04
Facility 0 to Customer 21: 10.44
Facility 0 to Customer 22: 31.78
Facility 0 to Customer 23: 31.02
Facility 0 to Customer 24: 16.12
Facility 1 to Customer 0: 58.18
Facility 1 to Customer 1: 59.14
Facility 1 to Customer 2: 20.12
Facility 1 to Customer 3: 26.68
Facility 1 to Customer 4: 16.16
Facility 1 to Customer 5: 49.50
Facility 1 to Customer 6: 40.16
Facility 1 to Customer 7: 61.68
Facility 1 to Customer 8: 69.81
Facility 1 to Customer 9: 49.04
Facility 1 to Customer 10: 70.84
Facility 1 to Customer 11: 59.03
Facility 1 to Customer 12: 58.03
Facility 1 to Customer 13: 89.81
Facility 1 to Customer 14: 57.80
Facility 1 to Customer 15: 75.01
Facility 1 to Customer 16: 44.69
Facility 1 to Customer 17: 41.15
Facility 1 to Customer 18: 44.10
Facility 1 to Customer 19: 13.34
Facility 1 to Customer 20: 64.26
Facility 1 to Customer 21: 70.21
Facility 1 to Customer 22: 88.46
Facility 1 to Customer 23: 52.09
Facility 1 to Customer 24: 48.92
Facility 2 to Customer 0: 45.04
Facility 2 to Customer 1: 35.74
Facility 2 to Customer 2: 16.40
Facility 2 to Customer 3: 14.56
Facility 2 to Customer 4: 17.46
Facility 2 to Customer 5: 29.97
Facility 2 to Customer 6: 16.76
Facility 2 to Customer 7: 50.01
Facility 2 to Customer 8: 51.48
Facility 2 to Customer 9: 28.79
Facility 2 to Customer 10: 51.48
Facility 2 to Customer 11: 37.64
Facility 2 to Customer 12: 37.36
Facility 2 to Customer 13: 71.12
Facility 2 to Customer 14: 42.58
Facility 2 to Customer 15: 53.46
Facility 2 to Customer 16: 26.93
Facility 2 to Customer 17: 18.03
Facility 2 to Customer 18: 22.56
Facility 2 to Customer 19: 10.30
Facility 2 to Customer 20: 40.85
Facility 2 to Customer 21: 47.01
Facility 2 to Customer 22: 68.51
Facility 2 to Customer 23: 30.41
Facility 2 to Customer 24: 28.30
Facility 3 to Customer 0: 60.31
Facility 3 to Customer 1: 13.89
Facility 3 to Customer 2: 55.11
Facility 3 to Customer 3: 39.22
Facility 3 to Customer 4: 57.56
Facility 3 to Customer 5: 39.60
Facility 3 to Customer 6: 25.71
Facility 3 to Customer 7: 66.07
Facility 3 to Customer 8: 52.00
Facility 3 to Customer 9: 16.64
Facility 3 to Customer 10: 48.70
Facility 3 to Customer 11: 34.48
Facility 3 to Customer 12: 10.30
Facility 3 to Customer 13: 64.50
Facility 3 to Customer 14: 54.82
Facility 3 to Customer 15: 13.42
Facility 3 to Customer 16: 43.42
Facility 3 to Customer 17: 28.23
Facility 3 to Customer 18: 19.42
Facility 3 to Customer 19: 50.16
Facility 3 to Customer 20: 16.28
Facility 3 to Customer 21: 24.00
Facility 3 to Customer 22: 58.08
Facility 3 to Customer 23: 11.70
Facility 3 to Customer 24: 36.07
Facility 4 to Customer 0: 25.24
Facility 4 to Customer 1: 22.20
Facility 4 to Customer 2: 32.20
Facility 4 to Customer 3: 39.85
Facility 4 to Customer 4: 36.24
Facility 4 to Customer 5: 4.24
Facility 4 to Customer 6: 19.00
Facility 4 to Customer 7: 31.06
Facility 4 to Customer 8: 23.54
Facility 4 to Customer 9: 35.74
Facility 4 to Customer 10: 22.85
Facility 4 to Customer 11: 9.43
Facility 4 to Customer 12: 39.45
Facility 4 to Customer 13: 42.54
Facility 4 to Customer 14: 20.12
Facility 4 to Customer 15: 48.27
Facility 4 to Customer 16: 9.22
Facility 4 to Customer 17: 14.04
Facility 4 to Customer 18: 29.61
Facility 4 to Customer 19: 38.29
Facility 4 to Customer 20: 23.77
Facility 4 to Customer 21: 25.02
Facility 4 to Customer 22: 39.66
Facility 4 to Customer 23: 32.20
Facility 4 to Customer 24: 1.00
Facility 5 to Customer 0: 21.84
Facility 5 to Customer 1: 29.07
Facility 5 to Customer 2: 25.24
Facility 5 to Customer 3: 38.21
Facility 5 to Customer 4: 29.41
Facility 5 to Customer 5: 5.83
Facility 5 to Customer 6: 20.62
Facility 5 to Customer 7: 27.51
Facility 5 to Customer 8: 26.42
Facility 5 to Customer 9: 38.95
Facility 5 to Customer 10: 27.02
Facility 5 to Customer 11: 16.76
Facility 5 to Customer 12: 44.05
Facility 5 to Customer 13: 46.32
Facility 5 to Customer 14: 18.03
Facility 5 to Customer 15: 54.64
Facility 5 to Customer 16: 2.24
Facility 5 to Customer 17: 15.65
Facility 5 to Customer 18: 32.20
Facility 5 to Customer 19: 33.62
Facility 5 to Customer 20: 31.32
Facility 5 to Customer 21: 33.02
Facility 5 to Customer 22: 44.60
Facility 5 to Customer 23: 36.40
Facility 5 to Customer 24: 7.00
Facility 6 to Customer 0: 17.46
Facility 6 to Customer 1: 63.41
Facility 6 to Customer 2: 51.62
Facility 6 to Customer 3: 75.54
Facility 6 to Customer 4: 55.11
Facility 6 to Customer 5: 38.47
Facility 6 to Customer 6: 59.81
Facility 6 to Customer 7: 11.70
Facility 6 to Customer 8: 29.53
Facility 6 to Customer 9: 77.88
Facility 6 to Customer 10: 34.00
Facility 6 to Customer 11: 43.19
