Facility Location Problem Instance
Number of facilities: 20
Number of customers: 25
Grid size: 80x80
Facilities coordinates (x, y):
63, 41
5, 53
21, 20
30, 1
13, 7
40, 2
59, 72
7, 50
4, 60
37, 68
40, 18
4, 73
72, 66
38, 54
26, 74
77, 5
70, 34
51, 13
8, 40
5, 46
Customers coordinates (x, y):
56, 19
6, 44
20, 71
34, 0
30, 45
25, 79
63, 5
37, 16
65, 29
31, 26
64, 40
25, 31
65, 62
44, 64
33, 19
20, 23
39, 65
41, 60
71, 29
8, 58
20, 60
33, 29
51, 52
76, 16
47, 77
Distances between facilities and customers:
Facility 0 to Customer 0: 23.09
Facility 0 to Customer 1: 57.08
Facility 0 to Customer 2: 52.43
Facility 0 to Customer 3: 50.22
Facility 0 to Customer 4: 33.24
Facility 0 to Customer 5: 53.74
Facility 0 to Customer 6: 36.00
Facility 0 to Customer 7: 36.07
Facility 0 to Customer 8: 12.17
Facility 0 to Customer 9: 35.34
Facility 0 to Customer 10: 1.41
Facility 0 to Customer 11: 39.29
Facility 0 to Customer 12: 21.10
Facility 0 to Customer 13: 29.83
Facility 0 to Customer 14: 37.20
Facility 0 to Customer 15: 46.62
Facility 0 to Customer 16: 33.94
Facility 0 to Customer 17: 29.07
Facility 0 to Customer 18: 14.42
Facility 0 to Customer 19: 57.57
Facility 0 to Customer 20: 47.01
Facility 0 to Customer 21: 32.31
Facility 0 to Customer 22: 16.28
Facility 0 to Customer 23: 28.18
Facility 0 to Customer 24: 39.40
Facility 1 to Customer 0: 61.29
Facility 1 to Customer 1: 9.06
Facility 1 to Customer 2: 23.43
Facility 1 to Customer 3: 60.42
Facility 1 to Customer 4: 26.25
Facility 1 to Customer 5: 32.80
Facility 1 to Customer 6: 75.29
Facility 1 to Customer 7: 48.92
Facility 1 to Customer 8: 64.62
Facility 1 to Customer 9: 37.48
Facility 1 to Customer 10: 60.42
Facility 1 to Customer 11: 29.73
Facility 1 to Customer 12: 60.67
Facility 1 to Customer 13: 40.52
Facility 1 to Customer 14: 44.05
Facility 1 to Customer 15: 33.54
Facility 1 to Customer 16: 36.06
Facility 1 to Customer 17: 36.67
Facility 1 to Customer 18: 70.23
Facility 1 to Customer 19: 5.83
Facility 1 to Customer 20: 16.55
Facility 1 to Customer 21: 36.88
Facility 1 to Customer 22: 46.01
Facility 1 to Customer 23: 80.06
Facility 1 to Customer 24: 48.37
Facility 2 to Customer 0: 35.01
Facility 2 to Customer 1: 28.30
Facility 2 to Customer 2: 51.01
