Facility Location Problem Instance
Number of facilities: 5
Number of customers: 15
Grid size: 10x10
Facilities coordinates (x, y):
8, 8
5, 7
5, 5
9, 0
5, 1
Customers coordinates (x, y):
3, 8
2, 9
5, 8
7, 9
7, 9
2, 0
8, 5
6, 5
4, 0
5, 3
0, 5
1, 8
1, 7
1, 9
3, 7
Distances between facilities and customers:
Facility 0 to Customer 0: 5.00
Facility 0 to Customer 1: 6.08
Facility 0 to Customer 2: 3.00
Facility 0 to Customer 3: 1.41
Facility 0 to Customer 4: 1.41
Facility 0 to Customer 5: 10.00
Facility 0 to Customer 6: 3.00
Facility 0 to Customer 7: 3.61
Facility 0 to Customer 8: 8.94
Facility 0 to Customer 9: 5.83
Facility 0 to Customer 10: 8.54
Facility 0 to Customer 11: 7.00
Facility 0 to Customer 12: 7.07
Facility 0 to Customer 13: 7.07
Facility 0 to Customer 14: 5.10
Facility 1 to Customer 0: 2.24
Facility 1 to Customer 1: 3.61
Facility 1 to Customer 2: 1.00
Facility 1 to Customer 3: 2.83
Facility 1 to Customer 4: 2.83
Facility 1 to Customer 5: 7.62
Facility 1 to Customer 6: 3.61
Facility 1 to Customer 7: 2.24
Facility 1 to Customer 8: 7.07
Facility 1 to Customer 9: 4.00
Facility 1 to Customer 10: 5.39
Facility 1 to Customer 11: 4.12
Facility 1 to Customer 12: 4.00
Facility 1 to Customer 13: 4.47
Facility 1 to Customer 14: 2.00
Facility 2 to Customer 0: 3.61
Facility 2 to Customer 1: 5.00
Facility 2 to Customer 2: 3.00
Facility 2 to Customer 3: 4.47
Facility 2 to Customer 4: 4.47
Facility 2 to Customer 5: 5.83
Facility 2 to Customer 6: 3.00
Facility 2 to Customer 7: 1.00
Facility 2 to Customer 8: 5.10
Facility 2 to Customer 9: 2.00
Facility 2 to Customer 10: 5.00
Facility 2 to Customer 11: 5.00
Facility 2 to Customer 12: 4.47
Facility 2 to Customer 13: 5.66
Facility 2 to Customer 14: 2.83
Facility 3 to Customer 0: 10.00
Facility 3 to Customer 1: 11.40
Facility 3 to Customer 2: 8.94
Facility 3 to Customer 3: 9.22
Facility 3 to Customer 4: 9.22
Facility 3 to Customer 5: 7.00
Facility 3 to Customer 6: 5.10
Facility 3 to Customer 7: 5.83
Facility 3 to Customer 8: 5.00
Facility 3 to Customer 9: 5.00
Facility 3 to Customer 10: 10.30
Facility 3 to Customer 11: 11.31
Facility 3 to Customer 12: 10.63
Facility 3 to Customer 13: 12.04
Facility 3 to Customer 14: 9.22
Facility 4 to Customer 0: 7.28
Facility 4 to Customer 1: 8.54
Facility 4 to Customer 2: 7.00
Facility 4 to Customer 3: 8.25
Facility 4 to Customer 4: 8.25
Facility 4 to Customer 5: 3.16
