Facility Location Problem Instance
Number of facilities: 5
Number of customers: 15
Grid size: 10x10
Facilities coordinates (x, y):
3, 2
5, 6
1, 7
5, 6
3, 7
Customers coordinates (x, y):
4, 5
3, 6
4, 0
0, 9
8, 3
1, 2
1, 7
3, 0
3, 0
4, 8
7, 3
9, 2
4, 6
7, 3
8, 2
Distances between facilities and customers:
Facility 0 to Customer 0: 3.16
Facility 0 to Customer 1: 4.00
Facility 0 to Customer 2: 2.24
Facility 0 to Customer 3: 7.62
Facility 0 to Customer 4: 5.10
Facility 0 to Customer 5: 2.00
Facility 0 to Customer 6: 5.39
Facility 0 to Customer 7: 2.00
Facility 0 to Customer 8: 2.00
Facility 0 to Customer 9: 6.08
Facility 0 to Customer 10: 4.12
Facility 0 to Customer 11: 6.00
Facility 0 to Customer 12: 4.12
Facility 0 to Customer 13: 4.12
Facility 0 to Customer 14: 5.00
Facility 1 to Customer 0: 1.41
Facility 1 to Customer 1: 2.00
Facility 1 to Customer 2: 6.08
Facility 1 to Customer 3: 5.83
Facility 1 to Customer 4: 4.24
Facility 1 to Customer 5: 5.66
Facility 1 to Customer 6: 4.12
Facility 1 to Customer 7: 6.32
Facility 1 to Customer 8: 6.32
Facility 1 to Customer 9: 2.24
Facility 1 to Customer 10: 3.61
Facility 1 to Customer 11: 5.66
Facility 1 to Customer 12: 1.00
Facility 1 to Customer 13: 3.61
Facility 1 to Customer 14: 5.00
Facility 2 to Customer 0: 3.61
Facility 2 to Customer 1: 2.24
Facility 2 to Customer 2: 7.62
Facility 2 to Customer 3: 2.24
Facility 2 to Customer 4: 8.06
Facility 2 to Customer 5: 5.00
Facility 2 to Customer 6: 0.00
Facility 2 to Customer 7: 7.28
Facility 2 to Customer 8: 7.28
Facility 2 to Customer 9: 3.16
Facility 2 to Customer 10: 7.21
Facility 2 to Customer 11: 9.43
Facility 2 to Customer 12: 3.16
Facility 2 to Customer 13: 7.21
Facility 2 to Customer 14: 8.60
Facility 3 to Customer 0: 1.41
Facility 3 to Customer 1: 2.00
Facility 3 to Customer 2: 6.08
Facility 3 to Customer 3: 5.83
Facility 3 to Customer 4: 4.24
Facility 3 to Customer 5: 5.66
Facility 3 to Customer 6: 4.12
Facility 3 to Customer 7: 6.32
Facility 3 to Customer 8: 6.32
Facility 3 to Customer 9: 2.24
Facility 3 to Customer 10: 3.61
Facility 3 to Customer 11: 5.66
Facility 3 to Customer 12: 1.00
Facility 3 to Customer 13: 3.61
Facility 3 to Customer 14: 5.00
Facility 4 to Customer 0: 2.24
Facility 4 to Customer 1: 1.00
Facility 4 to Customer 2: 7.07
Facility 4 to Customer 3: 3.61
Facility 4 to Customer 4: 6.40
Facility 4 to Customer 5: 5.39
Facility 4 to Customer 6: 2.00
Facility 4 to Customer 7: 7.00
Facility 4 to Customer 8: 7.00
Facility 4 to Customer 9: 1.41
Facility 4 to Customer 10: 5.66
Facility 4 to Customer 11: 7.81
Facility 4 to Customer 12: 1.41
Facility 4 to Customer 13: 5.66
Facility 4 to Customer 14: 7.07
Facilities fixed costs:
Facility 0: 12
Facility 1: 20
Facility 2: 19
Facility 3: 17
Facility 4: 19
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 9
Facility 0 to Customer 1: 3
Facility 0 to Customer 2: 3
Facility 0 to Customer 3: 1
Facility 0 to Customer 4: 4
Facility 0 to Customer 5: 2
Facility 0 to Customer 6: 7
Facility 0 to Customer 7: 9
Facility 0 to Customer 8: 2
Facility 0 to Customer 9: 5
Facility 0 to Customer 10: 1
Facility 0 to Customer 11: 7
Facility 0 to Customer 12: 6
Facility 0 to Customer 13: 7
Facility 0 to Customer 14: 5
Facility 1 to Customer 0: 4
Facility 1 to Customer 1: 3
Facility 1 to Customer 2: 7
Facility 1 to Customer 3: 4
Facility 1 to Customer 4: 7
Facility 1 to Customer 5: 3
Facility 1 to Customer 6: 8
Facility 1 to Customer 7: 5
Facility 1 to Customer 8: 4
Facility 1 to Customer 9: 6
Facility 1 to Customer 10: 8
Facility 1 to Customer 11: 9
Facility 1 to Customer 12: 5
Facility 1 to Customer 13: 9
Facility 1 to Customer 14: 3
Facility 2 to Customer 0: 6
Facility 2 to Customer 1: 8
Facility 2 to Customer 2: 3
Facility 2 to Customer 3: 4
Facility 2 to Customer 4: 2
Facility 2 to Customer 5: 5
Facility 2 to Customer 6: 8
Facility 2 to Customer 7: 4
Facility 2 to Customer 8: 2
Facility 2 to Customer 9: 5
Facility 2 to Customer 10: 3
Facility 2 to Customer 11: 8
Facility 2 to Customer 12: 9
Facility 2 to Customer 13: 8
Facility 2 to Customer 14: 6
Facility 3 to Customer 0: 1
Facility 3 to Customer 1: 3
Facility 3 to Customer 2: 8
Facility 3 to Customer 3: 3
Facility 3 to Customer 4: 5
Facility 3 to Customer 5: 7
Facility 3 to Customer 6: 2
Facility 3 to Customer 7: 2
Facility 3 to Customer 8: 3
Facility 3 to Customer 9: 9
Facility 3 to Customer 10: 9
Facility 3 to Customer 11: 8
Facility 3 to Customer 12: 9
Facility 3 to Customer 13: 4
Facility 3 to Customer 14: 2
Facility 4 to Customer 0: 9
Facility 4 to Customer 1: 8
Facility 4 to Customer 2: 8
Facility 4 to Customer 3: 4
Facility 4 to Customer 4: 1
Facility 4 to Customer 5: 9
Facility 4 to Customer 6: 4
Facility 4 to Customer 7: 5
Facility 4 to Customer 8: 4
Facility 4 to Customer 9: 2
Facility 4 to Customer 10: 1
Facility 4 to Customer 11: 7
Facility 4 to Customer 12: 4
Facility 4 to Customer 13: 7
Facility 4 to Customer 14: 8
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 23
Facility 0 to Customer 1: 13
Facility 0 to Customer 2: 21
Facility 0 to Customer 3: 11
Facility 0 to Customer 4: 25
Facility 0 to Customer 5: 21
Facility 0 to Customer 6: 25
Facility 0 to Customer 7: 27
Facility 0 to Customer 8: 26
Facility 0 to Customer 9: 29
Facility 0 to Customer 10: 28
Facility 0 to Customer 11: 10
Facility 0 to Customer 12: 19
Facility 0 to Customer 13: 10
Facility 0 to Customer 14: 15
Facility 1 to Customer 0: 28
Facility 1 to Customer 1: 11
Facility 1 to Customer 2: 28
Facility 1 to Customer 3: 24
Facility 1 to Customer 4: 11
Facility 1 to Customer 5: 18
Facility 1 to Customer 6: 10
Facility 1 to Customer 7: 20
Facility 1 to Customer 8: 12
Facility 1 to Customer 9: 23
Facility 1 to Customer 10: 11
Facility 1 to Customer 11: 24
Facility 1 to Customer 12: 18
Facility 1 to Customer 13: 15
Facility 1 to Customer 14: 17
Facility 2 to Customer 0: 25
Facility 2 to Customer 1: 21
Facility 2 to Customer 2: 19
Facility 2 to Customer 3: 13
Facility 2 to Customer 4: 21
Facility 2 to Customer 5: 20
Facility 2 to Customer 6: 23
Facility 2 to Customer 7: 22
Facility 2 to Customer 8: 14
Facility 2 to Customer 9: 11
Facility 2 to Customer 10: 13
Facility 2 to Customer 11: 10
Facility 2 to Customer 12: 19
Facility 2 to Customer 13: 17
Facility 2 to Customer 14: 17
Facility 3 to Customer 0: 23
Facility 3 to Customer 1: 16
Facility 3 to Customer 2: 23
Facility 3 to Customer 3: 24
Facility 3 to Customer 4: 20
Facility 3 to Customer 5: 16
Facility 3 to Customer 6: 23
Facility 3 to Customer 7: 27
Facility 3 to Customer 8: 17
Facility 3 to Customer 9: 26
Facility 3 to Customer 10: 29
Facility 3 to Customer 11: 18
Facility 3 to Customer 12: 27
Facility 3 to Customer 13: 23
Facility 3 to Customer 14: 19
Facility 4 to Customer 0: 18
Facility 4 to Customer 1: 11
Facility 4 to Customer 2: 13
Facility 4 to Customer 3: 22
Facility 4 to Customer 4: 23
Facility 4 to Customer 5: 26
Facility 4 to Customer 6: 16
Facility 4 to Customer 7: 15
Facility 4 to Customer 8: 26
Facility 4 to Customer 9: 26
Facility 4 to Customer 10: 24
Facility 4 to Customer 11: 27
Facility 4 to Customer 12: 16
Facility 4 to Customer 13: 15
Facility 4 to Customer 14: 14
Facility capacities:
Facility 0: 6
Facility 1: 6
Facility 2: 5
Facility 3: 9
Facility 4: 8
Small drone payload capacity: 10
Large drone payload capacity: 25
Small drone max range: 12
Large drone max range: 25
Package weights:
Customer 0: 13
Customer 1: 10
Customer 2: 12
Customer 3: 15
Customer 4: 20
Customer 5: 14
Customer 6: 13
Customer 7: 19
Customer 8: 10
Customer 9: 18
Customer 10: 10
Customer 11: 13
Customer 12: 16
Customer 13: 15
Customer 14: 14
Number of S-type drones: 20
Number of L-type drones: 20
