Facility Location Problem Instance
Number of facilities: 5
Number of customers: 8
Grid size: 15x15
Facilities coordinates (x, y):
11, 13
0, 9
3, 9
14, 12
7, 10
Customers coordinates (x, y):
3, 7
12, 5
6, 10
8, 13
5, 12
3, 6
1, 10
9, 5
Distances between facilities and customers:
Facility 0 to Customer 0: 10.00
Facility 0 to Customer 1: 8.06
Facility 0 to Customer 2: 5.83
Facility 0 to Customer 3: 3.00
Facility 0 to Customer 4: 6.08
Facility 0 to Customer 5: 10.63
Facility 0 to Customer 6: 10.44
Facility 0 to Customer 7: 8.25
Facility 1 to Customer 0: 3.61
Facility 1 to Customer 1: 12.65
Facility 1 to Customer 2: 6.08
Facility 1 to Customer 3: 8.94
Facility 1 to Customer 4: 5.83
Facility 1 to Customer 5: 4.24
Facility 1 to Customer 6: 1.41
Facility 1 to Customer 7: 9.85
Facility 2 to Customer 0: 2.00
Facility 2 to Customer 1: 9.85
Facility 2 to Customer 2: 3.16
Facility 2 to Customer 3: 6.40
Facility 2 to Customer 4: 3.61
Facility 2 to Customer 5: 3.00
Facility 2 to Customer 6: 2.24
Facility 2 to Customer 7: 7.21
Facility 3 to Customer 0: 12.08
Facility 3 to Customer 1: 7.28
Facility 3 to Customer 2: 8.25
Facility 3 to Customer 3: 6.08
Facility 3 to Customer 4: 9.00
Facility 3 to Customer 5: 12.53
Facility 3 to Customer 6: 13.15
Facility 3 to Customer 7: 8.60
Facility 4 to Customer 0: 5.00
Facility 4 to Customer 1: 7.07
Facility 4 to Customer 2: 1.00
Facility 4 to Customer 3: 3.16
Facility 4 to Customer 4: 2.83
Facility 4 to Customer 5: 5.66
Facility 4 to Customer 6: 6.00
Facility 4 to Customer 7: 5.39
Facilities fixed costs:
Facility 0: 12
Facility 1: 14
Facility 2: 16
Facility 3: 19
Facility 4: 15
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 3
Facility 0 to Customer 1: 7
Facility 0 to Customer 2: 2
Facility 0 to Customer 3: 4
Facility 0 to Customer 4: 9
Facility 0 to Customer 5: 6
Facility 0 to Customer 6: 2
Facility 0 to Customer 7: 1
Facility 1 to Customer 0: 3
Facility 1 to Customer 1: 2
Facility 1 to Customer 2: 1
Facility 1 to Customer 3: 3
Facility 1 to Customer 4: 3
Facility 1 to Customer 5: 9
Facility 1 to Customer 6: 9
Facility 1 to Customer 7: 4
Facility 2 to Customer 0: 2
Facility 2 to Customer 1: 1
Facility 2 to Customer 2: 9
Facility 2 to Customer 3: 3
Facility 2 to Customer 4: 5
Facility 2 to Customer 5: 2
Facility 2 to Customer 6: 3
Facility 2 to Customer 7: 8
Facility 3 to Customer 0: 4
Facility 3 to Customer 1: 3
Facility 3 to Customer 2: 4
Facility 3 to Customer 3: 2
Facility 3 to Customer 4: 9
Facility 3 to Customer 5: 1
Facility 3 to Customer 6: 7
Facility 3 to Customer 7: 9
Facility 4 to Customer 0: 8
Facility 4 to Customer 1: 1
Facility 4 to Customer 2: 2
Facility 4 to Customer 3: 1
Facility 4 to Customer 4: 6
Facility 4 to Customer 5: 8
Facility 4 to Customer 6: 7
Facility 4 to Customer 7: 9
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 11
Facility 0 to Customer 1: 14
Facility 0 to Customer 2: 12
Facility 0 to Customer 3: 14
Facility 0 to Customer 4: 10
Facility 0 to Customer 5: 10
Facility 0 to Customer 6: 10
Facility 0 to Customer 7: 14
Facility 1 to Customer 0: 13
Facility 1 to Customer 1: 13
Facility 1 to Customer 2: 11
Facility 1 to Customer 3: 12
Facility 1 to Customer 4: 19
Facility 1 to Customer 5: 11
Facility 1 to Customer 6: 14
Facility 1 to Customer 7: 18
Facility 2 to Customer 0: 11
Facility 2 to Customer 1: 15
Facility 2 to Customer 2: 12
Facility 2 to Customer 3: 14
Facility 2 to Customer 4: 12
Facility 2 to Customer 5: 12
Facility 2 to Customer 6: 13
Facility 2 to Customer 7: 15
Facility 3 to Customer 0: 15
Facility 3 to Customer 1: 17
Facility 3 to Customer 2: 16
Facility 3 to Customer 3: 14
Facility 3 to Customer 4: 18
Facility 3 to Customer 5: 16
Facility 3 to Customer 6: 17
Facility 3 to Customer 7: 11
Facility 4 to Customer 0: 18
Facility 4 to Customer 1: 14
Facility 4 to Customer 2: 13
Facility 4 to Customer 3: 13
Facility 4 to Customer 4: 14
Facility 4 to Customer 5: 18
Facility 4 to Customer 6: 14
Facility 4 to Customer 7: 15
Facility capacities:
Facility 0: 5
Facility 1: 6
Facility 2: 10
Facility 3: 6
Facility 4: 8
Small drone payload capacity: 5
Large drone payload capacity: 21
Small drone max range: 11
Large drone max range: 24
Package weights:
Customer 0: 15
Customer 1: 10
Customer 2: 19
Customer 3: 10
Customer 4: 15
Customer 5: 11
Customer 6: 17
Customer 7: 10
Number of S-type drones: 6
Number of L-type drones: 4
