Facility Location Problem Instance
Number of facilities: 5
Number of customers: 8
Grid size: 15x15
Facilities coordinates (x, y):
7, 7
2, 0
10, 9
5, 7
3, 14
Customers coordinates (x, y):
5, 1
3, 0
5, 5
4, 13
3, 11
6, 4
3, 8
14, 2
Distances between facilities and customers:
Facility 0 to Customer 0: 6.32
Facility 0 to Customer 1: 8.06
Facility 0 to Customer 2: 2.83
Facility 0 to Customer 3: 6.71
Facility 0 to Customer 4: 5.66
Facility 0 to Customer 5: 3.16
Facility 0 to Customer 6: 4.12
Facility 0 to Customer 7: 8.60
Facility 1 to Customer 0: 3.16
Facility 1 to Customer 1: 1.00
Facility 1 to Customer 2: 5.83
Facility 1 to Customer 3: 13.15
Facility 1 to Customer 4: 11.05
Facility 1 to Customer 5: 5.66
Facility 1 to Customer 6: 8.06
Facility 1 to Customer 7: 12.17
Facility 2 to Customer 0: 9.43
Facility 2 to Customer 1: 11.40
Facility 2 to Customer 2: 6.40
Facility 2 to Customer 3: 7.21
Facility 2 to Customer 4: 7.28
Facility 2 to Customer 5: 6.40
Facility 2 to Customer 6: 7.07
Facility 2 to Customer 7: 8.06
Facility 3 to Customer 0: 6.00
Facility 3 to Customer 1: 7.28
Facility 3 to Customer 2: 2.00
Facility 3 to Customer 3: 6.08
Facility 3 to Customer 4: 4.47
Facility 3 to Customer 5: 3.16
Facility 3 to Customer 6: 2.24
Facility 3 to Customer 7: 10.30
Facility 4 to Customer 0: 13.15
Facility 4 to Customer 1: 14.00
Facility 4 to Customer 2: 9.22
Facility 4 to Customer 3: 1.41
Facility 4 to Customer 4: 3.00
Facility 4 to Customer 5: 10.44
Facility 4 to Customer 6: 6.00
Facility 4 to Customer 7: 16.28
Facilities fixed costs:
Facility 0: 15
Facility 1: 18
Facility 2: 15
Facility 3: 11
Facility 4: 14
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 5
Facility 0 to Customer 1: 7
Facility 0 to Customer 2: 7
Facility 0 to Customer 3: 1
Facility 0 to Customer 4: 9
Facility 0 to Customer 5: 6
Facility 0 to Customer 6: 1
Facility 0 to Customer 7: 7
Facility 1 to Customer 0: 5
Facility 1 to Customer 1: 7
Facility 1 to Customer 2: 2
Facility 1 to Customer 3: 1
Facility 1 to Customer 4: 5
Facility 1 to Customer 5: 8
Facility 1 to Customer 6: 4
Facility 1 to Customer 7: 2
Facility 2 to Customer 0: 2
Facility 2 to Customer 1: 3
Facility 2 to Customer 2: 3
Facility 2 to Customer 3: 5
Facility 2 to Customer 4: 7
Facility 2 to Customer 5: 4
Facility 2 to Customer 6: 3
Facility 2 to Customer 7: 6
Facility 3 to Customer 0: 2
Facility 3 to Customer 1: 1
Facility 3 to Customer 2: 1
Facility 3 to Customer 3: 7
Facility 3 to Customer 4: 9
Facility 3 to Customer 5: 7
Facility 3 to Customer 6: 9
Facility 3 to Customer 7: 4
Facility 4 to Customer 0: 7
Facility 4 to Customer 1: 9
Facility 4 to Customer 2: 5
Facility 4 to Customer 3: 2
Facility 4 to Customer 4: 6
Facility 4 to Customer 5: 8
Facility 4 to Customer 6: 1
Facility 4 to Customer 7: 7
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 17
Facility 0 to Customer 1: 19
Facility 0 to Customer 2: 10
Facility 0 to Customer 3: 14
Facility 0 to Customer 4: 11
Facility 0 to Customer 5: 17
Facility 0 to Customer 6: 10
Facility 0 to Customer 7: 12
Facility 1 to Customer 0: 10
Facility 1 to Customer 1: 14
Facility 1 to Customer 2: 10
Facility 1 to Customer 3: 11
Facility 1 to Customer 4: 16
Facility 1 to Customer 5: 11
Facility 1 to Customer 6: 12
Facility 1 to Customer 7: 14
Facility 2 to Customer 0: 14
Facility 2 to Customer 1: 12
Facility 2 to Customer 2: 19
Facility 2 to Customer 3: 11
Facility 2 to Customer 4: 16
Facility 2 to Customer 5: 18
Facility 2 to Customer 6: 16
Facility 2 to Customer 7: 13
Facility 3 to Customer 0: 11
Facility 3 to Customer 1: 19
Facility 3 to Customer 2: 17
Facility 3 to Customer 3: 12
Facility 3 to Customer 4: 12
Facility 3 to Customer 5: 19
Facility 3 to Customer 6: 17
Facility 3 to Customer 7: 19
Facility 4 to Customer 0: 18
Facility 4 to Customer 1: 17
Facility 4 to Customer 2: 11
Facility 4 to Customer 3: 13
Facility 4 to Customer 4: 18
Facility 4 to Customer 5: 14
Facility 4 to Customer 6: 14
Facility 4 to Customer 7: 16
Facility capacities:
Facility 0: 7
Facility 1: 5
Facility 2: 5
Facility 3: 5
Facility 4: 9
Small drone payload capacity: 13
Large drone payload capacity: 20
Small drone max range: 11
Large drone max range: 28
Package weights:
Customer 0: 18
Customer 1: 15
Customer 2: 11
Customer 3: 15
Customer 4: 14
Customer 5: 10
Customer 6: 11
Customer 7: 11
Number of S-type drones: 6
Number of L-type drones: 4
