Facility Location Problem Instance
Number of facilities: 5
Number of customers: 8
Grid size: 15x15
Facilities coordinates (x, y):
3, 12
9, 1
12, 8
3, 2
1, 11
Customers coordinates (x, y):
4, 0
6, 4
7, 5
9, 10
11, 0
8, 7
5, 3
5, 4
Distances between facilities and customers:
Facility 0 to Customer 0: 12.04
Facility 0 to Customer 1: 8.54
Facility 0 to Customer 2: 8.06
Facility 0 to Customer 3: 6.32
Facility 0 to Customer 4: 14.42
Facility 0 to Customer 5: 7.07
Facility 0 to Customer 6: 9.22
Facility 0 to Customer 7: 8.25
Facility 1 to Customer 0: 5.10
Facility 1 to Customer 1: 4.24
Facility 1 to Customer 2: 4.47
Facility 1 to Customer 3: 9.00
Facility 1 to Customer 4: 2.24
Facility 1 to Customer 5: 6.08
Facility 1 to Customer 6: 4.47
Facility 1 to Customer 7: 5.00
Facility 2 to Customer 0: 11.31
Facility 2 to Customer 1: 7.21
Facility 2 to Customer 2: 5.83
Facility 2 to Customer 3: 3.61
Facility 2 to Customer 4: 8.06
Facility 2 to Customer 5: 4.12
Facility 2 to Customer 6: 8.60
Facility 2 to Customer 7: 8.06
Facility 3 to Customer 0: 2.24
Facility 3 to Customer 1: 3.61
Facility 3 to Customer 2: 5.00
Facility 3 to Customer 3: 10.00
Facility 3 to Customer 4: 8.25
Facility 3 to Customer 5: 7.07
Facility 3 to Customer 6: 2.24
Facility 3 to Customer 7: 2.83
Facility 4 to Customer 0: 11.40
Facility 4 to Customer 1: 8.60
Facility 4 to Customer 2: 8.49
Facility 4 to Customer 3: 8.06
Facility 4 to Customer 4: 14.87
Facility 4 to Customer 5: 8.06
Facility 4 to Customer 6: 8.94
Facility 4 to Customer 7: 8.06
Facilities fixed costs:
Facility 0: 14
Facility 1: 13
Facility 2: 10
Facility 3: 18
Facility 4: 17
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 6
Facility 0 to Customer 1: 2
Facility 0 to Customer 2: 2
Facility 0 to Customer 3: 4
Facility 0 to Customer 4: 8
Facility 0 to Customer 5: 6
Facility 0 to Customer 6: 1
Facility 0 to Customer 7: 8
Facility 1 to Customer 0: 9
Facility 1 to Customer 1: 6
Facility 1 to Customer 2: 1
Facility 1 to Customer 3: 6
Facility 1 to Customer 4: 2
Facility 1 to Customer 5: 5
Facility 1 to Customer 6: 7
Facility 1 to Customer 7: 3
Facility 2 to Customer 0: 4
Facility 2 to Customer 1: 5
Facility 2 to Customer 2: 8
Facility 2 to Customer 3: 5
Facility 2 to Customer 4: 8
Facility 2 to Customer 5: 7
Facility 2 to Customer 6: 5
Facility 2 to Customer 7: 7
Facility 3 to Customer 0: 4
Facility 3 to Customer 1: 2
Facility 3 to Customer 2: 3
Facility 3 to Customer 3: 5
Facility 3 to Customer 4: 3
Facility 3 to Customer 5: 9
Facility 3 to Customer 6: 9
Facility 3 to Customer 7: 4
Facility 4 to Customer 0: 6
Facility 4 to Customer 1: 4
Facility 4 to Customer 2: 2
Facility 4 to Customer 3: 5
Facility 4 to Customer 4: 6
Facility 4 to Customer 5: 5
Facility 4 to Customer 6: 8
Facility 4 to Customer 7: 5
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 10
Facility 0 to Customer 1: 19
Facility 0 to Customer 2: 14
Facility 0 to Customer 3: 12
Facility 0 to Customer 4: 12
Facility 0 to Customer 5: 17
Facility 0 to Customer 6: 17
Facility 0 to Customer 7: 16
Facility 1 to Customer 0: 10
Facility 1 to Customer 1: 19
Facility 1 to Customer 2: 16
Facility 1 to Customer 3: 11
Facility 1 to Customer 4: 12
Facility 1 to Customer 5: 12
Facility 1 to Customer 6: 16
Facility 1 to Customer 7: 13
Facility 2 to Customer 0: 11
Facility 2 to Customer 1: 16
Facility 2 to Customer 2: 13
Facility 2 to Customer 3: 17
Facility 2 to Customer 4: 12
Facility 2 to Customer 5: 10
Facility 2 to Customer 6: 16
Facility 2 to Customer 7: 14
Facility 3 to Customer 0: 19
Facility 3 to Customer 1: 12
Facility 3 to Customer 2: 18
Facility 3 to Customer 3: 10
Facility 3 to Customer 4: 11
Facility 3 to Customer 5: 19
Facility 3 to Customer 6: 19
Facility 3 to Customer 7: 17
Facility 4 to Customer 0: 13
Facility 4 to Customer 1: 19
Facility 4 to Customer 2: 19
Facility 4 to Customer 3: 14
Facility 4 to Customer 4: 13
Facility 4 to Customer 5: 15
Facility 4 to Customer 6: 14
Facility 4 to Customer 7: 14
Facility capacities:
Facility 0: 10
Facility 1: 10
Facility 2: 9
Facility 3: 6
Facility 4: 10
Small drone payload capacity: 12
Large drone payload capacity: 25
Small drone max range: 15
Large drone max range: 27
Package weights:
Customer 0: 17
Customer 1: 19
Customer 2: 11
Customer 3: 17
Customer 4: 10
Customer 5: 11
Customer 6: 18
Customer 7: 17
Number of S-type drones: 6
Number of L-type drones: 4
