Facility Location Problem Instance
Number of facilities: 5
Number of customers: 8
Grid size: 15x15
Facilities coordinates (x, y):
4, 5
12, 11
0, 5
12, 7
14, 5
Customers coordinates (x, y):
10, 4
2, 2
7, 3
12, 8
2, 4
7, 0
6, 12
5, 4
Distances between facilities and customers:
Facility 0 to Customer 0: 6.08
Facility 0 to Customer 1: 3.61
Facility 0 to Customer 2: 3.61
Facility 0 to Customer 3: 8.54
Facility 0 to Customer 4: 2.24
Facility 0 to Customer 5: 5.83
Facility 0 to Customer 6: 7.28
Facility 0 to Customer 7: 1.41
Facility 1 to Customer 0: 7.28
Facility 1 to Customer 1: 13.45
Facility 1 to Customer 2: 9.43
Facility 1 to Customer 3: 3.00
Facility 1 to Customer 4: 12.21
Facility 1 to Customer 5: 12.08
Facility 1 to Customer 6: 6.08
Facility 1 to Customer 7: 9.90
Facility 2 to Customer 0: 10.05
Facility 2 to Customer 1: 3.61
Facility 2 to Customer 2: 7.28
Facility 2 to Customer 3: 12.37
Facility 2 to Customer 4: 2.24
Facility 2 to Customer 5: 8.60
Facility 2 to Customer 6: 9.22
Facility 2 to Customer 7: 5.10
Facility 3 to Customer 0: 3.61
Facility 3 to Customer 1: 11.18
Facility 3 to Customer 2: 6.40
Facility 3 to Customer 3: 1.00
Facility 3 to Customer 4: 10.44
Facility 3 to Customer 5: 8.60
Facility 3 to Customer 6: 7.81
Facility 3 to Customer 7: 7.62
Facility 4 to Customer 0: 4.12
Facility 4 to Customer 1: 12.37
Facility 4 to Customer 2: 7.28
Facility 4 to Customer 3: 3.61
Facility 4 to Customer 4: 12.04
Facility 4 to Customer 5: 8.60
Facility 4 to Customer 6: 10.63
Facility 4 to Customer 7: 9.06
Facilities fixed costs:
Facility 0: 17
Facility 1: 15
Facility 2: 14
Facility 3: 10
Facility 4: 10
Drone operational costs (S-type drones):
Facility 0 to Customer 0: 9
Facility 0 to Customer 1: 4
Facility 0 to Customer 2: 9
Facility 0 to Customer 3: 4
Facility 0 to Customer 4: 8
Facility 0 to Customer 5: 5
Facility 0 to Customer 6: 9
Facility 0 to Customer 7: 8
Facility 1 to Customer 0: 3
Facility 1 to Customer 1: 6
Facility 1 to Customer 2: 8
Facility 1 to Customer 3: 1
Facility 1 to Customer 4: 3
Facility 1 to Customer 5: 7
Facility 1 to Customer 6: 5
Facility 1 to Customer 7: 8
Facility 2 to Customer 0: 4
Facility 2 to Customer 1: 1
Facility 2 to Customer 2: 3
Facility 2 to Customer 3: 4
Facility 2 to Customer 4: 6
Facility 2 to Customer 5: 9
Facility 2 to Customer 6: 6
Facility 2 to Customer 7: 6
Facility 3 to Customer 0: 1
Facility 3 to Customer 1: 7
Facility 3 to Customer 2: 1
Facility 3 to Customer 3: 1
Facility 3 to Customer 4: 4
Facility 3 to Customer 5: 8
Facility 3 to Customer 6: 6
Facility 3 to Customer 7: 4
Facility 4 to Customer 0: 8
Facility 4 to Customer 1: 6
Facility 4 to Customer 2: 7
Facility 4 to Customer 3: 9
Facility 4 to Customer 4: 3
Facility 4 to Customer 5: 4
Facility 4 to Customer 6: 8
Facility 4 to Customer 7: 6
Drone operational costs (L-type drones):
Facility 0 to Customer 0: 15
Facility 0 to Customer 1: 13
Facility 0 to Customer 2: 11
Facility 0 to Customer 3: 11
Facility 0 to Customer 4: 13
Facility 0 to Customer 5: 17
Facility 0 to Customer 6: 10
Facility 0 to Customer 7: 16
Facility 1 to Customer 0: 18
Facility 1 to Customer 1: 12
Facility 1 to Customer 2: 19
Facility 1 to Customer 3: 14
Facility 1 to Customer 4: 18
Facility 1 to Customer 5: 19
Facility 1 to Customer 6: 10
Facility 1 to Customer 7: 18
Facility 2 to Customer 0: 11
Facility 2 to Customer 1: 15
Facility 2 to Customer 2: 17
Facility 2 to Customer 3: 15
Facility 2 to Customer 4: 14
Facility 2 to Customer 5: 15
Facility 2 to Customer 6: 17
Facility 2 to Customer 7: 19
Facility 3 to Customer 0: 10
Facility 3 to Customer 1: 19
Facility 3 to Customer 2: 17
Facility 3 to Customer 3: 15
Facility 3 to Customer 4: 16
Facility 3 to Customer 5: 11
Facility 3 to Customer 6: 17
Facility 3 to Customer 7: 14
Facility 4 to Customer 0: 14
Facility 4 to Customer 1: 15
Facility 4 to Customer 2: 17
Facility 4 to Customer 3: 10
Facility 4 to Customer 4: 14
Facility 4 to Customer 5: 16
Facility 4 to Customer 6: 12
Facility 4 to Customer 7: 18
Facility capacities:
Facility 0: 7
Facility 1: 7
Facility 2: 7
Facility 3: 9
Facility 4: 7
Small drone payload capacity: 11
Large drone payload capacity: 30
Small drone max range: 14
Large drone max range: 24
Package weights:
Customer 0: 18
Customer 1: 15
Customer 2: 20
Customer 3: 19
Customer 4: 14
Customer 5: 17
Customer 6: 15
Customer 7: 10
Number of S-type drones: 6
Number of L-type drones: 4
